season,player,pts,trb,ast,stl,blk,fg3,tov,fta,ft_pct,fga,fg_pct,no_play,seas_id,player_id,pos,age,lg,tm,experience,DRAFT_NUMBER,HEIGHT,WEIGHT
2001,LaPhonso Ellis,30.88,19.76,3.72,2.68,2.96,0.28,4.32,8.56,0.7897196261682242,25.68,0.46417445482866043,0.0,17521,2728,PF,30.0,NBA,MIN,9,5.0,80.0,240.0
2001,Loy Vaught,8.0,8.238095238095237,1.0952380952380953,1.0,0.3333333333333333,0.0,1.2380952380952381,0.4,0.7999999999999999,6.76,0.4733727810650888,0.16,17535,2607,PF,32.0,NBA,TOT,11,13.0,81.0,240.0
2001,Lindsey Hunter,33.0,6.76,8.88,4.08,0.48,6.08,2.72,3.84,0.8020833333333334,31.32,0.38058748403575987,0.0,17533,2806,PG,30.0,NBA,MIL,8,10.0,74.0,195.0
2001,Lee Nailon,10.933333333333334,6.133333333333334,1.6,0.6,0.3333333333333333,0.0,1.8,1.72,0.7441860465116279,5.44,0.4852941176470588,0.4,17532,3268,SF,25.0,NBA,CHH,1,43.0,81.0,241.0
2001,Lawrence Funderburke,12.0,8.166666666666666,0.7083333333333334,0.375,0.5416666666666666,0.0,1.3333333333333333,3.08,0.6233766233766234,9.68,0.49586776859504134,0.04,17531,3078,PF,30.0,NBA,SAC,4,51.0,81.0,230.0
2001,Lavor Postell,3.933333333333333,1.6666666666666667,0.3333333333333333,0.26666666666666666,0.13333333333333333,0.2,1.1333333333333333,1.08,0.8148148148148148,2.16,0.3148148148148148,0.4,17530,3267,SG,22.0,NBA,NYK,1,39.0,77.0,215.0
2001,Latrell Sprewell,54.56,13.88,10.76,4.24,1.12,1.64,8.72,14.04,0.7834757834757835,48.76,0.42986054142739955,0.0,17529,2729,SF,30.0,NBA,NYK,9,24.0,77.0,195.0
2001,Larry Robinson,16.583333333333332,7.25,3.0,2.3333333333333335,0.16666666666666666,3.6666666666666665,2.0833333333333335,0.96,0.875,7.36,0.3641304347826087,0.52,17526,2604,PG-SG,33.0,NBA,TOT,6,,75.0,180.0
2001,Larry Johnson,30.714285714285715,17.285714285714285,6.0476190476190474,1.8571428571428572,1.380952380952381,2.4285714285714284,4.619047619047619,5.12,0.796875,23.92,0.41137123745819393,0.16,17525,2666,PF,31.0,NBA,NYK,10,1.0,79.0,235.0
2001,Larry Hughes,51.4375,17.25,13.9375,6.0,1.8125,0.875,9.5,10.08,0.7658730158730158,32.2,0.38260869565217387,0.36,17524,3132,SG,22.0,NBA,GSW,3,8.0,77.0,185.0
2001,Laron Profit,10.857142857142858,4.571428571428571,6.357142857142857,2.5714285714285716,0.7857142857142857,0.5,3.2857142857142856,1.8,0.7333333333333334,5.68,0.3943661971830986,0.44,17523,3203,PG,23.0,NBA,WAS,2,38.0,77.0,204.0
2001,Lari Ketner,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,,0.0,,0.92,17522,3202,PF,23.0,NBA,IND,2,49.0,,
2001,Lamond Murray,39.92,13.6,4.96,3.32,1.08,2.44,5.64,8.44,0.7345971563981043,37.0,0.4227027027027027,0.0,17520,2876,SF,27.0,NBA,CLE,7,7.0,79.0,235.0
2001,Lorenzen Wright,38.30434782608695,23.26086956521739,3.782608695652174,1.826086956521739,2.739130434782609,0.0,5.434782608695652,8.64,0.7175925925925926,32.44,0.4475955610357583,0.08,17534,3001,C,25.0,NBA,ATL,5,7.0,83.0,255.0
2001,Rashard Lewis,46.04,21.64,5.0,3.64,1.8,4.92,5.16,8.52,0.8262910798122066,35.48,0.48027057497181513,0.0,17620,3151,PF,21.0,NBA,SEA,3,32.0,82.0,235.0
2001,Rasheed Wallace,64.21739130434783,26.17391304347826,9.217391304347826,3.9130434782608696,5.869565217391305,2.260869565217391,6.869565217391305,12.8,0.765625,47.12,0.500848896434635,0.08,17621,2950,PF,26.0,NBA,POR,6,4.0,83.0,230.0
2001,Rasho Nesterovic,13.666666666666666,11.916666666666666,1.875,1.0416666666666667,2.625,0.0,2.2916666666666665,2.6,0.5230769230769231,12.76,0.4608150470219436,0.04,17622,3152,C,24.0,NBA,MIN,3,17.0,84.0,255.0
2001,Troy Hudson,14.28,4.2,6.48,1.48,0.12,0.88,3.68,4.16,0.8173076923076923,14.88,0.33602150537634407,0.0,17716,3098,PG,24.0,NBA,ORL,4,,73.0,178.0
2001,Travis Knight,1.7058823529411764,3.1176470588235294,0.29411764705882354,0.29411764705882354,0.6470588235294118,0.0,0.5882352941176471,0.72,0.5,2.12,0.18867924528301888,0.32,17715,3032,C,26.0,NBA,NYK,5,29.0,84.0,235.0
2001,Travis Best,36.72,8.88,18.92,4.4,0.44,1.48,5.08,9.04,0.8274336283185842,31.52,0.4403553299492386,0.0,17714,2962,PG,28.0,NBA,IND,6,23.0,71.0,182.0
2001,Trajan Langdon,16.91304347826087,3.869565217391304,3.5217391304347827,1.6521739130434783,0.391304347826087,2.217391304347826,2.260869565217391,3.04,0.8947368421052632,12.52,0.4313099041533547,0.08,17713,3223,SG,24.0,NBA,CLE,2,11.0,,
