Season,Player,Points,Rebounds,Assists,Steals,Blocks,Threes,Turnovers,Free Throw Attempts,Free Throw %,Field Goal Attempts,Field Goal %,No Play %,Position
2003,Damone Brown,70,37.5,7.5,2.5,0,0,15,1.6,0.75,7,0.314285714,0.92,PF
2003,Damon Stoudamire,88.91304348,33.69565217,44.34782609,8.47826087,1.304347826,9.565217391,17.82608696,13.4,0.791044776,83,0.375903614,0.08,PG
2003,Damon Jones,65.88235294,20.58823529,23.52941176,5.294117647,1.176470588,12.94117647,6.764705882,5.4,0.740740741,42,0.380952381,0.32,PG
2003,Dalibor Bagaric,11.875,12.5,2.5,1.875,1.875,0,3.125,0.8,0.75,5.2,0.307692308,0.68,C
2003,Dale Davis,120.625,117.5,19.58333333,10.625,14.58333333,0,14.79166667,33.2,0.63253012,87.6,0.54109589,0.04,C
2003,Dajuan Wagner,209.6666667,27.33333333,43.33333333,12.66666667,2.333333333,18.33333333,28.33333333,32,0.8,121,0.368595041,0.4,SG
2003,Cuttino Mobley,266.6666667,63.125,43.33333333,19.79166667,7.5,23.33333333,34.58333333,56.4,0.858156028,213.4,0.433926898,0.04,SG
2003,Courtney Alexander,118.8636364,26.81818182,17.95454545,7.045454545,1.363636364,4.318181818,15.45454545,29.2,0.808219178,101,0.382178218,0.12,PG
2003,Corliss Williamson,197.4,71.6,20.8,8.8,5.4,0.4,25.2,60,0.79,165.2,0.452784504,0,SF
2003,Corie Blount,35.71428571,48.80952381,11.9047619,7.857142857,4.523809524,0,10.23809524,7,0.571428571,26.8,0.485074627,0.16,C
2003,Corey Maggette,255.4761905,76.66666667,29.28571429,13.0952381,3.80952381,14.76190476,35,81,0.802469136,154.6,0.443725744,0.16,SG
2003,Corey Benjamin,50,38.75,12.5,1.25,2.5,2.5,7.5,3.2,0.75,8.6,0.302325581,0.84,SG
2003,Clifford Robinson,198.4,63.6,53.6,17.4,17.6,17.4,31.6,47.6,0.676470588,187,0.397860963,0,PF
2003,Chucky Atkins,110,22.85714286,41.66666667,6.428571429,0.952380952,20.47619048,18.33333333,9.8,0.816326531,93,0.361290323,0.16,PG
2003,Christian Laettner,126.4,100.4,47,16.4,8,0.4,17.4,28.8,0.833333333,103.2,0.494186047,0,PF
2003,Chris Whitney,93.42105263,17.63157895,38.15789474,7.631578947,0.526315789,13.15789474,18.68421053,13.8,0.826086957,69.8,0.35530086,0.24,PG
2003,Darrell Armstrong,153.8,59,64.6,27,2.6,15.6,32,37.6,0.877659574,128.6,0.409020218,0,PG
2003,Brian Shaw,50,23.8,20.6,6.4,2.6,7.6,10.8,3,0.666666667,52.2,0.38697318,0,PG
2003,Brian Cardinal,6.666666667,8.333333333,1.666666667,0,0,0,1.666666667,0.4,1,0.8,0.25,0.88,PF
2003,Anthony Goldwire,17.85714286,4.285714286,2.857142857,2.142857143,0,2.142857143,4.285714286,1.4,0.571428571,5,0.36,0.72,PG
2003,Anthony Carter,52.36842105,21.84210526,53.42105263,11.84210526,1.315789474,0,21.31578947,10,0.66,46.6,0.356223176,0.24,PG
2003,Antawn Jamison,364.4,115.6,31.2,15.2,9,13,35.4,95,0.789473684,294.2,0.46974847,0,SF
2003,Ansu Sesay,27.64705882,21.47058824,6.764705882,4.117647059,1.470588235,0,7.352941176,4.2,0.571428571,21.4,0.38317757,0.32,SF
2003,Anfernee Hardaway,170.8333333,71.66666667,65.27777778,18.33333333,7.222222222,7.222222222,40.27777778,19.4,0.793814433,114.6,0.446771379,0.28,SG
2003,Andrew DeClercq,76.04166667,70.625,10.83333333,8.125,7.5,0,17.5,20.8,0.644230769,55.8,0.534050179,0.04,C
2003,Andrei Kirilenko,192.6,84,27.6,23.6,35,7.4,27.2,74,0.8,128.4,0.490654206,0,SF
2003,Andre Miller,217.6,63.2,107.4,19.8,2.2,4.6,41.2,78.2,0.795396419,185.6,0.40625,0,PG
2003,Amar'e Stoudemire,221.2,144.2,15.6,12.4,17.4,0.4,37.8,96.8,0.661157025,166,0.472289157,0,PF
2003,Amal McCaskill,11,22,5,3,1,0,2,0.8,0.75,3.4,0.235294118,0.8,C
2003,Alvin Williams,213.9583333,51.04166667,86.66666667,23.125,4.375,10,26.66666667,47.8,0.782426778,181,0.437569061,0.04,PG
2003,Alton Ford,5,4.285714286,0.714285714,0,0,0,1.428571429,0.6,0.333333333,1.8,0.333333333,0.72,PF
2003,Allen Iverson,452.4,68.8,90.8,45,2.6,16.8,57.2,147.2,0.774456522,388,0.41443299,0,SG
2003,Allan Houston,369,46.2,44,10.8,1.4,35.6,35.6,79,0.918987342,293,0.445051195,0,SG
2003,Alan Henderson,78.8,79.6,8.2,6.6,6.4,0,12.2,27.6,0.637681159,65.4,0.467889908,0,C
2003,Al Harrington,200.4,102.2,25,14.2,6.6,2.6,32.6,54.8,0.770072993,179.2,0.434151786,0,SF
2003,Adrian Griffin,65,52.8,21,15.4,1.2,1.2,9.4,6.4,0.84375,67.4,0.433234421,0,SG
2003,Adonal Foyle,88,98,7.4,8,41,0,14.6,20.8,0.673076923,69,0.536231884,0,C
2003,Adam Harrington,15,4,6,1,0.5,2.5,1,0.8,0.75,7.4,0.297297297,0.6,SG
2003,Aaron Williams,100,66.2,17.6,5.4,11.4,0,17,26,0.784615385,87.8,0.453302961,0,C
2003,Aaron McKie,144.2,70,55.6,26.2,1.8,7.4,21.8,26.8,0.835820896,133.2,0.429429429,0,SF
2003,A.J. Guyton,0,0,10,5,0,0,5,0,,0.8,0,0.96,PG
2003,John Stockton,176.8,40.2,125.8,27.4,3.2,5.8,36.4,57.4,0.825783972,128,0.4828125,0,PG
2003,Anthony Johnson,54,15.6,17.2,7.4,1,2.6,8.2,14.8,0.689189189,46.2,0.445887446,0,PG
2003,Brian Grant,169.2,167.4,20.8,12.6,9.4,0,25.8,41,0.770731707,135.2,0.50887574,0,C
2003,Anthony Mason,105.9090909,94.54545455,47.5,7.272727273,2.727272727,0,17.95454545,23.4,0.717948718,78.6,0.486005089,0.12,C
2003,Antoine Rigaudeau,14.16666667,6.666666667,5,2.5,0,0.833333333,5,0,,7,0.228571429,0.76,SG
2003,Brevin Knight,54,20.25,58.25,17.25,0.5,0.5,23.5,7.4,0.540540541,45.6,0.425438596,0.2,PG
2003,Brent Barry,161.25,62.70833333,80,23.54166667,3.125,24.58333333,29.58333333,32.2,0.795031056,115.4,0.457538995,0.04,SG
2003,Brendan Haywood,100.2,80.8,5.8,6.4,23.8,0,13,49,0.632653061,67.8,0.510324484,0,C
2003,Brandon Williams,2.5,2.5,0,2.5,0,0,3.75,0,,1.4,0.142857143,0.84,SF
2003,Brandon Armstrong,10.90909091,1.818181818,0.909090909,1.363636364,0.454545455,0.454545455,2.272727273,1.2,0.833333333,5.4,0.333333333,0.56,SG
2003,Brad Miller,198.9583333,125.625,40.20833333,13.54166667,8.958333333,1.041666667,24.58333333,71.4,0.817927171,133.4,0.493253373,0.04,C
2003,Bostjan Nachbar,16.11111111,6.111111111,1.666666667,1.111111111,1.111111111,1.111111111,3.333333333,2,0.5,6.2,0.35483871,0.64,SF
2003,Bonzi Wells,227.6,78.8,49.2,24.6,3.6,7.6,43,62.6,0.722044728,198,0.441414141,0,SG
2003,Bobby Simmons,42.85714286,27.5,7.142857143,3.571428571,1.071428571,0,2.857142857,7,0.914285714,22.4,0.392857143,0.44,SG
2003,Bobby Jackson,235.5263158,57.63157895,47.89473684,18.68421053,0.789473684,23.42105263,27.89473684,29.8,0.845637584,146.4,0.464480874,0.24,PG
2003,Bob Sura,117.9411765,49.11764706,52.05882353,13.23529412,0.588235294,8.235294118,24.11764706,29.6,0.695945946,65.6,0.411585366,0.32,SG
2003,Bo Outlaw,75.6,73.6,22.4,10,14.2,0,15.2,23.2,0.620689655,55.6,0.550359712,0,C
2003,Bimbo Coles,55,21.07142857,25.71428571,6.071428571,1.428571429,2.5,10,8.4,0.833333333,33.6,0.333333333,0.44,PG
2003,Ben Wallace,115,255.9090909,27.27272727,23.63636364,52.27272727,0.227272727,20,37.8,0.44973545,87.4,0.480549199,0.12,C
2003,Baron Davis,237.7777778,51.66666667,88.88888889,25.27777778,6.111111111,27.5,38.88888889,26.2,0.709923664,159.6,0.4160401,0.28,PG
2003,Avery Johnson,35.45454545,7.045454545,14.54545455,3.409090909,0.227272727,0,6.590909091,7.8,0.769230769,30,0.42,0.12,PG
2003,Austin Croshere,63,38.75,14,1.5,3.25,6.75,7,13,0.815384615,41.8,0.411483254,0.2,PF
2003,Arvydas Sabonis,95.2,67,28.4,12.2,9.8,0.6,15,32.8,0.786585366,72.2,0.476454294,0,C
2003,Art Long,27.27272727,27.27272727,2.727272727,2.272727273,5,0.909090909,9.090909091,2,0.2,15,0.373333333,0.56,PF
2003,Antonio Harvey,10,15,0,2.5,10,0,7.5,0,,1,0.4,0.92,PF
2003,Antonio Davis,205,121.3888889,36.38888889,6.388888889,17.22222222,0,32.77777778,56,0.771428571,128.2,0.407176287,0.28,C
2003,Antonio Daniels,54.56521739,15.65217391,18.47826087,7.173913043,1.956521739,3.913043478,6.956521739,15.2,0.855263158,37.2,0.451612903,0.08,SG
2003,Antoine Walker,314,112.6,74.6,23.2,6.2,37.6,52,57.2,0.615384615,310.8,0.388030888,0,PF
2003,Anthony Peeler,126,48.2,48.8,14.4,2.6,17.4,16.4,10,0.78,121.8,0.413793103,0,SG
2003,Darvin Ham,36,30.6,7.6,3.2,3.8,0,13,15.8,0.481012658,31.8,0.446540881,0,SG
2003,Brian Scalabrine,39.13043478,30.65217391,10,3.47826087,3.913043478,3.043478261,10,7.2,0.833333333,33.8,0.402366864,0.08,PF
2003,David Wesley,276.5909091,39.77272727,57.04545455,24.77272727,2.045454545,30.45454545,30,47.4,0.780590717,207.4,0.432979749,0.12,SG
2003,Jared Jeffries,49.375,36.25,10,5,3.125,1.875,13.125,5.8,0.551724138,12.6,0.476190476,0.68,SF
2003,Jannero Pargo,35.41666667,15.41666667,16.25,5.416666667,0.833333333,2.916666667,9.583333333,0.8,1,18.6,0.397849462,0.52,PG
2003,Jamison Brewer,13.75,5.625,11.25,1.25,0.625,0,3.75,1.8,0.444444444,3.4,0.529411765,0.68,PG
2003,James Posey,178.6,85.2,36.8,21.2,3,14,28.8,49.2,0.833333333,150.4,0.410904255,0,SF
2003,Jamal Sampson,0,5,2.5,2.5,0,0,0,0,,0.4,0,0.92,PF
2003,Jamal Mashburn,354.4,99.6,92.4,16.6,3.4,23.8,46,73.8,0.848238482,317.2,0.422446406,0,SF
2003,Jamal Crawford,171.6,37,66.8,15.4,5,17.2,26.8,25.8,0.80620155,161.6,0.413366337,0,PG
2003,Jamaal Tinsley,117.9166667,54.16666667,114.1666667,26.04166667,3.75,9.583333333,40,22.4,0.714285714,111.2,0.395683453,0.04,PG
2003,Jamaal Magloire,168.2,144.8,17.6,9.8,22.2,0,31.6,64.4,0.717391304,127,0.480314961,0,C
2003,Jalen Rose,363.2,70.2,79,14.4,4.6,26.6,57,93.4,0.854389722,316.6,0.405559065,0,SF
2003,Jake Voskuhl,56.36363636,51.13636364,8.181818182,4.090909091,6.590909091,0,10.90909091,19.2,0.666666667,32.6,0.564417178,0.12,C
2003,Jake Tsakalidis,53.66666667,40.66666667,4.333333333,2,5.666666667,0,8.666666667,11.6,0.672413793,27,0.451851852,0.4,C
2003,Jahidi White,47.85714286,52.14285714,1.428571429,0.714285714,8.571428571,0,6.428571429,5,0.68,10.6,0.471698113,0.72,C
2003,Jacque Vaughn,94.6,23.6,46.4,12.8,0.4,1.6,19.4,25,0.776,82.2,0.447688564,0,PG
2003,J.R. Bremer,114.7826087,31.52173913,35.65217391,8.260869565,0.652173913,21.95652174,12.82608696,22.2,0.765765766,92.8,0.368534483,0.08,PG
2003,Ira Newble,122.6086957,58.91304348,21.52173913,10.86956522,5.652173913,6.956521739,15,18,0.777777778,93.4,0.494646681,0.08,SF
2003,Igor Rakocevic,20.52631579,4.473684211,8.684210526,1.052631579,0,1.315789474,6.052631579,7.2,0.805555556,11.6,0.379310345,0.24,PG
2003,Hubert Davis,18.80952381,8.571428571,6.904761905,1.19047619,0,2.857142857,2.619047619,1.2,0.833333333,15.8,0.392405063,0.16,SG
2003,Howard Eisley,148.8,37.2,88.8,14.2,1.8,26.2,29.8,21,0.847619048,125.6,0.417197452,0,PG
2003,Horace Grant,43.33333333,13.33333333,11.66666667,5,0,0,1.666666667,0,,5,0.52,0.88,PF
2003,Hedo Turkoglu,93.125,39.16666667,18.125,5.208333333,2.5,6.041666667,10.41666667,22,0.8,78.2,0.421994885,0.04,SF
2003,Guy Rucker,0,5,5,0,0,0,0,0,,0,,0.96,PF
2003,Greg Ostertag,87.6,100.6,11,4,29.4,0,20.8,39.2,0.510204082,65.2,0.518404908,0,C
2003,Jason Caffey,77.63157895,46.31578947,10,5,3.947368421,0,14.73684211,21.2,0.650943396,49.6,0.455645161,0.24,PF
2003,Greg Foster,60.5,51,6.5,0.5,4.5,0.5,15,6.4,0.8125,24.4,0.385245902,0.6,C
2003,Jason Collier,25.71428571,20.71428571,0.714285714,1.428571429,0.714285714,0,1.428571429,0.4,1,7.2,0.472222222,0.72,C
2003,Jason Kidd,299,100.8,142.2,35.8,5,25.2,59.2,80.6,0.841191067,248.8,0.413987138,0,PG
2003,John Crotty,41,15,29,3,0,4,9,3,0.6,8.2,0.341463415,0.8,PG
2003,David Robinson,118.6956522,110.4347826,13.26086957,11.30434783,24.13043478,0,18.04347826,42.8,0.710280374,84,0.469047619,0.08,C
2003,John Amaechi,21.52173913,16.73913043,4.565217391,3.043478261,1.52173913,0,7.391304348,10.4,0.480769231,23.6,0.313559322,0.08,C
2003,Joel Przybilla,20,60.41666667,5,4.166666667,18.75,0,7.916666667,4.8,0.5,9.2,0.391304348,0.52,C
2003,Joe Smith,118.8235294,79.41176471,11.17647059,4.117647059,16.17647059,0,12.64705882,26.2,0.778625954,65.6,0.460365854,0.32,SF
2003,Joe Johnson,160.6,52.8,42,12.4,3.8,15,21.6,24.8,0.774193548,159.2,0.396984925,0,SG
2003,Jiri Welsch,16.94444444,7.777777778,7.5,2.222222222,0.555555556,0.277777778,5.277777778,5.8,0.75862069,15,0.253333333,0.28,SF
2003,Jim Jackson,115.952381,62.38095238,28.0952381,7.380952381,0.952380952,7.619047619,19.04761905,11,0.854545455,92.4,0.441558442,0.16,SF
2003,Jeryl Sasser,40.41666667,38.33333333,13.54166667,9.375,2.5,2.708333333,8.125,15.6,0.679487179,41.4,0.309178744,0.04,SG
2003,Jerry Stackhouse,342.7272727,58.63636364,71.81818182,14.77272727,6.363636364,16.13636364,43.86363636,103.6,0.878378378,240.2,0.408825978,0.12,SG
2003,Jerome Williams,143.9583333,135.4166667,19.79166667,24.16666667,5.416666667,0.208333333,20.41666667,56.2,0.555160142,107,0.499065421,0.04,PF
2003,Jerome Moiso,48.80952381,42.38095238,5.238095238,4.523809524,10.47619048,0,10.95238095,8.2,0.658536585,34.2,0.520467836,0.16,C
2003,Jerome James,81.17647059,63.52941176,7.941176471,3.529411765,24.11764706,0,22.05882353,18.4,0.586956522,46.4,0.478448276,0.32,C
2003,Jermaine O'Neal,320,159.2,31,13.2,35.6,1.4,36,102,0.731372549,252,0.484126984,0,PF
2003,Jermaine Jackson,33.61111111,15.83333333,20.55555556,5.277777778,1.666666667,0.277777778,9.444444444,11,0.727272727,22,0.363636364,0.28,SG
2003,Jelani McCoy,95.20833333,73.95833333,8.958333333,5.833333333,12.5,0,20,25.2,0.547619048,79,0.491139241,0.04,C
2003,Jeff Trepagnier,56.25,20,7.5,10,0,5,10,1.4,1,8,0.425,0.84,SG
2003,Jeff McInnis,86.4,19.4,34,4.2,0.4,1.2,15,13.4,0.746268657,84.6,0.444444444,0,PG
2003,Jeff Foster,32.4,55.8,10.2,5.6,4.2,0,6.8,12.6,0.53968254,35.6,0.359550562,0,C
2003,Jay Williams,148.75,40.625,72.91666667,17.91666667,3.541666667,13.54166667,35.625,32.2,0.639751553,137,0.398540146,0.04,PG
2003,Jason Williams,183.8,42.4,126.2,18.2,2,28.6,33.6,26.2,0.839694656,171.8,0.38766007,0,PG
2003,Jason Terry,279,55.8,120,25.2,2.8,32,49.8,58.4,0.886986301,228.2,0.427695004,0,PG
2003,Jason Richardson,256.4,75.6,49.4,18,4.6,24.6,35.8,54.2,0.763837638,232.2,0.409991387,0,SG
2003,Jason Collins,95.83333333,76.66666667,18.125,9.791666667,9.166666667,0,17.70833333,47.2,0.762711864,67.6,0.414201183,0.04,C
2003,Greg Buckner,93.75,45,20,15,3.333333333,3.125,12.91666667,16.2,0.802469136,79.6,0.464824121,0.04,SG
2003,Jarron Collins,85.71428571,42.85714286,10,3.571428571,4.285714286,0,13.57142857,12.4,0.709677419,17.2,0.441860465,0.72,C
2003,Grant Long,27.69230769,31.92307692,9.615384615,3.461538462,0.384615385,0,7.307692308,4.6,0.782608696,14,0.385714286,0.48,PF
2003,Eddie Robinson,86.66666667,47.61904762,15.71428571,14.76190476,3.095238095,0.714285714,12.38095238,12.6,0.80952381,63,0.492063492,0.16,SF
2003,Eddie Jones,255.5882353,66.47058824,50.88235294,18.82352941,9.117647059,28.82352941,25,46,0.82173913,137.6,0.422965116,0.32,SG
2003,Eddie House,97.85714286,24.04761905,20.71428571,10.47619048,0.238095238,8.571428571,10.95238095,7.2,0.861111111,88.8,0.387387387,0.16,SG
2003,Eddie Griffin,132.8,92.2,17.2,10.4,22.2,12.8,15.2,18.8,0.617021277,135.6,0.399705015,0,PF
2003,Earl Watson,86.6,32.8,45,17.8,2.8,6.2,17.6,17.2,0.720930233,78.2,0.434782609,0,PG
2003,Earl Boykins,142.8571429,20.95238095,52.61904762,9.047619048,0.952380952,6.904761905,17.38095238,40,0.865,92.8,0.42887931,0.16,PG
2003,Drew Gooden,190.2173913,98.91304348,18.04347826,11.52173913,7.608695652,3.043478261,32.60869565,42.4,0.712264151,155.4,0.456885457,0.08,SF-PF
2003,Doug Christie,149.6,68.4,75.2,36,7.4,14.6,28.8,34.8,0.810344828,111.4,0.47935368,0,SG
2003,Donyell Marshall,217.0833333,145.625,28.54166667,19.79166667,17.70833333,6.875,28.125,44.2,0.755656109,183.6,0.458605664,0.04,PF
2003,Donnell Harvey,122.2,81.8,20,9.6,5.4,0.2,24.6,35.2,0.670454545,110.2,0.44646098,0,SF
2003,Don Reid,5,0,0,0,0,0,0,0.4,0.5,0.6,0,0.96,PF
2003,Dirk Nowitzki,402.2,158.2,47.8,22.2,16.4,29.6,30.4,109.6,0.881386861,297.8,0.463398254,0,PF
2003,Dion Glover,147.4,56.4,28.2,14.2,3,11.2,21.6,32.4,0.783950617,129.6,0.427469136,0,SG
2003,Dikembe Mutombo,86.25,95.625,11.875,2.5,23.125,0,21.25,11,0.727272727,26.2,0.374045802,0.68,C
2003,Devin Brown,37.5,22.5,8.75,5,1.25,0,11.25,1.6,0.75,7,0.342857143,0.84,SG
2003,Devean George,106.9565217,62.17391304,20,12.17391304,8.260869565,10.65217391,14.13043478,21,0.79047619,92.2,0.390455531,0.08,SF
2003,Desmond Mason,229.4,104.6,32.6,13.4,6.4,4.2,23,56.6,0.749116608,203.4,0.449360865,0,SF
2003,Derrick Coleman,143.3333333,107.1428571,20.71428571,12.61904762,16.42857143,5.238095238,22.85714286,34.2,0.783625731,99.6,0.447791165,0.16,C
2003,Derek Fisher,172.6,47.8,59.6,18.6,3,17,18.8,25,0.8,155,0.437419355,0,PG
2003,Derek Anderson,211.4,52.8,65,18,3.2,23.2,25.6,53.8,0.858736059,166.4,0.426682692,0,PG
2003,Dean Oliver,22,16,23,7,0,1,10,1.6,0.875,5.8,0.24137931,0.8,PG
2003,DeShawn Stevenson,58.125,17.70833333,8.333333333,4.583333333,1.666666667,0.833333333,10.20833333,13.6,0.691176471,56.8,0.401408451,0.04,SG
2003,DeSagana Diop,23.8,43,8.6,6.6,16.2,0,11.2,6,0.366666667,30.8,0.350649351,0,PF
2003,Eddy Curry,169.8,70.6,7.4,3.6,12.4,0,27.4,57.4,0.62369338,114.6,0.584642234,0,C
2003,Eduardo Najera,106.6666667,74.33333333,15.66666667,13.33333333,7.333333333,0,7.666666667,18.2,0.681318681,46.2,0.558441558,0.4,SF
2003,Donny Marshall,0,5,0,0,0,0,1.666666667,0,,0.6,0,0.88,SF
2003,Gary Trent,95.2,58.2,15.4,6.4,4.6,0,11.8,20.2,0.594059406,77.8,0.53470437,0,SF
2003,Gordan Giricek,187,47.6,27.4,10.4,1.6,17,29,36.6,0.819672131,160.6,0.435865504,0,SG-SF
2003,Efthimios Rentzias,14.44444444,7.222222222,1.944444444,1.666666667,0.555555556,1.111111111,1.111111111,1.8,0.888888889,11.8,0.338983051,0.28,C
2003,Glenn Robinson,312.173913,99.34782609,44.56521739,19.7826087,5.652173913,19.56521739,53.91304348,61.2,0.875816993,249.6,0.431891026,0.08,SF
2003,Glen Rice,146.3157895,40.52631579,17.10526316,6.052631579,1.315789474,26.57894737,14.47368421,16.6,0.759036145,91.4,0.428884026,0.24,SF
2003,Gilbert Arenas,299.4,77.2,102.8,24.8,3.4,21.8,58,93.6,0.790598291,236,0.431355932,0,PG
2003,Gerald Wallace,50,29.09090909,5.227272727,5.454545455,3.409090909,0.227272727,10,14.8,0.527027027,36.6,0.491803279,0.12,SF
2003,George Lynch,72.6,70.6,20.8,13.2,3.8,5.6,10.4,14.8,0.554054054,71.8,0.409470752,0,SG
2003,Gary Payton,326.8,66.8,132.6,26.6,4,10.8,37.4,70.4,0.710227273,293.2,0.45361528,0,PG
2003,Fred Jones,9.583333333,3.75,2.083333333,2.5,0.416666667,0.833333333,2.5,0.8,0.75,4.8,0.375,0.52,SG
2003,Fred Hoiberg,36,34.25,17.5,10,1.25,1.25,6.25,10,0.82,25.2,0.388888889,0.2,SG
2003,Frank Williams,14,9,17,3.5,1,3,8.5,1.2,0.666666667,6.6,0.272727273,0.6,PG
2003,Eric Snow,210.8,60.2,108.8,26.6,2.2,1.4,38.8,75.8,0.857519789,159.8,0.451814768,0,PG
2003,Elden Campbell,81.66666667,43.0952381,12.14285714,7.857142857,9.285714286,0,11.9047619,27.2,0.801470588,59,0.396610169,0.16,C
2003,Elton Brand,272.8571429,167.3809524,37.38095238,16.9047619,37.61904762,0,38.33333333,71.2,0.685393258,179.8,0.501668521,0.16,PF
2003,Emanual Davis,55,26.875,22.5,7.5,1.25,4.375,15.625,4.4,0.772727273,17.6,0.363636364,0.68,SG
2003,Eric Piatkowski,150.25,39,17.5,8.25,2.25,20,14,24.4,0.827868852,89.2,0.470852018,0.2,SG
2003,Evan Eschmeyer,10.625,18.125,3.75,6.25,4.375,0,3.75,0.8,0.75,3.8,0.368421053,0.68,C
2003,Eric Williams,149.2,76.4,28,17.2,3.8,7.4,19.4,53.6,0.75,115,0.44173913,0,SF
2003,Grant Hill,191.3636364,93.63636364,55.45454545,12.72727273,5.909090909,0.454545455,38.18181818,28.8,0.819444444,61.4,0.491856678,0.56,SF
2003,Erick Strickland,99.56521739,31.52173913,45.43478261,8.260869565,1.52173913,13.47826087,21.30434783,17.4,0.804597701,76,0.428947368,0.08,SG
2003,Ervin Johnson,31.66666667,61.25,5,7.083333333,13.125,0,7.083333333,8.8,0.681818182,27,0.451851852,0.04,C
2003,Etan Thomas,56.875,51.5625,0.9375,2.5,7.1875,0,10.3125,18.8,0.638297872,24.8,0.491935484,0.36,PF
2003,Erick Dampier,134.6,108.6,11.6,5.4,30.8,0,22.4,44.4,0.698198198,104.4,0.496168582,0,C
2004,Mike Miller,32.81818182,9.818181818,10.54545455,2.681818182,0.636363636,3.636363636,4.863636364,5.64,0.723404255,24.64,0.438311688,0.12,SF
2004,Mike Wilks,5.555555556,1.777777778,1.888888889,0.333333333,0,0.666666667,0.777777778,0.48,0.833333333,1.44,0.472222222,0.64,PG
2004,Milt Palacio,12.85,5.1,9.2,2.05,0.55,0.2,4.35,2.72,0.661764706,11.92,0.348993289,0.2,PG
2004,Mikki Moore,10,6.461538462,1.461538462,0.538461538,1,0,1.692307692,1.4,0.857142857,3.96,0.505050505,0.48,PF-C
2004,Mike James,30.12,9.36,13.56,3.84,0.12,4.24,4.96,5.08,0.811023622,26.28,0.414003044,0,PG
2004,Melvin Ely,8.722222222,5.611111111,1.222222222,0.5,0.944444444,0,1.111111111,1.68,0.595238095,6.12,0.431372549,0.28,PF
2004,Mo Williams,12.90909091,3.272727273,3.454545455,1.272727273,0.090909091,0.454545455,2.318181818,2.24,0.785714286,12.12,0.379537954,0.12,SG
2004,Moochie Norris,9.75,2.708333333,5.041666667,1.833333333,0.208333333,0.833333333,2.666666667,2.84,0.76056338,8.68,0.368663594,0.04,PG
2004,Mike Dunleavy,38.13043478,19.2173913,9.565217391,2.956521739,0.565217391,4.086956522,6.217391304,7.4,0.740540541,28.8,0.448611111,0.08,SF
2004,Morris Peterson,27.12,10.44,4.52,3.52,0.56,5.04,2.76,3.76,0.808510638,23.48,0.405451448,0,SF
2004,Mitchell Butler,7.882352941,4.176470588,1.882352941,1.294117647,0.235294118,0.647058824,1.411764706,0.96,0.625,4.96,0.435483871,0.32,SG
2004,Mike Bibby,60.24,11.08,17.76,4.48,0.72,5.92,7,14.92,0.815013405,46.8,0.45042735,0,PG
2004,Metta World Peace,55.54166667,16.04166667,11.33333333,6.333333333,2.083333333,3.125,8.416666667,17.56,0.733485194,44.48,0.420863309,0.04,SF
2004,Michael Stewart,0.928571429,2.071428571,0,0.142857143,0.714285714,0,0.214285714,0.16,0.75,0.48,0.416666667,0.44,C-PF
2004,Michael Ruffin,6.133333333,13.8,2.733333333,1.466666667,1.4,0,2.8,1.52,0.421052632,4.68,0.324786325,0.4,PF
2004,Michael Redd,71.04,16.28,7.4,3.24,0.24,5.08,4.64,17.64,0.868480726,57.56,0.439888812,0,SG
2004,Michael Olowokandi,18.53333333,16.33333333,1.6,1.066666667,4.533333333,0,3.6,2.44,0.590163934,11.4,0.424561404,0.4,C
2004,Michael Finley,55.91666667,13.54166667,8.833333333,3.5,1.625,6.25,3.458333333,7.72,0.849740933,46.36,0.443485764,0.04,SG
2004,Michael Doleac,13,10.6,1.76,0.92,1.44,0,1.92,2.08,0.865384615,12.88,0.434782609,0,C
2004,Michael Curry,8.869565217,3.782608696,2.304347826,1,0.217391304,0.130434783,2.086956522,2.32,0.844827586,7.84,0.387755102,0.08,SF
2004,Michael Bradley,2.142857143,3.285714286,0.142857143,0.428571429,0,0,1,0.08,0.5,0.6,0.466666667,0.72,C-PF
2004,Mengke Bateer,1.6,1.6,0.2,0.2,0,0,0.4,0,,0.28,0.571428571,0.8,C
2004,Nazr Mohammed,23.68,18.96,1.44,2.2,2.08,0,3.84,6.76,0.591715976,18.88,0.521186441,0,C
2004,Mickael Pietrus,14.68421053,6.263157895,1.421052632,1.684210526,0.631578947,1.842105263,2.105263158,3,0.693333333,9.24,0.415584416,0.24,PG
2004,Ndudi Ebi,1,0.230769231,0.230769231,0,0.307692308,0,0.230769231,0.16,0.25,0.56,0.428571429,0.48,SF
2004,Randy Livingston,4,3.5,2,1,0,0,2,0.24,0.666666667,0.4,0.2,0.92,PG
2004,Nick Van Exel,35,7.428571429,14.71428571,1.428571429,0.142857143,3.285714286,5.571428571,3.96,0.707070707,19.16,0.39039666,0.44,PG
2004,Mehmet Okur,29.65217391,18.30434783,3,1.565217391,2.739130435,0.782608696,4.391304348,8.36,0.775119617,21.68,0.463099631,0.08,PF
2004,Rashard Lewis,56.84,20.72,7,3.96,2.16,5.8,5.4,10.8,0.762962963,49.16,0.435313263,0,SF
2004,Rasheed Wallace,47.30434783,19.95652174,6.782608696,2.652173913,5.304347826,3.565217391,5.173913043,8.48,0.735849057,38.96,0.436344969,0.08,PF
