Category,Threes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,Def Rebounds,Off Rebounds,Double Doubles,Field Goals Made,Free Throws Made,Field Goal %,Free Throw %,Three %,Assist to TO
Assist to TO,0.05970120740487083,-0.0023755538163343502,-0.027681739604419713,0.42716740136861714,0.0162692802615051,-0.022741382511368913,-0.5667654302169233,-0.03129577276405493,-0.024025497000996387,0.08184801654660369,0.007589464849718724,-0.033925460169049945,-0.010704594789564786,0.02803609840588724,0.04299246544544119,1.0
Assists,0.3566642318641554,0.5516497056536915,0.5195581891252328,1.0,0.3594203097759935,0.2351241469922344,0.4330205730984838,0.48885466375447095,0.3606062891853894,0.3468511731604168,0.5416494984011708,0.37677153725666906,0.0374354715639843,0.027716212247946688,0.02174335645987042,0.42716740136861714
Blocks,0.15099603208664406,0.302957180603226,0.29639409739780803,0.2351241469922344,0.1619066168464633,1.0,0.22476708986721478,0.28091915398271383,0.2184662254748777,0.13686238072898926,0.29933075407317195,0.20333207952452625,0.03797752516551134,-0.011272500576248838,-0.027666464631025338,-0.022741382511368913
Def Rebounds,0.35432513355562484,0.6347727405098461,0.9481539549049134,0.48885466375447095,0.34820706557124453,0.28091915398271383,0.4782010257062084,1.0,0.4177593117110432,0.49328504390130473,0.6133849951743059,0.46204474028589043,0.05065570941517128,0.026831965673976364,0.02166991818483392,-0.03129577276405493
Double Doubles,0.17056310285147322,0.38096798893460887,0.5350458144940418,0.3468511731604168,0.17478995208229592,0.13686238072898926,0.24500562464237055,0.49328504390130473,0.4058547073770844,1.0,0.36113625830299123,0.2965002872056935,0.11353515836000588,-0.0018687899841917746,0.04694754610386069,0.08184801654660369
Field Goal %,0.18580024408662338,0.3645652532220402,0.030659849953451914,0.0374354715639843,0.03608734271606435,0.03797752516551134,0.023952214690473487,0.05065570941517128,-0.028036672388943116,0.11353515836000588,0.4219073056004514,0.059068482011846404,1.0,-0.012139101410077478,0.3392267004346148,-0.010704594789564786
Field Goals Made,0.5525343856415347,0.9642057210501546,0.6530724252212053,0.5416494984011708,0.40522724851148245,0.29933075407317195,0.4862191019248877,0.6133849951743059,0.460422592244134,0.36113625830299123,1.0,0.5102332429673132,0.4219073056004514,0.05331475029956742,0.12403506295214335,0.007589464849718724
Free Throw %,0.07719938465552846,0.1440285762042792,0.019288408237302133,0.027716212247946688,0.029020262479553846,-0.011272500576248838,0.02680595668664556,0.026831965673976364,-0.020423948834547144,-0.0018687899841917746,0.05331475029956742,0.34496793650373847,-0.012139101410077478,1.0,0.020669981004130086,0.02803609840588724
Free Throws Made,0.2621662176701331,0.693461532915518,0.4927727143288059,0.37677153725666906,0.29660760147639975,0.20333207952452625,0.3835583484279926,0.46204474028589043,0.3582480448943551,0.2965002872056935,0.5102332429673132,1.0,0.059068482011846404,0.34496793650373847,-0.0064324777045510146,-0.033925460169049945
Off Rebounds,0.1998157543266906,0.47625176399246005,0.666584556471077,0.3606062891853894,0.2545115918483823,0.2184662254748777,0.34512363418393754,0.4177593117110432,1.0,0.4058547073770844,0.460422592244134,0.3582480448943551,-0.028036672388943116,-0.020423948834547144,-0.029658781340367566,-0.024025497000996387
Points,0.593612334057863,1.0,0.6755491195180978,0.5516497056536915,0.41692745299635947,0.302957180603226,0.5088888578636458,0.6347727405098461,0.47625176399246005,0.38096798893460887,0.9642057210501546,0.693461532915518,0.3645652532220402,0.1440285762042792,0.15308239349519773,-0.0023755538163343502
Rebounds,0.3590212029505178,0.6755491195180978,1.0,0.5195581891252328,0.36913737136873614,0.29639409739780803,0.5024596984567429,0.9481539549049134,0.666584556471077,0.5350458144940418,0.6530724252212053,0.4927727143288059,0.030659849953451914,0.019288408237302133,0.010740877903992052,-0.027681739604419713
Steals,0.24011980488152854,0.41692745299635947,0.36913737136873614,0.3594203097759935,1.0,0.1619066168464633,0.31706743518761576,0.34820706557124453,0.2545115918483823,0.17478995208229592,0.40522724851148245,0.29660760147639975,0.03608734271606435,0.029020262479553846,-0.007576901174629105,0.0162692802615051
Three %,0.6695027972682168,0.15308239349519773,0.010740877903992052,0.02174335645987042,-0.007576901174629105,-0.027666464631025338,-0.009577187362802383,0.02166991818483392,-0.029658781340367566,0.04694754610386069,0.12403506295214335,-0.0064324777045510146,0.3392267004346148,0.020669981004130086,1.0,0.04299246544544119
Threes,1.0,0.593612334057863,0.3590212029505178,0.3566642318641554,0.24011980488152854,0.15099603208664406,0.29423299608109843,0.35432513355562484,0.1998157543266906,0.17056310285147322,0.5525343856415347,0.2621662176701331,0.18580024408662338,0.07719938465552846,0.6695027972682168,0.05970120740487083
Turnovers,0.29423299608109843,0.5088888578636458,0.5024596984567429,0.4330205730984838,0.31706743518761576,0.22476708986721478,1.0,0.4782010257062084,0.34512363418393754,0.24500562464237055,0.4862191019248877,0.3835583484279926,0.023952214690473487,0.02680595668664556,-0.009577187362802383,-0.5667654302169233
