Category,Threes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,Def Rebounds,Off Rebounds,Double Doubles,Field Goals Made,Free Throws Made,Field Goal %,Free Throw %,Three %,Assist to TO
Assist to TO,0.06599013375440525,-0.04337116061519578,-0.052772180069230124,0.417717144488098,0.02499081724951931,-0.06690255433344917,-0.5874327540731025,-0.039100272731495314,-0.07176519187707951,0.052632608292238134,-0.03663846449092206,-0.06011923818761398,-0.05374860380260852,0.026614916484847324,0.01878325860344701,1.0
Assists,0.33433404325579874,0.5329287109123447,0.522297724470162,1.0,0.3539293029723765,0.2340694090014712,0.4027277880164214,0.4985185087670055,0.359033618115827,0.35242257559469453,0.5173878684660576,0.3645297186611597,0.014087689771899186,0.08882210207928246,0.028054647568653193,0.417717144488098
Blocks,0.14773461532153756,0.331872893756492,0.35347481289044397,0.2340694090014712,0.18865155091247732,1.0,0.25859702713111987,0.34584971537041964,0.23546042193502267,0.19043300789450715,0.31879659245709263,0.24117207298862622,0.05214866065562987,-0.00048812255229277457,-0.01085405948877621,-0.06690255433344917
Def Rebounds,0.31942069448443233,0.6320559102270317,0.9452257937538675,0.4985185087670055,0.36942518308844635,0.34584971537041964,0.4872478489949201,1.0,0.4394165024526673,0.481363730922185,0.6151398598876804,0.45136729579074597,0.05531618573201041,0.01768894858672206,-0.01500295224303418,-0.039100272731495314
Double Doubles,0.16762182510654938,0.4051375777760055,0.5119221143866892,0.35242257559469453,0.20757333572864975,0.19043300789450715,0.26012097173813636,0.481363730922185,0.3904249631615069,1.0,0.4034364392716756,0.2646150104035578,0.12924010560867247,0.013580651889225297,0.009477560459180072,0.052632608292238134
Field Goal %,0.21538547891792723,0.3945530517783254,0.038369599161898964,0.014087689771899186,0.050054676148908094,0.05214866065562987,0.06104067959942977,0.05531618573201041,-0.01570152965216324,0.12924010560867247,0.4552078953400978,0.06843851399849331,1.0,-0.04574368609684657,0.30427883834163477,-0.05374860380260852
Field Goals Made,0.5097360703262269,0.9659236279525606,0.6629575972895343,0.5173878684660576,0.42351304667987094,0.31879659245709263,0.5067681191264661,0.6151398598876804,0.4853082047947491,0.4034364392716756,1.0,0.5044089373345791,0.4552078953400978,0.035398172041289665,0.12245408695978895,-0.03663846449092206
Free Throw %,0.059861783148905626,0.13255577241845942,0.014399950928398266,0.08882210207928246,0.05221054195481783,-0.00048812255229277457,0.060221181669846864,0.01768894858672206,0.005063882508116115,0.013580651889225297,0.035398172041289665,0.3613798758362412,-0.04574368609684657,1.0,-0.010145827662188498,0.026614916484847324
Free Throws Made,0.2430954423319077,0.6884875030030856,0.484352157830847,0.3645297186611597,0.3252297004557422,0.24117207298862622,0.39225784352447474,0.45136729579074597,0.34061486159781834,0.2646150104035578,0.5044089373345791,1.0,0.06843851399849331,0.3613798758362412,-0.007832329698765102,-0.06011923818761398
Off Rebounds,0.1813884461799831,0.4941288327294255,0.6887315616396461,0.359033618115827,0.2730267385995659,0.23546042193502267,0.35952283707038635,0.4394165024526673,1.0,0.3904249631615069,0.4853082047947491,0.34061486159781834,-0.01570152965216324,0.005063882508116115,-0.039779588738004086,-0.07176519187707951
Points,0.55198066924886,1.0,0.6806163008298226,0.5329287109123447,0.44014098450278766,0.331872893756492,0.527322437191067,0.6320559102270317,0.4941288327294255,0.4051375777760055,0.9659236279525606,0.6884875030030856,0.3945530517783254,0.13255577241845942,0.14689373134882977,-0.04337116061519578
Rebounds,0.32459879130863306,0.6806163008298226,1.0,0.522297724470162,0.39304799668217194,0.35347481289044397,0.5182085983001326,0.9452257937538675,0.6887315616396461,0.5119221143866892,0.6629575972895343,0.484352157830847,0.038369599161898964,0.014399950928398266,-0.020416345436246593,-0.052772180069230124
Steals,0.23437364081178197,0.44014098450278766,0.39304799668217194,0.3539293029723765,1.0,0.18865155091247732,0.31341951333889007,0.36942518308844635,0.2730267385995659,0.20757333572864975,0.42351304667987094,0.3252297004557422,0.050054676148908094,0.05221054195481783,-0.002078431305325689,0.02499081724951931
Three %,0.648654674111415,0.14689373134882977,-0.020416345436246593,0.028054647568653193,-0.002078431305325689,-0.01085405948877621,0.015326451771207245,-0.01500295224303418,-0.039779588738004086,0.009477560459180072,0.12245408695978895,-0.007832329698765102,0.30427883834163477,-0.010145827662188498,1.0,0.01878325860344701
Threes,1.0,0.55198066924886,0.32459879130863306,0.33433404325579874,0.23437364081178197,0.14773461532153756,0.2684612760455739,0.31942069448443233,0.1813884461799831,0.16762182510654938,0.5097360703262269,0.2430954423319077,0.21538547891792723,0.059861783148905626,0.648654674111415,0.06599013375440525
Turnovers,0.2684612760455739,0.527322437191067,0.5182085983001326,0.4027277880164214,0.31341951333889007,0.25859702713111987,1.0,0.4872478489949201,0.35952283707038635,0.26012097173813636,0.5067681191264661,0.39225784352447474,0.06104067959942977,0.060221181669846864,0.015326451771207245,-0.5874327540731025
