Category,Threes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,Def Rebounds,Off Rebounds,Double Doubles,Field Goals Made,Free Throws Made,Field Goal %,Free Throw %,Three %,Assist to TO
Assist to TO,0.06214362274386665,0.020110922467924706,-0.007986427559323241,0.39407267336627766,0.019841024083107436,-0.004426290236190955,-0.5620075342351214,-0.018637102727354006,0.0061116606972476265,0.07346377518417513,0.024268792503769017,-0.01878785111965432,-0.028360416897843237,-0.0014444177895647577,0.01573912060031639,1.0
Assists,0.4206293733914482,0.6112839265421963,0.6009499559489735,1.0,0.38434840930474656,0.2802183842824152,0.4779899932487838,0.5796751659337185,0.38826745101000937,0.35796833755659285,0.602817624129549,0.40111423378296845,0.04208376071820744,0.052205913691349574,0.01030461568127745,0.39407267336627766
Blocks,0.2030047471037038,0.34136246884223564,0.3674963349442767,0.2802183842824152,0.21628001417613932,1.0,0.23717866072118418,0.3653463473137323,0.2259834546676194,0.2129893423038816,0.3375944724493073,0.22762665182550498,0.014201632920043563,-0.007802855817566878,-0.030226050777230794,-0.004426290236190955
Def Rebounds,0.4302241691733696,0.6787532014049225,0.9579904232204398,0.5796751659337185,0.38872060441400347,0.3653463473137323,0.5327471440773827,1.0,0.4325098686043983,0.49650841699240666,0.6566089597373921,0.4813348035253225,0.04080684769519912,0.030304365795958948,-0.004245114846885104,-0.018637102727354006
Double Doubles,0.20537437679750567,0.3733309569991491,0.5239659494148257,0.35796833755659285,0.16026274413147598,0.2129893423038816,0.2582386863282268,0.49650841699240666,0.3787721299183268,1.0,0.3656393502965276,0.2632712597875741,0.08687097087681302,-0.02706827588148782,0.004677393865081083,0.07346377518417513
Field Goal %,0.23023186555766492,0.36986905721588714,0.03105859344431656,0.04208376071820744,0.0452262083122578,0.014201632920043563,0.04275357110266516,0.04080684769519912,0.0032202074450753916,0.08687097087681302,0.4213024125799797,0.048771530416417526,1.0,-0.018843087959722588,0.477454211640971,-0.028360416897843237
Field Goals Made,0.6598976550106596,0.974898685830148,0.7011666964841992,0.602817624129549,0.43482282460861155,0.3375944724493073,0.5110305710395684,0.6566089597373921,0.5090972624868627,0.3656393502965276,1.0,0.504920963836616,0.4213024125799797,0.04974719049810564,0.2121542816561459,0.024268792503769017
Free Throw %,0.0529964624178828,0.12492008028509169,0.026321850440082287,0.052205913691349574,0.034297875665374344,-0.007802855817566878,0.0462986422032063,0.030304365795958948,-0.0047828033413259636,-0.02706827588148782,0.04974719049810564,0.36066784724543155,-0.018843087959722588,1.0,0.01917649079580189,-0.0014444177895647577
Free Throws Made,0.29218662144712193,0.6586583788104976,0.5004196269000292,0.40111423378296845,0.3455142765376269,0.22762665182550498,0.37540853409594416,0.4813348035253225,0.33361249651304686,0.2632712597875741,0.504920963836616,1.0,0.048771530416417526,0.36066784724543155,-0.011001689567792244,-0.01878785111965432
Off Rebounds,0.25899797180256184,0.5082033784609339,0.6555593983068662,0.38826745101000937,0.2686634076619252,0.2259834546676194,0.3338909451590886,0.4325098686043983,1.0,0.3787721299183268,0.5090972624868627,0.33361249651304686,0.0032202074450753916,-0.0047828033413259636,-0.01847749004490556,0.0061116606972476265
Points,0.691537853042895,1.0,0.7190571253658402,0.6112839265421963,0.45031921334837605,0.34136246884223564,0.523799712351496,0.6787532014049225,0.5082033784609339,0.3733309569991491,0.974898685830148,0.6586583788104976,0.36986905721588714,0.12492008028509169,0.23162432016609108,0.020110922467924706
Rebounds,0.4387976073395408,0.7190571253658402,1.0,0.6009499559489735,0.40435929805093745,0.3674963349442767,0.5408289951279506,0.9579904232204398,0.6555593983068662,0.5239659494148257,0.7011666964841992,0.5004196269000292,0.03105859344431656,0.026321850440082287,-0.007358801009686375,-0.007986427559323241
Steals,0.2655099140881398,0.45031921334837605,0.40435929805093745,0.38434840930474656,1.0,0.21628001417613932,0.31852818758050344,0.38872060441400347,0.2686634076619252,0.16026274413147598,0.43482282460861155,0.3455142765376269,0.0452262083122578,0.034297875665374344,-0.007585090915380938,0.019841024083107436
Three %,0.630786020716125,0.23162432016609108,-0.007358801009686375,0.01030461568127745,-0.007585090915380938,-0.030226050777230794,0.0031192464381015837,-0.004245114846885104,-0.01847749004490556,0.004677393865081083,0.2121542816561459,-0.011001689567792244,0.477454211640971,0.01917649079580189,1.0,0.01573912060031639
Threes,1.0,0.691537853042895,0.4387976073395408,0.4206293733914482,0.2655099140881398,0.2030047471037038,0.3368541638751469,0.4302241691733696,0.25899797180256184,0.20537437679750567,0.6598976550106596,0.29218662144712193,0.23023186555766492,0.0529964624178828,0.630786020716125,0.06214362274386665
Turnovers,0.3368541638751469,0.523799712351496,0.5408289951279506,0.4779899932487838,0.31852818758050344,0.23717866072118418,1.0,0.5327471440773827,0.3338909451590886,0.2582386863282268,0.5110305710395684,0.37540853409594416,0.04275357110266516,0.0462986422032063,0.0031192464381015837,-0.5620075342351214
