Category,Threes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,Def Rebounds,Off Rebounds,Double Doubles,Field Goals Made,Free Throws Made,Field Goal %,Free Throw %,Three %,Assist to TO
Assist to TO,0.06907417851148015,0.009110474999377345,-0.02448778179960382,0.44183431691180747,0.0379282920572354,-0.040131771544367124,-0.5701874350422796,-0.014464315486733112,-0.05012090977260098,0.12054371432657526,0.008237612808692354,-0.011933300974179205,-0.02696871459393858,-0.004466419633755062,0.01893327411363253,1.0
Assists,0.19376748564261417,0.5526314316015236,0.5183068010348336,1.0,0.359136802394018,0.21180034523629618,0.3988568721380389,0.4925115729948222,0.3511994344605837,0.360083137988636,0.5441869483155768,0.352618365159668,0.05863776500417526,0.015571709850162475,0.013926027233144747,0.44183431691180747
Blocks,0.05392152941621043,0.28048809374491535,0.29318443474600037,0.21180034523629618,0.16751875652521792,1.0,0.21128880163563069,0.28222561714923755,0.20716808155274655,0.13803954948584368,0.28226534434294237,0.16976842941794526,0.04864435849440803,-0.015548696265017528,-0.025272009781245178,-0.040131771544367124
Def Rebounds,0.1655680582413858,0.5998450179757262,0.9119419269517047,0.4925115729948222,0.3374578920632639,0.28222561714923755,0.45765555926321067,1.0,0.40340657163642885,0.45272545444136947,0.5872012642074019,0.3990476417422894,0.06951903178256434,0.017947110227583333,0.014043487973545824,-0.014464315486733112
Double Doubles,0.06517161757900918,0.3674480962457148,0.4893048607825207,0.360083137988636,0.20135008909641422,0.13803954948584368,0.2341827097050741,0.45272545444136947,0.36337385524243954,1.0,0.3580234311379121,0.24155998077167662,0.06777577232987277,-0.004752145651001751,-0.0037565115376417715,0.12054371432657526
Field Goal %,0.07364671483041971,0.39670544507189137,0.05249759969055907,0.05863776500417526,0.08151087849872742,0.04864435849440803,0.06297953366889888,0.06951903178256434,-0.005178117543256626,0.06777577232987277,0.44949718080176054,0.0915898937331347,1.0,-0.007606602015803207,0.08929498046715456,-0.02696871459393858
Field Goals Made,0.2769296763498234,0.9667915350402984,0.6593690241689646,0.5441869483155768,0.4268337293929297,0.28226534434294237,0.4771002405616325,0.5872012642074019,0.5076675768568119,0.3580234311379121,1.0,0.49456031627531916,0.44949718080176054,0.02988593994375826,0.04316178121830738,0.008237612808692354
Free Throw %,0.0004339714833846219,0.11642320471063165,0.012064424054613991,0.015571709850162475,0.023404219331799935,-0.015548696265017528,0.03452328231068265,0.017947110227583333,-0.009155269331600662,-0.004752145651001751,0.02988593994375826,0.3247723356350128,-0.007606602015803207,1.0,-0.006817711021482891,-0.004466419633755062
Free Throws Made,0.14656436896834416,0.6873574553341718,0.44792087592817653,0.352618365159668,0.29184587100893944,0.16976842941794526,0.3284901300103905,0.3990476417422894,0.3482666103470437,0.24155998077167662,0.49456031627531916,1.0,0.0915898937331347,0.3247723356350128,-0.0105427854199537,-0.011933300974179205
Off Rebounds,0.10997717755202752,0.5162843300210574,0.7191489366994528,0.3511994344605837,0.2601463918674281,0.20716808155274655,0.35074781906242875,0.40340657163642885,1.0,0.36337385524243954,0.5076675768568119,0.3482666103470437,-0.005178117543256626,-0.009155269331600662,-0.011091082618859492,-0.05012090977260098
Points,0.30511482098905446,1.0,0.6726259409973437,0.5526314316015236,0.4356687957816739,0.28048809374491535,0.48586508400365,0.5998450179757262,0.5162843300210574,0.3674480962457148,0.9667915350402984,0.6873574553341718,0.39670544507189137,0.11642320471063165,0.05328328779508354,0.009110474999377345
Rebounds,0.17594009440735991,0.6726259409973437,1.0,0.5183068010348336,0.36172792085158867,0.29318443474600037,0.4885927011132503,0.9119419269517047,0.7191489366994528,0.4893048607825207,0.6593690241689646,0.44792087592817653,0.05249759969055907,0.012064424054613991,0.011943885507230152,-0.02448778179960382
Steals,0.12998132323137349,0.4356687957816739,0.36172792085158867,0.359136802394018,1.0,0.16751875652521792,0.3061388760069878,0.3374578920632639,0.2601463918674281,0.20135008909641422,0.4268337293929297,0.29184587100893944,0.08151087849872742,0.023404219331799935,-0.04084595416727325,0.0379282920572354
Three %,0.7665988219542212,0.05328328779508354,0.011943885507230152,0.013926027233144747,-0.04084595416727325,-0.025272009781245178,-0.0028923740113640027,0.014043487973545824,-0.011091082618859492,-0.0037565115376417715,0.04316178121830738,-0.0105427854199537,0.08929498046715456,-0.006817711021482891,1.0,0.01893327411363253
Threes,1.0,0.30511482098905446,0.17594009440735991,0.19376748564261417,0.12998132323137349,0.05392152941621043,0.13918720601888407,0.1655680582413858,0.10997717755202752,0.06517161757900918,0.2769296763498234,0.14656436896834416,0.07364671483041971,0.0004339714833846219,0.7665988219542212,0.06907417851148015
Turnovers,0.13918720601888407,0.48586508400365,0.4885927011132503,0.3988568721380389,0.3061388760069878,0.21128880163563069,1.0,0.45765555926321067,0.35074781906242875,0.2341827097050741,0.4771002405616325,0.3284901300103905,0.06297953366889888,0.03452328231068265,-0.0028923740113640027,-0.5701874350422796
