"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Jamal Murray","Denver Nuggets","Vet",33.4,96.7,21.7,6.9,3.2,0.7,0.4,1,2.1,17,3.5,6,3.3,1.9,2024-01-19
"Karl-Anthony Towns","Minnesota Timberwolves","Vet",32.5,97,21.5,3.3,6.9,1.6,0.6,0.7,2.5,14.8,4.6,5,4.2,3.1,2024-01-19
"DeMar DeRozan","Chicago Bulls","Vet",36.9,96,21.2,5.2,3.8,0.4,0.5,1,1.7,15.3,5.6,2.9,2.6,2.2,2024-01-19
"Mikal Bridges","Brooklyn Nets","Vet",34,96.8,20.8,3.4,4.1,0.7,0.5,0.9,1.9,16.6,4.7,6.2,3.4,1.5,2024-01-19
"Alperen Sengun","Houston Rockets","Vet",32.4,97.4,20.6,4.7,6.2,2.7,1,1.2,2.6,15.5,5.6,1.8,5.9,3.2,2024-01-19
"Bam Adebayo","Miami Heat","Vet",34.9,96.5,20.4,4.2,7.8,2.3,0.9,1.1,2.5,15,6,0.4,4.3,2.5,2024-01-19
"Domantas Sabonis","Sacramento Kings","Vet",36,98.6,20.4,8.7,9.9,3.5,0.5,0.9,3.3,13.5,5.2,1.8,7.9,3.1,2024-01-19
"Zion Williamson","New Orleans Pelicans","Vet",29.2,99.2,20.3,4.8,3.8,1.9,0.4,0.9,2.5,13.7,6.3,0.4,7.6,2.3,2024-01-19
"Dejounte Murray","Atlanta Hawks","Vet",33.8,100.3,20,4.6,4.1,0.7,0.3,1.4,1.9,16.2,2.7,5.8,3.4,1.6,2024-01-19
"Scottie Barnes","Toronto Raptors","Vet",34.9,97.9,19.9,5.5,5.5,1.8,1.2,1.1,2.2,15.6,3.5,5.5,3.4,2.1,2024-01-19
"Collin Sexton","Utah Jazz","Vet",26.1,99.9,19.7,4.5,2,0.8,0.2,0.7,2.1,13.4,4.7,4.4,3.4,2.1,2024-01-19
"RJ Barrett","Toronto Raptors","Vet",33.4,98.7,19.7,3.1,4.7,1,0.4,0.6,1.9,14.9,5,4.5,5,2.3,2024-01-19
"Tyler Herro","Miami Heat","Vet",31.2,97.3,19.6,3.9,4.5,0.5,0.1,0.8,2,16.8,2.5,7.3,1.5,1.3,2024-01-19
"Jimmy Butler","Miami Heat","Vet",32.3,96.2,19.5,4.5,3.3,1.8,0.4,1.4,1.6,13.2,8,1.6,4.3,1.2,2024-01-19
"Coby White","Chicago Bulls","Vet",35.6,95.7,19.5,5,3.9,0.4,0.3,0.7,2.4,14.6,3.9,6.9,3.9,2.3,2024-01-19
"Miles Bridges","Charlotte Hornets","Vet",34.1,98,19.5,3.1,5.5,0.9,0.6,0.8,1.7,15.8,3.1,6.3,4.5,1.9,2024-01-19
"Brandon Ingram","New Orleans Pelicans","Vet",31.8,97.2,19.3,5.6,4.1,0.6,0.4,0.7,2.3,14.6,4.6,4.1,2.3,2.2,2024-01-19
"Immanuel Quickley","Toronto Raptors","Vet",31.2,99.2,19.1,4.6,3.5,0.5,0.2,0.8,1.5,14.5,3.9,6.6,1.8,2,2024-01-19
"Jordan Poole","Washington Wizards","Vet",31.6,101.6,19.1,4.2,2.3,0.4,0.3,0.9,2.2,15.7,3.7,7.3,2.8,2.9,2024-01-19
"Anfernee Simons","Portland Trail Blazers","Vet",30.2,97.1,19,4.6,2.5,0.3,0.1,0.5,2.1,15.7,3.4,7.2,3,1.7,2024-01-19
"Jalen Williams","Oklahoma City Thunder","Sophomore",31.9,100.6,18.9,4.7,3.4,0.8,0.5,1.2,2,13.5,3.3,3.4,3.9,2.4,2024-01-19
"Jerami Grant","Portland Trail Blazers","Vet",31.4,97,18.8,2.5,2.9,0.7,0.6,0.7,1.8,15.2,4.7,4.9,3.8,2.1,2024-01-19
"Zach LaVine","Chicago Bulls","Vet",33.9,96.9,18.6,4.3,4.1,0.4,0.3,0.8,2.1,13.9,3.6,6.4,3.9,1.9,2024-01-19
"Victor Wembanyama","San Antonio Spurs","Rookie",26.5,101.1,18.4,2.9,7,1.9,2.5,0.8,2.6,15.9,4.7,4.9,4.7,2.2,2024-01-19
"CJ McCollum","New Orleans Pelicans","Vet",30.9,97.9,18,4.7,3.3,0.5,0.5,0.9,1.5,14.2,2.1,7.8,1.4,2,2024-01-19
"Tobias Harris","Philadelphia 76ers","Vet",33.9,98.7,17.9,3.2,5.1,1,0.5,0.9,1.5,13.2,3.1,4,4.3,1.9,2024-01-19
"Bradley Beal","Phoenix Suns","Vet",32.9,98.6,17.9,4.3,3.1,0.8,0.5,0.9,2.2,14,3.3,4,3.6,2.3,2024-01-19
"Jalen Green","Houston Rockets","Vet",30.2,97.8,17.9,3.1,4,0.4,0.2,0.6,2,14.6,4.4,6.7,3.6,1.4,2024-01-19
"Tim Hardaway Jr.","Dallas Mavericks","Vet",29.9,100,17.7,2,3.2,0.3,0.1,0.6,0.9,14.3,2.9,7.9,1.7,1.5,2024-01-19
"Bojan Bogdanovic","Detroit Pistons","Vet",30.7,99.8,17.6,2.4,3.1,0.6,0.1,0.7,1.7,13.3,3.1,6.6,1.9,2,2024-01-19
"Jordan Clarkson","Utah Jazz","Vet",28.1,98.3,17.4,4.7,2.4,0.8,0.1,0.6,2.4,14.2,3.6,5.4,2.1,1.6,2024-01-19
"Klay Thompson","Golden State Warriors","Vet",30.6,99.5,17.3,2.4,2.9,0.4,0.4,0.6,1.4,13.9,1.6,8.2,0.6,1.7,2024-01-19
"D'Angelo Russell","Los Angeles Lakers","Vet",31.1,101,17,6,2.5,0.4,0.4,0.9,2,13.3,2.2,6.4,1.8,1.9,2024-01-19
"Nikola Vucevic","Chicago Bulls","Vet",32.1,96.2,16.9,3.3,8.1,2,0.8,0.7,1.5,14.6,1.7,4.4,3.3,2.3,2024-01-19
"Fred VanVleet","Houston Rockets","Vet",35.5,97.3,16.7,8.1,3.2,0.3,0.6,1.3,1.8,12.8,2.8,7.9,1.4,2.1,2024-01-19
"Bennedict Mathurin","Indiana Pacers","Sophomore",28.2,100.1,16.6,2.2,2.7,1.1,0.3,0.6,1.6,11.7,4.4,3.7,3.6,2,2024-01-19
"Myles Turner","Indiana Pacers","Vet",27.4,100.5,16.5,1.5,5.4,1.8,1.7,0.6,1.3,11.5,4.1,3.8,3.3,3,2024-01-19
"Jaden Ivey","Detroit Pistons","Sophomore",28.7,99.8,16.5,4.4,2.7,1.1,0.5,0.8,2.4,13.2,4.3,5.2,3.4,2.8,2024-01-19
"Chet Holmgren","Oklahoma City Thunder","Sophomore",29.3,100.4,16.4,2.8,5.4,1.3,2.1,0.6,1.6,11.9,3.2,4.2,3.3,2.5,2024-01-19
"Malik Monk","Sacramento Kings","Vet",27.2,99.3,16.4,5.7,2.5,0.4,0.5,0.7,2.1,12.7,3,6.8,2.8,1.9,2024-01-19
"Giannis Antetokounmpo","Milwaukee Bucks","Vet",20.2,101.2,16.3,3.7,5.3,1.6,0.6,0.6,2.2,10.6,5.9,1,5.1,1.7,2024-01-19
"Devin Vassell","San Antonio Spurs","Vet",29.5,101.2,16.3,3.1,2.8,0.3,0.3,1.1,1.2,12.9,2.6,5.8,2.4,1.1,2024-01-19
"James Harden","Los Angeles Clippers","Vet",34.7,96,16.2,8.6,4.3,0.4,0.7,1.2,2.8,11.7,4.3,7,1.8,2,2024-01-19
"Darius Garland","Cleveland Cavaliers","Vet",25.6,96.9,16.1,4.6,1.8,0.4,0.2,1,2.4,12.7,3.4,4.6,2.7,1.6,2024-01-19
"Michael Porter Jr.","Denver Nuggets","Vet",31.2,97,16,1.6,5.7,1,0.6,0.5,0.7,12.1,1.3,6.8,2,1.8,2024-01-19
"Keegan Murray","Sacramento Kings","Sophomore",32.1,98.6,15.5,1.8,4,1.2,0.5,0.9,0.7,12.3,1.7,6.4,2.2,2.3,2024-01-19
"Khris Middleton","Milwaukee Bucks","Vet",26.7,101.1,15.2,5.1,3.5,0.7,0.3,0.8,2.1,12,2.1,4.8,1.3,2.2,2024-01-19
"Austin Reaves","Los Angeles Lakers","Vet",30.4,99.9,14.9,5.3,3,0.7,0.2,0.7,1.8,10.3,3.4,4.2,1.7,1.7,2024-01-19
"Gary Trent Jr.","Toronto Raptors","Vet",30.6,97.1,14.6,1.9,2.3,0.4,0.1,1.1,0.6,11.8,1.4,6.8,1,1.2,2024-01-19
"Tyus Jones","Washington Wizards","Vet",31,101.3,14.6,6.3,2.8,0.4,0.3,1.3,1.2,12.2,1.2,5.3,1.7,1,2024-01-19
"Jarrett Allen","Cleveland Cavaliers","Vet",31.4,98.1,14.5,3,7.1,3.6,1.1,0.8,1.8,10,3.7,0.4,5.7,2.3,2024-01-19
"Aaron Gordon","Denver Nuggets","Vet",32.5,97,14.3,2.9,3.8,2.6,0.5,0.7,1.3,9.7,3.7,2,6.1,1.8,2024-01-19
"Deni Avdija","Washington Wizards","Vet",30.5,101.1,14.3,4.5,5.7,1.1,0.4,1,2.2,10.6,3.6,3.2,3.9,2.6,2024-01-19
"OG Anunoby","New York Knicks","Vet",34.9,96.6,14.2,2.2,3.2,1.1,0.6,1.3,1.2,10.9,1.9,5.1,3.4,2.3,2024-01-19
"Cam Thomas","Brooklyn Nets","Vet",21.7,97.3,13.8,1.8,1.7,0.2,0.2,0.4,1.2,12.1,3.4,4.2,1.7,1.4,2024-01-19
"Keldon Johnson","San Antonio Spurs","Vet",24.4,102,13.8,2.5,3.2,0.9,0.2,0.6,1.3,10.4,3.1,4.3,3.2,1.8,2024-01-19
"Jrue Holiday","Boston Celtics","Vet",31.9,97.9,13.7,4.6,4.1,1.1,0.5,1,1.7,10.7,1.3,5.3,1.9,1.6,2024-01-19
"Bogdan Bogdanovic","Atlanta Hawks","Vet",23.7,100,13.7,2.3,2.3,0.4,0.3,0.9,0.9,11.2,1.6,6.9,1.5,1.8,2024-01-19
"Grayson Allen","Phoenix Suns","Vet",32.9,98.5,13.7,2.8,3.1,0.7,0.5,0.8,1.2,9.4,1.7,6.5,1.8,2,2024-01-19
"Jalen Duren","Detroit Pistons","Sophomore",29.2,99.5,13.7,2.4,7.7,3.4,0.8,0.6,2,9.9,2.7,0.4,5.8,2.9,2024-01-19
"Dillon Brooks","Houston Rockets","Vet",30.3,97.5,13.4,1.7,2.6,0.7,0.2,0.9,1.2,10.1,1.9,4.7,2.3,3.3,2024-01-19
"Caris LeVert","Cleveland Cavaliers","Vet",24.6,97.1,13.4,3.5,2.4,0.5,0.3,0.8,1.5,10.9,2.7,5,2.6,1.6,2024-01-19
"Jabari Smith Jr.","Houston Rockets","Sophomore",31.4,97.4,13.4,1.6,6.2,1.9,0.7,0.5,1.2,10.2,2.3,4.2,2.3,2.5,2024-01-19
"Rudy Gobert","Minnesota Timberwolves","Vet",32.6,95,13.3,1.3,9.1,3.5,1.7,0.7,1.5,7.9,5.1,0.4,6.2,2.8,2024-01-19
"Cameron Johnson","Brooklyn Nets","Vet",27.7,95.8,13.3,2.3,3.3,0.7,0.3,0.8,0.8,10.6,1.6,6.1,1.8,1.8,2024-01-19
"Jalen Johnson","Atlanta Hawks","Vet",31.3,100.1,13.3,3.3,6.8,1.1,0.7,1.2,1.9,9.8,2.3,3.1,3.8,2.4,2024-01-19
"Brook Lopez","Milwaukee Bucks","Vet",30.8,102.1,12.9,1.7,4,1.6,2.5,0.6,0.8,9.5,1.7,4.8,2.8,2.7,2024-01-19
"Buddy Hield","Indiana Pacers","Vet",25.8,100.8,12.9,2.3,2.8,0.6,0.4,0.8,1.1,10,0.9,7.2,1.7,1.9,2024-01-19
"John Collins","Utah Jazz","Vet",25.4,99.1,12.8,1.2,4.9,1.7,0.7,0.5,1.1,9.6,2.2,3.5,3.1,2.3,2024-01-19
"Cade Cunningham","Detroit Pistons","Vet",19.7,99.3,12.7,4.1,2.2,0.3,0.2,0.6,2,10.6,2.6,3.2,2.3,1.7,2024-01-19
"Dennis Schroder","Toronto Raptors","Vet",28.7,97.3,12.6,5.5,2.1,0.4,0.1,0.8,1.4,9.6,2.5,4.2,1.7,2,2024-01-19
"Saddiq Bey","Atlanta Hawks","Vet",31.3,100,12.6,1.6,3.7,2,0.2,0.9,0.8,9.8,2.2,5.7,2.7,1.6,2024-01-19
"Jusuf Nurkic","Phoenix Suns","Vet",27.2,98.5,12.5,3,7.6,2.9,0.9,0.9,1.8,9.1,3.5,1.7,4.7,3.1,2024-01-19
"Jonas Valanciunas","New Orleans Pelicans","Vet",24.5,97.5,12.5,1.9,6.7,2.6,0.9,0.4,1.4,8.4,2.6,1.6,3.4,2.9,2024-01-19
"Jonathan Kuminga","Golden State Warriors","Vet",22.2,99.7,12.5,1.7,3.2,1,0.3,0.6,1.4,9.3,3.3,2.6,3.4,2.1,2024-01-19
"Nicolas Claxton","Brooklyn Nets","Vet",30.5,96.4,12.4,2,7.4,2.9,2,0.7,1.2,8.1,3.3,0.4,5.2,2.4,2024-01-19
"Spencer Dinwiddie","Brooklyn Nets","Vet",28.8,96.7,12.4,5.7,2.6,0.4,0.2,0.7,1.4,9.5,3,5.4,1.8,1.8,2024-01-19
"Andrew Wiggins","Golden State Warriors","Vet",25.9,98.2,12.3,1.7,2.5,1.5,0.5,0.6,1.1,10.1,2.2,3.3,2.4,2,2024-01-19
"Jaden McDaniels","Minnesota Timberwolves","Vet",30.4,96.4,12.2,1.6,2.5,0.8,0.7,0.8,1.2,9.5,1.4,3.8,2.4,2.9,2024-01-19
"Luguentz Dort","Oklahoma City Thunder","Vet",29.3,100.4,12.2,1.6,2.7,1.2,0.6,0.8,0.8,8.6,2.1,5.5,2.2,2.9,2024-01-19
"Naz Reid","Minnesota Timberwolves","Vet",21.7,96.7,12.2,1.3,3.8,1.1,0.7,0.7,1.1,8.8,1.6,4.6,2.3,2.1,2024-01-19
"Jalen Suggs","Orlando Magic","Vet",25.3,97.3,12.1,2.3,2.4,0.6,0.5,1.1,1.5,9.4,2,5.2,2,2.5,2024-01-19
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",26.1,99.1,12,1.3,3.1,0.8,0.4,1,0.8,9.5,2.1,4.3,3,2.3,2024-01-19
"Corey Kispert","Washington Wizards","Vet",22.9,98.9,12,1.8,2,0.4,0.2,0.4,0.9,9.1,1.6,5.9,1.9,1.4,2024-01-19
"Luke Kennard","Memphis Grizzlies","Vet",28.9,97.9,11.8,3.1,3.1,0.5,0.1,0.6,1.1,8.9,1.1,6.3,0.8,1.4,2024-01-19
"Bobby Portis","Milwaukee Bucks","Vet",21.2,100.5,11.8,1.1,4.9,1.6,0.4,0.5,0.8,9.5,1.6,3,2.1,2,2024-01-19
"Josh Giddey","Oklahoma City Thunder","Vet",24,100.6,11.8,4.5,4.5,1.3,0.4,0.6,1.7,9.8,1.3,3.2,2.9,1.4,2024-01-19
"Norman Powell","Los Angeles Clippers","Vet",22.5,97.4,11.7,1,1.9,0.2,0.2,0.6,0.7,8.4,2.1,4.4,1.3,1.6,2024-01-19
"Malcolm Brogdon","Portland Trail Blazers","Vet",23.2,97,11.7,4,2.5,0.5,0.2,0.5,1.1,9.3,1.6,4.5,1.9,1.3,2024-01-19
"Donte DiVincenzo","New York Knicks","Vet",23.5,97.5,11.5,2.7,2.6,0.8,0.2,1.1,1.2,9,1,6.9,1.4,1.8,2024-01-19
"Jeremy Sochan","San Antonio Spurs","Sophomore",27.7,100.6,11.5,3.4,3.8,1.5,0.4,0.7,1.6,9.3,1.8,3.2,3,2.2,2024-01-19
"Keyonte George","Utah Jazz","Rookie",23,98.2,11.3,4,2.2,0.2,0,0.5,1.7,9.1,2.7,5.6,0.8,1.1,2024-01-19
"Jalen Smith","Indiana Pacers","Vet",22.3,99.6,11.2,1.5,4.6,2,0.8,0.4,1,7.8,2,3.3,2.9,2.5,2024-01-19
"Duop Reath","Portland Trail Blazers","Rookie",23.6,96.4,11.1,1.4,3.7,1.8,0.6,0.7,1,8.8,1.8,4.5,2.8,2.6,2024-01-19
"Cole Anthony","Orlando Magic","Vet",20.6,96.8,10.9,2.6,2.6,0.7,0.4,0.5,1.3,8.6,2.7,3,1.7,2,2024-01-19
"Ziaire Williams","Memphis Grizzlies","Vet",23.6,98,10.9,1.8,2.9,0.7,0.3,0.6,1.2,9,1.7,4.7,2.1,1.9,2024-01-19
"Clint Capela","Atlanta Hawks","Vet",25.8,99.9,10.7,1.1,5.7,3.6,1.3,0.6,0.8,7.3,2.2,0.3,6.2,2.3,2024-01-19
"Malik Beasley","Milwaukee Bucks","Vet",27.1,102.5,10.7,1.5,3,0.6,0.2,0.7,0.5,8,0.5,5.8,0.5,1.7,2024-01-19
"Trey Murphy III","New Orleans Pelicans","Vet",21.9,97.4,10.6,1.5,2.4,0.4,0.3,0.7,0.6,8.1,1.8,6,1.1,1.2,2024-01-19
"Max Strus","Cleveland Cavaliers","Vet",28.7,98,10.6,2.8,3.4,0.6,0.4,0.6,1.1,8.9,1.1,6.2,2.1,2.3,2024-01-19
"Vince Williams Jr.","Memphis Grizzlies","Sophomore",32.1,98.3,10.6,3.2,5.1,1.6,0.6,1,1.6,8.1,2.3,5.4,1.9,2.7,2024-01-19
"Alec Burks","Detroit Pistons","Vet",18,99.3,10.6,1.3,1.8,0.3,0.2,0.5,0.7,8.3,2.5,4.9,0.7,1.4,2024-01-19
"Isaiah Stewart","Detroit Pistons","Vet",28.9,99.2,10.6,1.8,5,1.9,0.8,0.4,1.2,8.4,1.7,4.2,2.7,2.5,2024-01-19
"Mike Conley","Minnesota Timberwolves","Vet",28,95.7,10.4,6,2.2,0.3,0.2,0.9,1.2,7.7,1.3,5.4,0.5,1.6,2024-01-19
"GG Jackson","Memphis Grizzlies","Rookie",20.8,98.2,10.4,1.1,3.1,1.3,0.9,0.6,1.1,8,2.1,4.2,2.9,2.1,2024-01-19
"Kevin Huerter","Sacramento Kings","Vet",24.1,98.9,10.3,2.4,3,0.5,0.4,0.7,0.7,8.5,0.9,5.3,1.3,2,2024-01-19
"Franz Wagner","Orlando Magic","Vet",16.8,98.4,10.2,1.8,2.4,0.5,0.2,0.5,1.1,8.2,2.5,2.3,3,1.3,2024-01-19
"Harrison Barnes","Sacramento Kings","Vet",27.7,99.3,10.2,1.4,2.3,0.8,0.2,0.6,0.6,7.3,2.2,4.4,1.4,1.2,2024-01-19
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",31,97.2,10.1,2.3,2.2,0.4,0.5,1.3,0.8,7.7,1.3,4,1.5,1.8,2024-01-19
"P.J. Washington","Charlotte Hornets","Vet",22.4,98.1,10.1,1.7,3,0.9,0.7,0.6,1,8.4,1.3,4.4,1.7,1.9,2024-01-19
"Andrew Nembhard","Indiana Pacers","Sophomore",24.2,98.8,10.1,4.5,1.6,0.5,0.1,0.9,1.7,8.4,1.2,2.4,1.8,2,2024-01-19
"Evan Mobley","Cleveland Cavaliers","Vet",22,98.1,10,1.9,4.6,1.8,1,0.5,1.3,7.6,2.1,0.5,3.6,2,2024-01-19
"Tre Jones","San Antonio Spurs","Vet",24.6,101.1,10,5.3,2.4,0.6,0.1,0.9,1.3,7.5,1.6,2.3,2.4,1.3,2024-01-19
"Alex Caruso","Chicago Bulls","Vet",28.1,96.8,9.9,3,2.8,0.8,0.8,1.5,1.2,7.7,1.4,4.9,1.8,2.4,2024-01-19
"Duncan Robinson","Miami Heat","Vet",21.3,96,9.7,2.2,1.7,0.2,0.1,0.5,1,7.7,1,5.2,1,1.8,2024-01-19
"Eric Gordon","Phoenix Suns","Vet",23.6,97.7,9.7,1.7,1.5,0.2,0.3,0.6,0.8,7.5,0.9,5.3,1.3,1.1,2024-01-19
"Scoot Henderson","Portland Trail Blazers","Rookie",19.9,97.3,9.7,3.6,1.6,0.6,0.1,0.5,2.1,8.7,2.6,2.8,2.7,1.9,2024-01-19
"Herbert Jones","New Orleans Pelicans","Vet",26.2,97.4,9.6,2.1,2.3,1,0.7,1.2,1,6.9,1.8,3.3,2.5,2.4,2024-01-19
"Derrick Jones Jr.","Dallas Mavericks","Vet",24.5,100.1,9.6,1.1,2.4,1.3,0.8,0.8,0.7,6.7,1.8,3.5,2.5,1.9,2024-01-19
"Simone Fontecchio","Utah Jazz","Sophomore",25.3,100.2,9.5,1.6,2.6,1,0.3,0.6,1,7.6,0.8,5.1,1.3,1.8,2024-01-19
"Dario Saric","Golden State Warriors","Vet",19.4,97,9.2,2.1,3.8,1.2,0.2,0.5,1.2,6.6,1.5,3.6,1.3,1.9,2024-01-19
"Russell Westbrook","Los Angeles Clippers","Vet",18.6,98.3,9.2,4.1,3,1.1,0.3,0.7,1.7,7.6,2,2,3.1,1.5,2024-01-19
"Taurean Prince","Los Angeles Lakers","Vet",27.4,100.7,9.2,1.6,2.5,0.3,0.4,0.8,0.7,7.3,0.8,5.2,0.9,2.1,2024-01-19
"Bilal Coulibaly","Washington Wizards","Rookie",28.5,99.3,9.1,2.3,3.7,0.9,0.6,0.9,1.3,7.1,2,2.8,2.4,2.3,2024-01-19
"Obi Toppin","Indiana Pacers","Vet",19.6,101.8,9,1.3,2.6,0.9,0.4,0.4,0.6,6,1.2,3,2.3,1.8,2024-01-19
"Onyeka Okongwu","Atlanta Hawks","Vet",22.5,100.1,8.9,1.2,4,2.5,1.1,0.5,0.7,5.9,2.1,0.9,3.5,2.6,2024-01-19
"Santi Aldama","Memphis Grizzlies","Vet",20.2,98,8.9,1.6,3.7,1.1,0.6,0.5,0.8,7.1,1.5,3.9,1.8,1.5,2024-01-19
"Georges Niang","Cleveland Cavaliers","Vet",19.8,96,8.9,1.2,2.6,0.3,0.2,0.3,0.7,7.2,0.7,4.9,0.9,2,2024-01-19
"David Roddy","Memphis Grizzlies","Sophomore",22.5,98.3,8.9,1.6,2.9,0.9,0.3,0.5,1.1,7.6,1.4,3.6,2.4,1.3,2024-01-19
"Wendell Carter Jr.","Orlando Magic","Vet",20.1,97,8.8,1.4,4,1.5,0.5,0.4,1,6.2,2,2.7,2.2,2,2024-01-19
"Rui Hachimura","Los Angeles Lakers","Vet",18.4,98.4,8.8,0.9,2.3,0.6,0.2,0.4,0.6,7,1.5,2.4,2,1.1,2024-01-19
"Jabari Walker","Portland Trail Blazers","Sophomore",22.9,97.1,8.8,1.2,4.3,1.9,0.4,0.6,1,6.2,2,1.9,2.9,2.2,2024-01-19
"Reggie Jackson","Denver Nuggets","Vet",17.9,97,8.7,3.1,1.4,0.3,0.1,0.5,1.2,7.3,1,3,1.6,1.4,2024-01-19
"Caleb Martin","Miami Heat","Vet",22.8,96.3,8.6,1.8,3,1,0.3,0.7,1,6.8,1.5,2.5,1.8,1.8,2024-01-19
"Xavier Tillman","Memphis Grizzlies","Vet",25.8,98.5,8.6,2.2,4,2.2,0.9,1.3,1.1,7.5,1.5,1.6,3.1,2,2024-01-19
"Deandre Ayton","Portland Trail Blazers","Vet",19,96.9,8.6,1,4.2,1.9,0.5,0.5,1.1,6.9,1.3,0.3,2.1,1.8,2024-01-19
