"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Keegan Murray","Sacramento Kings","Sophomore",32.6,98.9,16,1.9,4.2,1.2,0.6,0.9,0.8,13,1.9,6.2,2.5,2.3,2024-01-25
"Malik Monk","Sacramento Kings","Vet",27.2,99.6,15.9,5.7,2.5,0.4,0.5,0.7,2.1,12.2,3.2,6.2,2.7,1.9,2024-01-25
"Malcolm Brogdon","Portland Trail Blazers","Vet",29.6,97.5,15.9,5.1,3.2,0.6,0.3,0.6,1.5,12.3,2.6,5.1,2.7,1.5,2024-01-25
"Immanuel Quickley","Toronto Raptors","Vet",28.7,99.5,15.5,4.6,3.2,0.3,0.1,0.8,1.5,12,3,5.6,1.6,1.8,2024-01-25
"Derrick White","Boston Celtics","Vet",31.8,99.5,15.4,4.3,3.3,0.6,1,0.8,1.4,11.8,2.4,6.8,1.8,2.1,2024-01-25
"Bogdan Bogdanovic","Atlanta Hawks","Vet",27.1,100.2,15.4,2.6,2.4,0.4,0.2,1,1.1,12.3,1.7,7.3,1.7,1.9,2024-01-25
"Jonathan Kuminga","Golden State Warriors","Vet",26.2,99.2,15.4,2,3.8,1.2,0.4,0.7,1.6,11,4,2.6,4,2.4,2024-01-25
"Brandon Miller","Charlotte Hornets","Rookie",29.7,97.7,15.4,2.3,3.3,0.8,0.4,0.7,1.5,12.7,2.1,6.4,2,2.3,2024-01-25
"Austin Reaves","Los Angeles Lakers","Vet",31.5,99.6,15.2,5.2,3,0.7,0.2,0.7,1.8,11.1,3.3,4.6,2.1,1.8,2024-01-25
"Jaden Ivey","Detroit Pistons","Sophomore",26.5,100.6,15.2,4.1,2.4,1,0.4,0.7,2.2,11.9,4,4.4,3.2,2.6,2024-01-25
"Jalen Johnson","Atlanta Hawks","Vet",32.2,101.5,14.8,3.4,6.8,1.2,0.8,1.2,1.9,11.5,2.6,3.7,3.9,2.4,2024-01-25
"Jarrett Allen","Cleveland Cavaliers","Vet",30.6,98.2,14.7,3.1,6.9,3.5,1.1,0.8,1.8,10.3,3.6,0.3,5.8,2.2,2024-01-25
"Cade Cunningham","Detroit Pistons","Vet",22.3,100,14.7,4.8,2.6,0.3,0.3,0.7,2.4,12.2,3,3.6,2.7,1.9,2024-01-25
"Darius Garland","Cleveland Cavaliers","Vet",23.4,97.4,14.6,4.2,1.6,0.3,0.2,0.9,2.2,11.6,3.1,4.1,2.5,1.5,2024-01-25
"Ja Morant","Memphis Grizzlies","Vet",21,98.5,14.4,4.7,2.9,0.5,0.2,0.6,2,11.1,4.3,3.4,3.3,1.2,2024-01-25
"OG Anunoby","New York Knicks","Vet",34.5,97.7,13.9,2,3.4,1.1,0.7,1.4,1.2,10.1,2,4.4,3.7,2.4,2024-01-25
"Cameron Johnson","Brooklyn Nets","Vet",28.2,95.8,13.9,2.6,3.3,0.8,0.2,0.8,0.9,11.2,1.7,6.2,2.1,1.8,2024-01-25
"Dillon Brooks","Houston Rockets","Vet",31.7,98.4,13.9,1.9,3,0.6,0.2,0.9,1.3,10.9,2,5.6,2.5,3.3,2024-01-25
"Aaron Gordon","Denver Nuggets","Vet",33.2,96,13.8,2.8,4,2.6,0.7,0.7,1.2,9.5,3.6,2,6,1.9,2024-01-25
"Jrue Holiday","Boston Celtics","Vet",31.9,97.8,13.6,4.6,4.1,1.1,0.5,1,1.6,10.5,1.3,5.6,1.9,1.6,2024-01-25
"Nicolas Claxton","Brooklyn Nets","Vet",32.1,97,13.4,2.1,8,3,2.3,0.8,1.2,9.1,3.4,0.3,5.6,2.5,2024-01-25
"Jonas Valanciunas","New Orleans Pelicans","Vet",25.7,97.8,13.4,2.1,7.6,2.9,1,0.4,1.5,9.4,2.9,1.8,4,3,2024-01-25
"Andrew Wiggins","Golden State Warriors","Vet",28.3,97.8,13.4,1.8,2.7,1.6,0.6,0.6,1.2,11.1,2.4,3.5,2.6,2.2,2024-01-25
"Deni Avdija","Washington Wizards","Vet",29.1,102.6,13.3,4.2,5.7,1,0.4,0.8,2,9.9,3.3,3.2,3.9,2.6,2024-01-25
"Bennedict Mathurin","Indiana Pacers","Sophomore",23.5,100.2,13.3,1.7,2.5,0.8,0.2,0.5,1.4,9.9,3.7,3.3,2.8,1.8,2024-01-25
"John Collins","Utah Jazz","Vet",25.1,101,13.2,1.3,5.2,1.5,0.8,0.5,1.2,10.1,2.4,3.4,3.3,2.5,2024-01-25
"Caris LeVert","Cleveland Cavaliers","Vet",24.9,97.7,13.1,3.5,2.5,0.5,0.3,0.8,1.5,10.7,2.7,4.9,2.7,1.6,2024-01-25
"Rudy Gobert","Minnesota Timberwolves","Vet",32.1,95.2,13,1.5,8.5,3.4,1.7,0.6,1.4,7.7,5,0.3,5.8,2.8,2024-01-25
"Deandre Ayton","Portland Trail Blazers","Vet",29.6,97.5,12.9,1.8,6.7,2.8,0.8,0.6,1.5,10.3,1.7,0.3,3.6,2.4,2024-01-25
"Brook Lopez","Milwaukee Bucks","Vet",31.5,102.7,12.8,1.9,4.2,2,2.6,0.6,0.9,9.6,1.9,4.1,3.1,2.6,2024-01-25
"Jalen Duren","Detroit Pistons","Sophomore",27.5,100.3,12.8,2.1,7.3,3.1,0.7,0.5,1.7,9.2,2.4,0.2,5.4,2.8,2024-01-25
"Buddy Hield","Indiana Pacers","Vet",26.8,100.8,12.7,2.5,3,0.6,0.4,0.8,1.2,9.8,0.8,6.8,1.6,1.9,2024-01-25
"Grayson Allen","Phoenix Suns","Vet",32.3,98.6,12.7,2.8,3,0.7,0.4,0.9,1.1,8.5,1.6,5.8,1.7,1.9,2024-01-25
"Saddiq Bey","Atlanta Hawks","Vet",30.4,100.1,12.6,1.6,3.7,1.9,0.2,0.8,0.8,10,2.3,5.6,2.9,1.6,2024-01-25
"Spencer Dinwiddie","Brooklyn Nets","Vet",28.9,96.5,12.5,5.6,2.6,0.4,0.2,0.7,1.3,9.4,2.8,5.5,1.6,1.7,2024-01-25
"Keldon Johnson","San Antonio Spurs","Vet",22,102,12.5,2.1,2.9,0.8,0.2,0.5,1.1,9.6,2.9,3.8,3.3,1.7,2024-01-25
"Tyus Jones","Washington Wizards","Vet",29,102.5,12.4,6.3,2.6,0.4,0.2,1.2,1.1,10.3,0.9,4.1,1.4,0.9,2024-01-25
"Marvin Bagley III","Washington Wizards","Vet",22.2,101.5,12.4,1.2,3.8,2.4,0.6,0.4,1.1,9,3.2,0.6,4.7,2,2024-01-25
"Donte DiVincenzo","New York Knicks","Vet",24.4,98.1,12.3,2.5,2.7,0.8,0.3,1.1,1.2,9.6,1.2,7.2,1.6,1.8,2024-01-25
"Aaron Nesmith","Indiana Pacers","Vet",27.7,100.2,12.1,1.3,2.9,0.9,0.6,1,0.9,9.1,1.8,5,2.3,3.1,2024-01-25
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",27.3,99.3,12.1,1.3,3.3,0.9,0.4,1,0.8,9.6,2.1,4.3,3.3,2.5,2024-01-25
"Kevin Huerter","Sacramento Kings","Vet",27,99.1,12,2.8,3.2,0.5,0.4,0.8,0.8,9.7,1,6.1,1.5,2.3,2024-01-25
"Norman Powell","Los Angeles Clippers","Vet",22.8,98.5,11.9,1.2,2.1,0.2,0.3,0.6,0.8,8.7,2.2,4.3,1.6,1.6,2024-01-25
"Alec Burks","Detroit Pistons","Vet",19.9,99.8,11.9,1.5,2,0.3,0.2,0.5,0.6,9.4,2.6,5.8,0.6,1.6,2024-01-25
"Josh Giddey","Oklahoma City Thunder","Vet",24.2,101.3,11.9,4.4,4.8,1.5,0.4,0.6,1.7,9.9,1.4,2.9,3.3,1.3,2024-01-25
"Harrison Barnes","Sacramento Kings","Vet",28.9,99.5,11.8,1.4,2.3,0.9,0.2,0.6,0.6,8.3,2.6,4.7,1.9,1.2,2024-01-25
"Jeremy Sochan","San Antonio Spurs","Sophomore",27.8,100.9,11.6,3.5,3.9,1.6,0.5,0.7,1.6,9.3,1.8,3.2,3.2,2.3,2024-01-25
"Jalen Suggs","Orlando Magic","Vet",24.3,98.1,11.5,2.3,2.2,0.7,0.5,1,1.4,9.1,1.9,4.8,2,2.4,2024-01-25
"Jaden McDaniels","Minnesota Timberwolves","Vet",29.1,96.4,11.4,1.5,2.4,0.8,0.6,0.8,1.1,9,1.2,3.6,2.3,2.6,2024-01-25
"Malik Beasley","Milwaukee Bucks","Vet",29.1,103.2,11.4,1.5,3.1,0.6,0.1,0.7,0.6,8.6,0.4,6.1,0.7,1.9,2024-01-25
"Max Strus","Cleveland Cavaliers","Vet",29.5,98.5,11.4,3.1,3.3,0.7,0.4,0.7,1.2,9.1,1.2,6.2,2.3,2.3,2024-01-25
"Naz Reid","Minnesota Timberwolves","Vet",20.5,97.8,11.4,1.2,3.5,0.9,0.7,0.7,1,8.5,1.4,4.4,2.3,2,2024-01-25
"Bobby Portis","Milwaukee Bucks","Vet",21.7,100.9,11.3,1,5.1,1.6,0.3,0.5,0.7,9,1.4,2.7,2,2,2024-01-25
"Patrick Williams","Chicago Bulls","Vet",28.5,95.4,11.2,1.7,2.8,0.9,0.7,0.9,1.2,9.1,1.4,4.1,2.4,1.8,2024-01-25
"Luguentz Dort","Oklahoma City Thunder","Vet",27.9,100.7,11.1,1.5,2.6,1.2,0.5,0.8,0.8,8.1,2,5.1,2.1,2.8,2024-01-25
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",33.6,96.2,11,2.3,2.3,0.5,0.5,1.4,0.9,8.5,1.4,4.5,1.7,1.8,2024-01-25
"Gary Trent Jr.","Toronto Raptors","Vet",24.5,98.3,11,1.5,1.8,0.3,0.1,0.9,0.5,9,0.9,5.3,0.9,1.2,2024-01-25
"Trey Murphy III","New Orleans Pelicans","Vet",22.1,98.5,10.8,1.5,2.3,0.4,0.3,0.7,0.5,8.4,1.7,5.9,1.2,1.2,2024-01-25
"Isaiah Stewart","Detroit Pistons","Vet",28.1,99.6,10.7,1.8,5,1.8,0.8,0.4,1.3,7.9,2,3.8,2.7,2.5,2024-01-25
"Jusuf Nurkic","Phoenix Suns","Vet",25.1,99,10.5,3,7.1,2.7,0.9,0.8,1.7,7.6,2.9,1.3,4.2,2.9,2024-01-25
"Herbert Jones","New Orleans Pelicans","Vet",26.7,99.3,10.5,2.3,2.4,1.1,0.7,1.2,1,7.5,1.8,3.5,2.8,2.5,2024-01-25
"Daniel Gafford","Washington Wizards","Vet",26.4,101.8,10.5,1.6,4.8,2.6,1.9,0.7,1,6.3,2.5,0.3,4.2,3.1,2024-01-25
"Rui Hachimura","Los Angeles Lakers","Vet",22.9,99.3,10.5,1.1,2.7,0.8,0.3,0.5,0.7,8.3,1.6,2.7,2.5,1.3,2024-01-25
"Dario Saric","Golden State Warriors","Vet",21.6,97.3,10.4,2.4,4,1.4,0.2,0.6,1.4,7.5,1.6,3.9,1.4,2.2,2024-01-25
"Dennis Schroder","Toronto Raptors","Vet",24.6,98.7,10.4,4.4,1.7,0.3,0.1,0.6,1.2,8,2.1,3.4,1.7,1.8,2024-01-25
"Andrew Nembhard","Indiana Pacers","Sophomore",24.9,98.8,10.4,5.1,1.7,0.6,0.1,0.8,1.9,8.6,1.3,2.3,2,2.1,2024-01-25
"Clint Capela","Atlanta Hawks","Vet",24.4,100.5,10.3,0.9,5.7,3.6,1.3,0.6,0.9,7.3,2.5,0.2,6.2,2.2,2024-01-25
"Sam Merrill","Cleveland Cavaliers","Vet",20.4,96.9,10.3,2,2,0.5,0.1,0.5,0.6,7.8,0.6,6.4,0.5,1.5,2024-01-25
"Scoot Henderson","Portland Trail Blazers","Rookie",20.6,97.9,10.3,3.6,1.7,0.5,0.2,0.5,2.1,9.6,2.7,3,3.1,2.1,2024-01-25
"Wendell Carter Jr.","Orlando Magic","Vet",22.2,97,10.2,1.5,4.6,1.7,0.5,0.4,1.1,7.2,2.3,2.5,2.8,1.9,2024-01-25
"Russell Westbrook","Los Angeles Clippers","Vet",19.1,99.5,10.2,3.9,3.4,1.2,0.3,0.7,1.7,8.2,2.1,2.1,3.4,1.6,2024-01-25
"Ayo Dosunmu","Chicago Bulls","Vet",25.8,95.7,10.2,2.4,2.1,0.6,0.4,0.7,1.1,8.1,1.4,3,3,2.1,2024-01-25
"Alex Caruso","Chicago Bulls","Vet",28.8,96.5,10.1,3,2.8,0.7,0.9,1.5,1.1,8,1.2,5.4,1.6,2.6,2024-01-25
"P.J. Washington","Charlotte Hornets","Vet",23.6,98.2,10.1,1.8,3.4,0.8,0.6,0.7,1,8.2,1.2,4.6,1.7,2,2024-01-25
"Evan Mobley","Cleveland Cavaliers","Vet",21.8,98.4,10,1.8,4.6,1.7,1.1,0.5,1.3,7.5,2.1,0.5,3.7,2,2024-01-25
"Vince Williams Jr.","Memphis Grizzlies","Sophomore",27.7,98.6,10,2.6,4.5,1.3,0.6,0.9,1.4,7,1.9,4.7,1.8,2.2,2024-01-25
"Corey Kispert","Washington Wizards","Vet",19.2,99.5,10,1.3,1.8,0.3,0.2,0.3,0.8,7.5,1.5,4.7,1.8,1.2,2024-01-25
"Simone Fontecchio","Utah Jazz","Sophomore",26.3,101.7,10,1.8,2.8,1,0.3,0.6,1,8,1,5.4,1.4,1.8,2024-01-25
"Reggie Jackson","Denver Nuggets","Vet",21.1,96.2,10,3.6,1.6,0.3,0.2,0.5,1.3,8.4,1,3.3,1.7,1.6,2024-01-25
"Caleb Martin","Miami Heat","Vet",25.3,96.7,9.7,2.1,3.3,1.1,0.3,0.8,1.1,7.6,1.5,3,2.1,1.8,2024-01-25
"Taurean Prince","Los Angeles Lakers","Vet",28.8,100.5,9.7,1.8,2.6,0.3,0.4,0.8,0.8,7.6,0.8,5.2,1.1,2.1,2024-01-25
"Duncan Robinson","Miami Heat","Vet",21,96,9.6,2,1.8,0.2,0.1,0.4,0.9,7.6,1,5.2,1.1,1.8,2024-01-25
"Keyonte George","Utah Jazz","Rookie",19.7,99.1,9.6,3.4,1.9,0.2,0.1,0.5,1.5,7.8,2.5,4.3,0.8,1,2024-01-25
"Brandin Podziemski","Golden State Warriors","Rookie",24.7,97.6,9.4,3,3.6,1.2,0.1,0.8,1.2,7.8,1.1,3.3,1.5,1.9,2024-01-25
"Nick Richards","Charlotte Hornets","Vet",24.9,97.4,9,1,5.3,2.7,1.3,0.3,0.9,5.8,2.5,0.3,4.1,2.5,2024-01-25
"Cole Anthony","Orlando Magic","Vet",17.2,97,8.9,2.3,2.3,0.6,0.3,0.4,1.1,7,2.1,2.4,1.4,1.8,2024-01-25
"Derrick Jones Jr.","Dallas Mavericks","Vet",23.6,100.6,8.8,1.2,2.4,1.2,0.7,0.7,0.7,6.6,1.7,3.1,2.6,1.8,2024-01-25
"Jabari Walker","Portland Trail Blazers","Sophomore",22.8,97,8.8,1.2,4.4,1.8,0.4,0.5,0.9,6.4,2,2.1,2.9,2,2024-01-25
"Bruce Brown","Toronto Raptors","Vet",20.9,100.2,8.7,1.8,2.7,0.7,0.3,0.8,0.9,6.8,1.7,2,1.9,2,2024-01-25
"Georges Niang","Cleveland Cavaliers","Vet",19.2,97.1,8.7,1.2,2.6,0.2,0.2,0.3,0.6,6.8,0.7,4.8,1,1.9,2024-01-25
"Dorian Finney-Smith","Brooklyn Nets","Vet",29.5,95.8,8.7,1.7,3.2,1.6,0.5,0.7,0.8,7.8,0.6,5.2,1.6,2.1,2024-01-25
"Zach Collins","San Antonio Spurs","Vet",17.7,101.7,8.7,2.2,2.9,1.3,0.6,0.4,1.3,7.1,2,2.3,2.1,2.4,2024-01-25
"Josh Green","Dallas Mavericks","Vet",26.8,98.9,8.4,2.4,2.6,0.8,0.2,0.7,1,6.5,1.1,3.2,2,2.1,2024-01-25
"Dennis Smith Jr.","Brooklyn Nets","Vet",21.7,97,8.3,4.4,2.5,0.7,0.3,1.1,1.3,7,1.5,2.1,2.7,2.2,2024-01-25
"Obi Toppin","Indiana Pacers","Vet",18.7,101.1,8.3,1.3,2.5,0.8,0.4,0.4,0.5,5.7,1.1,2.8,2.3,1.6,2024-01-25
"Lonnie Walker IV","Brooklyn Nets","Vet",13.9,98.2,8.3,1,1.3,0.2,0.2,0.4,0.6,6.6,1.1,3.8,1.2,0.9,2024-01-25
