"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"LaMelo Ball","Charlotte Hornets","Vet",28.9,101.5,20.9,6.6,3.9,1,0.3,1.2,3.2,16.8,3.8,8.3,4,2.6,2024-01-16
"DeMar DeRozan","Chicago Bulls","Vet",36.6,96.4,20.8,5.1,3.8,0.4,0.5,1,1.7,15.2,5.6,2.9,2.6,2.2,2024-01-16
"Bam Adebayo","Miami Heat","Vet",35,97.1,20.6,4.2,8.4,2.3,0.9,1.1,2.6,15.4,6.4,0.5,4.2,2.6,2024-01-16
"Tyler Herro","Miami Heat","Vet",32.1,97.6,20.2,4.1,4.7,0.5,0.2,0.8,2.1,17,2.6,7.6,1.7,1.4,2024-01-16
"Domantas Sabonis","Sacramento Kings","Vet",35.4,98.1,20.1,8,9.5,3.4,0.5,0.9,3.2,13.8,5.2,1.7,7.4,3.1,2024-01-16
"Miles Bridges","Charlotte Hornets","Vet",34.5,98.4,19.8,3.2,5.8,0.9,0.6,0.9,1.7,15.9,3.2,6.2,4.6,2,2024-01-16
"Dejounte Murray","Atlanta Hawks","Vet",33.4,101.5,19.8,4.4,4.4,0.6,0.2,1.3,1.9,16,2.7,5.9,3.1,1.6,2024-01-16
"Coby White","Chicago Bulls","Vet",35.2,96.1,19.2,4.9,3.9,0.4,0.3,0.7,2.3,14.4,3.9,6.8,3.8,2.3,2024-01-16
"Anfernee Simons","Portland Trail Blazers","Vet",29.6,98,18.9,4.6,2.4,0.3,0.1,0.5,2.2,15.4,3.3,7.6,3.1,1.7,2024-01-16
"Tim Hardaway Jr.","Dallas Mavericks","Vet",31.6,100.1,18.8,2.2,3.4,0.3,0.1,0.6,0.9,14.7,3.3,8.8,1.7,1.6,2024-01-16
"Kristaps Porzingis","Boston Celtics","Vet",30,100.4,18.7,2.3,5.6,1.6,1.6,0.7,1.6,12.3,5.5,4.8,3,2.8,2024-01-16
"Brandon Ingram","New Orleans Pelicans","Vet",31.7,97.5,18.7,5.1,4,0.6,0.4,0.7,2.2,14.2,4.8,3.1,2.5,2.2,2024-01-16
"Bradley Beal","Phoenix Suns","Vet",33.1,98.1,18.7,4.3,3.2,0.7,0.4,0.9,2.2,14.3,3.3,4.4,3.3,2.3,2024-01-16
"Scottie Barnes","Toronto Raptors","Vet",34,99.1,18.7,5,5.7,1.7,1.2,1.1,2.1,14.4,3.5,5.3,3.2,2.1,2024-01-16
"Jalen Williams","Oklahoma City Thunder","Sophomore",31,100.7,18.2,4.4,3.3,0.9,0.5,1.2,1.8,13.1,3.3,3.3,3.9,2.3,2024-01-16
"Tobias Harris","Philadelphia 76ers","Vet",33,98.8,18.1,3,5,1.1,0.5,0.8,1.5,13.5,3,3.9,4.2,1.8,2024-01-16
"Collin Sexton","Utah Jazz","Vet",25,99.8,18.1,4.2,1.9,0.7,0.1,0.7,2,12.7,4.4,4.2,3.2,2.1,2024-01-16
"Jalen Green","Houston Rockets","Vet",30.4,98,18.1,3.2,3.8,0.4,0.3,0.6,2,14.6,4.6,6.9,3.2,1.5,2024-01-16
"CJ McCollum","New Orleans Pelicans","Vet",31,98.1,17.8,4.6,3.4,0.5,0.4,0.9,1.6,14,2.1,7.6,1.5,2,2024-01-16
"Zach LaVine","Chicago Bulls","Vet",32.7,97.3,17.8,4.1,4,0.4,0.3,0.8,2,13.4,3.5,6.2,3.8,1.9,2024-01-16
"James Harden","Los Angeles Clippers","Vet",34.4,95.6,17.7,8.8,4.2,0.5,0.7,1.2,2.8,12,4.6,6.9,1.8,2,2024-01-16
"Victor Wembanyama","San Antonio Spurs","Rookie",25.8,102.2,17.5,2.9,7.4,1.9,2.5,0.8,2.5,14.8,4.2,4.7,4.7,2.2,2024-01-16
"RJ Barrett","Toronto Raptors","Vet",30.9,101.3,17.4,2.9,4.5,0.8,0.3,0.5,1.8,13.6,4.2,4.2,4.4,2.3,2024-01-16
"Klay Thompson","Golden State Warriors","Vet",30.3,99.8,17.2,2.5,2.9,0.4,0.4,0.6,1.3,13.8,1.7,8.6,0.7,1.7,2024-01-16
"Malik Monk","Sacramento Kings","Vet",28.2,99.3,16.8,5.6,2.7,0.4,0.5,0.7,2.1,13,3.3,7.1,2.9,2,2024-01-16
"Jordan Poole","Washington Wizards","Vet",28.7,102.3,16.8,3.7,2,0.4,0.3,0.8,1.9,13.8,3.2,6.4,2.5,2.8,2024-01-16
"Immanuel Quickley","Toronto Raptors","Vet",28.3,100.4,16.7,3.5,3.1,0.4,0.1,0.8,1.3,12.6,3.5,5.9,1.7,1.9,2024-01-16
"Luka Doncic","Dallas Mavericks","Vet",19.9,99.8,16.6,4.6,3.9,0.3,0.3,0.7,2.3,12.5,5.2,5.6,1.8,1.1,2024-01-16
"Chet Holmgren","Oklahoma City Thunder","Sophomore",28.7,101,16.6,2.7,5.4,1.3,2.1,0.6,1.6,11.8,3.2,4.4,3.2,2.5,2024-01-16
"Michael Porter Jr.","Denver Nuggets","Vet",32,97.4,16.5,1.7,5.9,1,0.7,0.5,0.8,12.8,1.3,7.2,2.1,1.9,2024-01-16
"Nikola Vucevic","Chicago Bulls","Vet",31.5,96.6,16.5,3.2,7.9,2,0.7,0.7,1.5,14.3,1.7,4.4,3.3,2.3,2024-01-16
"Jordan Clarkson","Utah Jazz","Vet",26.3,98.5,16,4.4,2.3,0.8,0.1,0.6,2.2,13.1,3.3,5,2,1.5,2024-01-16
"Fred VanVleet","Houston Rockets","Vet",34.1,97.3,15.8,7.6,3.1,0.3,0.6,1.3,1.7,12,2.8,7.3,1.3,2.1,2024-01-16
"Myles Turner","Indiana Pacers","Vet",26.5,101,15.7,1.4,5.2,1.7,1.7,0.6,1.3,11,3.9,3.7,3.2,3,2024-01-16
"Jaden Ivey","Detroit Pistons","Sophomore",28.1,99.6,15.7,4.4,2.7,1.1,0.5,0.8,2.4,12.4,4.4,4.9,3.3,2.7,2024-01-16
"D'Angelo Russell","Los Angeles Lakers","Vet",29.2,100.8,15.5,5.9,2.4,0.4,0.4,0.8,2,12,2.1,5.9,1.6,1.8,2024-01-16
"Devin Vassell","San Antonio Spurs","Vet",29,102.2,15.5,3.1,2.9,0.3,0.3,1.1,1.1,12.6,2.4,6,2,1.1,2024-01-16
"Derrick White","Boston Celtics","Vet",31.5,99.6,15.2,4.4,3.1,0.6,1,0.8,1.4,11.4,2.5,6.8,1.5,2.2,2024-01-16
"Austin Reaves","Los Angeles Lakers","Vet",30.8,99.9,15.2,5.4,3,0.7,0.2,0.7,1.9,10.4,3.7,4.3,1.8,1.8,2024-01-16
"Cam Thomas","Brooklyn Nets","Vet",23,97.7,15.1,1.8,1.9,0.2,0.2,0.5,1.3,12.8,3.8,4.3,1.9,1.6,2024-01-16
"Keegan Murray","Sacramento Kings","Sophomore",31.1,97.9,15,1.7,3.9,1.2,0.5,0.9,0.7,12.2,1.7,6.2,2.2,2.2,2024-01-16
"Caris LeVert","Cleveland Cavaliers","Vet",26,97.2,14.7,3.8,2.6,0.5,0.3,0.9,1.6,11.9,2.9,5.6,2.7,1.7,2024-01-16
"Aaron Gordon","Denver Nuggets","Vet",32.5,97.4,14.6,2.9,4.1,2.5,0.6,0.7,1.3,10.1,3.7,2.1,5.9,1.9,2024-01-16
"Keldon Johnson","San Antonio Spurs","Vet",25.1,103.3,14.6,2.6,3.5,0.9,0.2,0.6,1.4,11.1,3.4,4.6,3.5,2,2024-01-16
"Darius Garland","Cleveland Cavaliers","Vet",23,97.1,14.4,4.2,1.5,0.3,0.1,0.9,2.1,11.5,3.1,4.2,2.4,1.5,2024-01-16
"OG Anunoby","New York Knicks","Vet",34.4,97.7,14.4,2.2,3.2,1.2,0.5,1.3,1.2,10.7,1.8,5.2,3.3,2.4,2024-01-16
"Norman Powell","Los Angeles Clippers","Vet",27,97.5,14.4,1.3,2.4,0.3,0.3,0.7,0.9,10.1,2.6,5.3,1.6,1.8,2024-01-16
"Jarrett Allen","Cleveland Cavaliers","Vet",30.5,98.2,13.9,2.8,6.6,3.6,1,0.8,1.7,8.9,3.5,0.4,5.6,2.3,2024-01-16
"Bogdan Bogdanovic","Atlanta Hawks","Vet",23.9,99.5,13.9,2.3,2.2,0.4,0.2,0.9,1,11.6,1.6,7.1,1.3,1.8,2024-01-16
"Jrue Holiday","Boston Celtics","Vet",32.4,98.7,13.8,4.8,4.2,1.2,0.5,1.1,1.7,10.8,1.5,5.3,2,1.8,2024-01-16
"Scoot Henderson","Portland Trail Blazers","Rookie",27.7,98.6,13.8,5.3,2.2,0.8,0.2,0.7,3,12.8,3.4,4.4,4.3,2.6,2024-01-16
"Jabari Smith Jr.","Houston Rockets","Sophomore",31.9,97.6,13.7,1.7,6.4,1.9,0.8,0.5,1.2,10.7,2.5,4.3,2.5,2.5,2024-01-16
"Jalen Johnson","Atlanta Hawks","Vet",31,101.9,13.6,3.3,6.7,1.2,0.7,1.2,1.9,10,2.1,3.1,3.6,2.5,2024-01-16
"Franz Wagner","Orlando Magic","Vet",21.9,98.6,13.3,2.3,3.1,0.6,0.2,0.7,1.4,10.7,3.3,3,3.9,1.7,2024-01-16
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",28.3,99.7,13.3,1.4,3.1,1,0.4,1.1,0.9,10.5,2.4,4.7,3.3,2.5,2024-01-16
"Dillon Brooks","Houston Rockets","Vet",29.6,97.6,13.3,1.8,2.7,0.7,0.2,0.9,1.2,9.9,1.9,4.8,2.3,3.3,2024-01-16
"Jalen Duren","Detroit Pistons","Sophomore",28.5,99.5,13.2,2.3,7.7,3.4,0.8,0.6,1.9,9.2,2.7,0.4,5.6,2.8,2024-01-16
"Saddiq Bey","Atlanta Hawks","Vet",31.2,101.4,13.1,1.6,3.7,2,0.2,0.9,0.9,10,2.2,5.7,2.8,1.6,2024-01-16
"Brook Lopez","Milwaukee Bucks","Vet",31.6,102,13,1.8,4,1.7,2.3,0.6,0.9,9.9,1.8,5,2.8,2.7,2024-01-16
"Bennedict Mathurin","Indiana Pacers","Sophomore",22.6,100.4,13,1.7,2.2,0.9,0.2,0.5,1.3,9.2,3.5,2.9,2.9,1.7,2024-01-16
"Rudy Gobert","Minnesota Timberwolves","Vet",32,95.6,12.9,1.3,9.2,3.5,1.6,0.7,1.5,7.6,5.2,0.4,5.8,2.8,2024-01-16
"Cameron Johnson","Brooklyn Nets","Vet",26.8,96.7,12.9,2.1,3.2,0.7,0.2,0.8,0.8,10.6,1.6,5.9,1.8,1.8,2024-01-16
"Jonas Valanciunas","New Orleans Pelicans","Vet",24.7,97,12.8,2,6.6,2.7,1.1,0.4,1.5,8.8,2.8,1.7,3.6,3,2024-01-16
"Tyus Jones","Washington Wizards","Vet",28,101.9,12.8,5.6,2.5,0.4,0.2,1.2,1,10.6,0.9,4.7,1.5,0.9,2024-01-16
"Jonathan Kuminga","Golden State Warriors","Vet",22.1,99.9,12.7,1.7,3.2,1,0.3,0.6,1.3,9.3,3.3,2.6,3.4,2.1,2024-01-16
"Deni Avdija","Washington Wizards","Vet",28.4,101.7,12.7,4,5.3,1,0.4,0.9,2,9.4,3.2,2.9,3.6,2.6,2024-01-16
"Jeremy Sochan","San Antonio Spurs","Sophomore",28.7,101.8,12.7,3.5,4,1.4,0.4,0.7,1.7,10.1,2.1,3.6,3.3,2.4,2024-01-16
"Grayson Allen","Phoenix Suns","Vet",31.7,97.9,12.6,2.4,2.9,0.7,0.4,0.8,1.1,8.7,1.9,5.9,1.7,2,2024-01-16
"Jusuf Nurkic","Phoenix Suns","Vet",26.6,97.9,12.5,2.9,7.2,2.9,0.9,0.9,1.7,9.2,3.6,1.7,4.8,3.1,2024-01-16
"Nicolas Claxton","Brooklyn Nets","Vet",29.5,97.3,12.2,2,7,2.8,2,0.7,1.2,8,3.1,0.3,5,2.4,2024-01-16
"Alec Burks","Detroit Pistons","Vet",20.4,99.3,12.2,1.5,2,0.4,0.2,0.6,0.7,9.5,2.8,5.7,0.8,1.6,2024-01-16
"Malik Beasley","Milwaukee Bucks","Vet",29.4,102.3,12.1,1.6,3.2,0.6,0.2,0.7,0.6,8.7,0.6,6.4,0.5,1.8,2024-01-16
"Andrew Wiggins","Golden State Warriors","Vet",25.5,98.5,12.1,1.7,2.5,1.4,0.5,0.6,1.1,10,2.2,3.3,2.4,2,2024-01-16
"Bobby Portis","Milwaukee Bucks","Vet",21.6,100.1,12,1,5.3,1.6,0.3,0.5,0.8,9.6,1.5,3.1,2.2,2.1,2024-01-16
"John Collins","Utah Jazz","Vet",24,99.4,12,1.1,4.7,1.5,0.7,0.5,1.1,9,2.1,3.3,2.9,2.2,2024-01-16
"Donte DiVincenzo","New York Knicks","Vet",23.2,97.8,11.6,2.6,2.6,0.7,0.2,1.1,1.1,8.9,1.2,6.9,1.3,1.8,2024-01-16
"Jalen Suggs","Orlando Magic","Vet",24,98.5,11.6,2.3,2.4,0.6,0.5,1.1,1.4,9.2,2,5,2.1,2.4,2024-01-16
"Dennis Schroder","Toronto Raptors","Vet",26.1,98.4,11.6,4.9,2,0.4,0.1,0.7,1.3,8.5,2.3,3.6,1.6,1.9,2024-01-16
"Josh Giddey","Oklahoma City Thunder","Vet",23.8,101.5,11.6,4.4,4.5,1.2,0.4,0.6,1.7,9.6,1.4,3.2,3,1.4,2024-01-16
"Luguentz Dort","Oklahoma City Thunder","Vet",28.1,100.7,11.4,1.6,2.7,1.3,0.5,0.8,0.7,8.2,2.1,4.9,2.1,2.9,2024-01-16
"Naz Reid","Minnesota Timberwolves","Vet",20.5,96.8,11.4,1.3,3.6,1,0.6,0.6,1,8.3,1.5,4.5,2.2,2.1,2024-01-16
"Cole Anthony","Orlando Magic","Vet",21.6,96.3,11.4,2.9,2.8,0.8,0.3,0.6,1.3,9,2.8,3,1.9,2.1,2024-01-16
"Russell Westbrook","Los Angeles Clippers","Vet",22,98.4,11.3,4.9,3.7,1.3,0.4,0.8,2,9.1,2.5,2.4,3.7,1.8,2024-01-16
"Buddy Hield","Indiana Pacers","Vet",22.7,101.2,11.2,2,2.5,0.5,0.4,0.7,1,8.7,0.8,6.3,1.5,1.7,2024-01-16
"Max Strus","Cleveland Cavaliers","Vet",29.7,98.2,11.2,2.9,3.3,0.7,0.4,0.7,1.2,9.4,1.1,6.6,2,2.4,2024-01-16
"Duop Reath","Portland Trail Blazers","Rookie",23.7,97.3,11,1.3,3.7,1.8,0.6,0.7,1,8.9,1.9,4.4,2.8,2.5,2024-01-16
"Isaiah Stewart","Detroit Pistons","Vet",30.3,98.6,11,1.9,5.2,2,0.7,0.4,1.3,8.7,1.8,4,2.8,2.6,2024-01-16
"Spencer Dinwiddie","Brooklyn Nets","Vet",25.5,97.5,10.9,4.8,2.3,0.4,0.2,0.7,1.2,8.6,2.6,4.9,1.5,1.6,2024-01-16
"Jaden McDaniels","Minnesota Timberwolves","Vet",28.9,96.7,10.8,1.6,2.4,0.7,0.7,0.8,1.2,8.6,1.2,3.4,2.2,2.9,2024-01-16
"Ja Morant","Memphis Grizzlies","Vet",15.5,98.4,10.6,3.4,2.1,0.4,0.2,0.5,1.4,8.1,3,2.6,2.3,0.9,2024-01-16
"Clint Capela","Atlanta Hawks","Vet",25.2,101,10.5,1,5.8,3.7,1.4,0.6,0.8,7.3,2.4,0.3,6.5,2.4,2024-01-16
"Kevin Huerter","Sacramento Kings","Vet",24.2,98.6,10.5,2.4,3.1,0.5,0.3,0.7,0.7,8.5,0.9,5.4,1.4,2,2024-01-16
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",32.2,97.2,10.3,2.4,2.1,0.5,0.5,1.3,0.8,7.8,1.5,4.1,1.6,1.8,2024-01-16
"Trey Murphy III","New Orleans Pelicans","Vet",21.7,97.8,10.3,1.5,2.2,0.4,0.3,0.7,0.6,7.6,1.9,5.4,1.1,1.2,2024-01-16
"Mike Conley","Minnesota Timberwolves","Vet",27.7,96.2,10.3,5.7,2.1,0.3,0.2,0.9,1.2,7.5,1.4,5.1,0.5,1.6,2024-01-16
"P.J. Washington","Charlotte Hornets","Vet",22.6,98.9,10.3,1.8,3.1,0.8,0.6,0.6,1,8.5,1.5,4.5,1.8,1.9,2024-01-16
"Herbert Jones","New Orleans Pelicans","Vet",27.4,97.2,10.1,2.2,2.4,1.1,0.7,1.2,1,7.4,1.9,3.3,2.7,2.5,2024-01-16
"Reggie Jackson","Denver Nuggets","Vet",20.4,97.4,10.1,3.6,1.6,0.3,0.1,0.5,1.4,8.5,1.3,3.3,1.9,1.6,2024-01-16
"Daniel Gafford","Washington Wizards","Vet",26.3,101.8,10,1.6,4.8,2.6,1.7,0.7,1,6,2.6,0.4,4,2.9,2024-01-16
"Tre Jones","San Antonio Spurs","Vet",24.7,102.3,10,5.3,2.3,0.7,0.1,0.9,1.3,7.4,1.7,2.1,2.5,1.3,2024-01-16
"Keyonte George","Utah Jazz","Rookie",20.7,98.4,10,3.5,2,0.2,0,0.5,1.5,8.2,2.4,5.1,0.7,1.1,2024-01-16
"Harrison Barnes","Sacramento Kings","Vet",26.6,99,9.9,1.3,2.1,0.8,0.2,0.6,0.6,7,2.2,4.2,1.5,1.1,2024-01-16
"Duncan Robinson","Miami Heat","Vet",22,96.3,9.8,2.4,1.8,0.2,0.2,0.5,1,7.6,1.1,5.4,1.1,1.9,2024-01-16
"Eric Gordon","Phoenix Suns","Vet",24.4,97.3,9.8,1.7,1.5,0.2,0.3,0.5,0.8,7.6,1,5.4,1.2,1.2,2024-01-16
"Dario Saric","Golden State Warriors","Vet",20.1,96.9,9.7,2.2,3.9,1.3,0.2,0.5,1.3,6.8,1.6,3.7,1.4,1.9,2024-01-16
"Alex Caruso","Chicago Bulls","Vet",26.9,97.1,9.4,2.8,2.6,0.7,0.7,1.4,1.2,7.3,1.4,4.7,1.7,2.4,2024-01-16
"Taurean Prince","Los Angeles Lakers","Vet",28.5,100.7,9.4,1.8,2.6,0.3,0.4,0.8,0.8,7.4,0.6,5.4,0.9,2.1,2024-01-16
"Evan Mobley","Cleveland Cavaliers","Vet",20,98.1,9.1,1.6,4.2,1.6,1,0.5,1.2,7,1.9,0.5,3.4,1.8,2024-01-16
"Jalen Smith","Indiana Pacers","Vet",18.5,100,9.1,1.2,3.8,1.7,0.6,0.3,0.8,6.5,1.6,2.7,2.4,2.1,2024-01-16
"Rui Hachimura","Los Angeles Lakers","Vet",18.4,98.9,9.1,0.8,2.3,0.6,0.2,0.4,0.6,7.2,1.6,2.4,2.1,1.2,2024-01-16
"Corey Kispert","Washington Wizards","Vet",17.7,99.3,9,1.3,1.5,0.3,0.2,0.3,0.7,6.8,1.2,4.6,1.4,1.2,2024-01-16
"Luke Kennard","Memphis Grizzlies","Vet",22.7,98.6,8.9,2.3,2.5,0.4,0.1,0.5,0.8,6.7,0.7,5,0.5,1.2,2024-01-16
"Caleb Martin","Miami Heat","Vet",23.4,96.2,8.8,1.8,3.2,1,0.3,0.8,1,7.1,1.6,2.8,1.9,1.8,2024-01-16
"De'Andre Hunter","Atlanta Hawks","Vet",18.6,100.2,8.8,1,2.1,0.4,0.2,0.4,0.8,7,1.8,3.1,1.3,1.9,2024-01-16
"Jabari Walker","Portland Trail Blazers","Sophomore",21.7,97.9,8.8,1.2,4.1,1.9,0.4,0.6,1,6.3,2.1,2,2.9,2.2,2024-01-16
"Simone Fontecchio","Utah Jazz","Sophomore",23.2,100.2,8.6,1.4,2.3,0.9,0.3,0.5,0.9,6.9,0.7,4.6,1.1,1.7,2024-01-16
"Wendell Carter Jr.","Orlando Magic","Vet",19.6,97.3,8.4,1.4,4,1.4,0.4,0.4,1,6.3,2,2.5,2.1,2,2024-01-16
"Andrew Nembhard","Indiana Pacers","Sophomore",20.5,99.1,8.4,3.8,1.4,0.4,0.1,0.7,1.5,7,1,2.1,1.5,1.8,2024-01-16
"Isaac Okoro","Cleveland Cavaliers","Vet",23.9,97.4,8.2,1.6,2,0.9,0.3,0.7,0.8,6,1.8,2.7,2.5,2,2024-01-16
"Isaiah Hartenstein","New York Knicks","Vet",30.4,97.7,8.1,2.3,6.4,3.9,1.4,1.2,1.2,5.1,1.9,0.4,3.5,3.1,2024-01-16
"Terance Mann","Los Angeles Clippers","Vet",24.1,95.4,8.1,1.7,2.1,1,0.2,0.5,0.6,6.3,1.1,3.3,1.5,1.7,2024-01-16
"Vince Williams Jr.","Memphis Grizzlies","Sophomore",25.2,98.7,8.1,2.4,4,1.3,0.5,0.8,1.2,6,1.6,4.2,1.4,2.2,2024-01-16
"Cam Whitmore","Houston Rockets","Rookie",15.1,100.3,8.1,0.7,2.3,0.6,0.2,0.6,0.6,6.6,1.5,3.4,1.9,1.5,2024-01-16
"Deandre Ayton","Portland Trail Blazers","Vet",17.7,97.3,8.1,1,4,1.7,0.4,0.4,1,6.3,1.2,0.2,2,1.7,2024-01-16
"Trey Lyles","Sacramento Kings","Vet",22.4,98.8,8,1.4,4.3,1.1,0.3,0.4,0.6,5.8,1.3,4.6,1.2,1.7,2024-01-16
"Gordon Hayward","Charlotte Hornets","Vet",17.5,98.5,8,2.4,1.9,0.4,0.2,0.5,1.1,6.2,1.7,1.6,1.3,1.1,2024-01-16
"Kevin Knox II","Detroit Pistons","Vet",18.7,99,8,0.9,2.1,0.6,0.2,0.4,0.7,6.3,1,3.4,1.5,1.4,2024-01-16
"Josh Richardson","Miami Heat","Vet",21.1,95.9,7.9,2,1.9,0.4,0.3,0.7,0.7,6.6,1.1,3.6,0.8,1.5,2024-01-16
"Onyeka Okongwu","Atlanta Hawks","Vet",20.9,100.3,7.8,1.1,3.7,2.3,1.1,0.5,0.6,5.1,1.8,0.9,3.2,2.4,2024-01-16
"Miles McBride","New York Knicks","Vet",18.1,93.4,7.8,1.8,1.2,0.2,0.2,0.7,0.7,6.5,0.7,4.1,0.9,1.5,2024-01-16
"Josh Green","Dallas Mavericks","Vet",24.9,98.5,7.8,2.3,2.3,0.6,0.1,0.7,0.9,5.9,1.2,2.8,1.8,2,2024-01-16
"Draymond Green","Golden State Warriors","Vet",22.8,101.2,7.7,4.8,4.2,1,0.6,0.8,1.9,6,1.5,2.3,1.6,2.9,2024-01-16
