"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Jaren Jackson Jr.","Memphis Grizzlies","Vet",33,98.3,23.7,2.8,4.6,1.3,1.9,1.2,2.7,18.7,6.6,6.5,5,3.2,2024-03-01
"Kawhi Leonard","Los Angeles Clippers","Vet",34.9,97,23.4,3.8,5.1,1.2,0.8,1.6,1.8,17,4.3,5.2,3.4,1.5,2024-03-01
"Lauri Markkanen","Utah Jazz","Vet",34.1,101.1,22.9,2.5,6.5,2.1,0.5,0.8,1.5,16.6,4.7,8.2,3.4,1.8,2024-03-01
"Victor Wembanyama","San Antonio Spurs","Rookie",30.4,101.5,22.5,4,8.6,2.1,3.2,1.3,3.4,17,5.6,5.7,4.7,2.3,2024-03-01
"Dejounte Murray","Atlanta Hawks","Vet",36.7,100.9,22.5,6.4,5.1,0.8,0.3,1.5,2.7,19.1,3.7,6.4,4.2,1.7,2024-03-01
"DeMar DeRozan","Chicago Bulls","Vet",38.7,96.4,22.4,5.2,3.9,0.6,0.5,1.1,1.8,16.8,7.4,3,3.6,2.1,2024-03-01
"Kyle Kuzma","Washington Wizards","Vet",33.8,102,22.4,3.9,6.1,1,0.6,0.6,2.5,19,3.2,6.7,4,2.2,2024-03-01
"Jaylen Brown","Boston Celtics","Vet",33.9,98.6,21.8,3.7,4.6,1.2,0.4,1.1,2.4,16.4,4.4,5,5,2.4,2024-03-01
"Zion Williamson","New Orleans Pelicans","Vet",30.9,99,21.8,5.2,3.7,1.8,0.6,0.9,2.7,16,6.5,0.6,8.4,2.3,2024-03-01
"Karl-Anthony Towns","Minnesota Timberwolves","Vet",32.7,97.3,21.2,2.8,6.8,1.4,0.8,0.7,2.5,15.5,4.6,6.1,4.4,3.1,2024-03-01
"Anfernee Simons","Portland Trail Blazers","Vet",33.9,97.3,21.1,5.1,2.9,0.3,0.2,0.6,2.6,18,3.3,8.6,3.4,2.1,2024-03-01
"Cade Cunningham","Detroit Pistons","Vet",32.2,98.9,20.9,6.9,3.8,0.5,0.4,0.9,3,16.4,4,5.2,4,2.3,2024-03-01
"Jerami Grant","Portland Trail Blazers","Vet",34.2,96.6,20.9,3.3,3.2,0.8,0.7,0.8,2.2,15.9,6,5,4.6,2.2,2024-03-01
"Collin Sexton","Utah Jazz","Vet",28.6,101.5,20.8,5.7,2,0.9,0.3,0.8,2.7,14.6,5.5,4.6,4,2.3,2024-03-01
"Brandon Ingram","New Orleans Pelicans","Vet",33.2,97.4,20.7,5.6,4.3,0.7,0.6,0.8,2.8,16.5,5.1,4.3,2.7,2.3,2024-03-01
"Miles Bridges","Charlotte Hornets","Vet",36.3,97.2,20.7,3.5,6,1,0.6,1,1.9,16.9,2.9,6.7,5.1,1.8,2024-03-01
"Jamal Murray","Denver Nuggets","Vet",32.3,95.7,20.6,6.1,3.2,0.6,0.5,1,2.1,16.2,2.8,6.1,2.7,1.8,2024-03-01
"Pascal Siakam","Indiana Pacers","Vet",33.4,99.7,20.6,4.5,5.3,1.6,0.4,0.9,1.8,15.6,4.4,3.5,4.9,2.5,2024-03-01
"Devin Vassell","San Antonio Spurs","Vet",33.9,100.9,20.6,4.4,3.6,0.5,0.4,1.1,1.8,16.6,3.4,6.7,3.1,1,2024-03-01
"Kristaps Porzingis","Boston Celtics","Vet",30.2,99.1,20.4,2,5.6,1.7,1.6,0.7,1.6,13.8,5.7,5.1,3.7,2.7,2024-03-01
"Jimmy Butler","Miami Heat","Vet",33.4,96.9,20.1,5.2,3.7,1.9,0.4,1.6,1.9,13,8,2.5,4.5,1.3,2024-03-01
"Mikal Bridges","Brooklyn Nets","Vet",34.9,97.7,20,3.6,3.7,0.6,0.4,1.1,1.8,16.7,3.8,8,3,1.4,2024-03-01
"Franz Wagner","Orlando Magic","Vet",32.5,96.8,19.9,4.1,4.4,0.9,0.3,0.9,2.2,15.1,4.2,4.9,5.6,2.2,2024-03-01
"Alperen Sengun","Houston Rockets","Vet",32.5,98.9,19.8,4.9,6.4,2.9,0.9,1.1,2.8,14.1,5.6,1.5,6.2,3.2,2024-03-01
"Jalen Williams","Oklahoma City Thunder","Sophomore",32.7,100.1,19.6,4.9,3.5,0.7,0.5,1.1,1.8,15,3,4.2,4.1,2.4,2024-03-01
"Joel Embiid","Philadelphia 76ers","Vet",22.9,98.7,19.3,3.5,5.8,1.6,1.2,0.7,2.6,14.5,6.8,2.3,3.7,2.2,2024-03-01
"D'Angelo Russell","Los Angeles Lakers","Vet",33.8,100.6,19.2,6.7,2.7,0.5,0.4,0.9,2.1,14.7,2.6,7.4,1.9,2,2024-03-01
"Coby White","Chicago Bulls","Vet",36.8,96.4,19,5.7,4.2,0.6,0.2,0.8,2.5,15.4,3.8,7.2,3.8,2.2,2024-03-01
"Scottie Barnes","Toronto Raptors","Vet",34.9,98.7,18.9,6.7,5.7,2.2,1.4,1.2,2.8,15.1,4.5,3.8,5.3,2.1,2024-03-01
"RJ Barrett","Toronto Raptors","Vet",32.5,99.1,18.9,3.5,4.5,1,0.3,0.6,2.2,14.1,4.8,3.9,6,2.3,2024-03-01
"Nikola Vucevic","Chicago Bulls","Vet",34.1,96.6,18.8,3.3,8.1,2.5,0.9,0.8,1.6,16.2,1.9,4.5,3.8,2.4,2024-03-01
"Bam Adebayo","Miami Heat","Vet",34,96,18.5,4,8.1,2.4,1,1.1,2.4,13.9,5.3,0.3,4.2,2.4,2024-03-01
"Domantas Sabonis","Sacramento Kings","Vet",34.9,99.6,18.5,8.4,9.5,3.5,0.5,0.9,3.2,12.8,4.5,1.3,6.7,2.9,2024-03-01
"Bogdan Bogdanovic","Atlanta Hawks","Vet",33.6,100.9,18.4,3.5,3.3,0.7,0.4,1.3,1.5,15.1,2.1,8.5,2.5,2.3,2024-03-01
"Brandon Miller","Charlotte Hornets","Rookie",33.2,96.7,17.7,2.7,3.3,0.7,0.5,1,1.9,15.2,2.2,7,2.2,2.4,2024-03-01
"Tyrese Haliburton","Indiana Pacers","Vet",31,102.2,17.6,9.4,2.8,0.5,0.6,1.3,2.1,13.9,2.5,7.1,2.4,1,2024-03-01
"Jalen Green","Houston Rockets","Vet",29.4,99.8,17.6,3.5,4.1,0.5,0.4,0.7,2.2,15.1,3.9,6.4,4.2,1.3,2024-03-01
"James Harden","Los Angeles Clippers","Vet",35.1,96.1,17.5,8,4.7,0.6,0.7,1.2,2.6,11.8,4.6,6.9,1.9,1.9,2024-03-01
"CJ McCollum","New Orleans Pelicans","Vet",30.8,98,17.5,4.1,3.5,0.5,0.5,0.9,1.5,14.4,1.9,7.8,1.6,2,2024-03-01
"Donte DiVincenzo","New York Knicks","Vet",32.3,94.8,17.5,3.2,3.1,0.9,0.4,1.4,1.6,14.4,1.5,9.9,2.5,2.2,2024-03-01
"Jalen Johnson","Atlanta Hawks","Vet",36.9,101.6,17.4,4.1,7.8,1.6,1,1.3,2,14.1,3.1,3.8,5.8,2.7,2024-03-01
"Jordan Clarkson","Utah Jazz","Vet",30.8,99.1,17.1,5,2.5,0.9,0.2,0.7,2.4,14.2,3.1,5.9,1.9,1.6,2024-03-01
"Immanuel Quickley","Toronto Raptors","Vet",32.1,98.3,17,4.7,3.5,0.4,0.2,0.9,1.5,13.8,2.7,7.1,1.7,1.9,2024-03-01
"Darius Garland","Cleveland Cavaliers","Vet",32.3,96.8,16.9,6.3,1.9,0.4,0.2,1.2,2.7,13.3,2.7,6.3,2.5,1.5,2024-03-01
"Chet Holmgren","Oklahoma City Thunder","Sophomore",30.2,99.8,16.6,2.6,6.4,1.7,2.5,0.7,1.6,12,3.1,4.9,3.8,2.5,2024-03-01
"Jonathan Kuminga","Golden State Warriors","Vet",28.4,99.9,16.5,2.8,3.8,1.4,0.5,0.8,2,11.9,4.1,1.9,4.7,2.3,2024-03-01
"Terry Rozier","Miami Heat","Vet",30.7,97.4,16.4,5.3,3.1,0.6,0.3,1,1.7,13.8,2.9,5.6,2.7,1.7,2024-03-01
"Michael Porter Jr.","Denver Nuggets","Vet",31.6,95.7,16.3,1.6,5.4,1.2,0.6,0.5,1,13,1.2,6.9,2.1,1.8,2024-03-01
"Austin Reaves","Los Angeles Lakers","Vet",33.5,99.4,16.2,5.7,3.4,0.6,0.3,0.8,1.9,12.2,3.4,5.3,2.5,1.9,2024-03-01
"Tobias Harris","Philadelphia 76ers","Vet",32.6,97.7,16.1,3.1,4.8,1,0.5,0.9,1.4,13.3,2.7,3.6,4,1.8,2024-03-01
"Myles Turner","Indiana Pacers","Vet",27.3,100.4,16.1,1.5,5.6,1.5,1.6,0.6,1.4,11.5,4.2,3.7,3.4,3,2024-03-01
"Jaden Ivey","Detroit Pistons","Sophomore",29.8,99.1,16,4.2,2.5,1.1,0.5,0.8,2.4,12.4,4.1,4.8,3.4,2.7,2024-03-01
"Saddiq Bey","Atlanta Hawks","Vet",34.4,100.9,15.8,2,4,2.4,0.3,0.9,1,12.5,3.4,6.1,4.1,1.5,2024-03-01
"Jarrett Allen","Cleveland Cavaliers","Vet",31.1,97.5,15.6,2.4,6.8,3.3,1.2,0.7,1.6,10.8,4,0.2,6.6,2,2024-03-01
"Jordan Poole","Washington Wizards","Vet",27.8,103.7,15.5,3.6,2.3,0.4,0.3,0.9,2,13.4,2.7,6.9,2.2,3.1,2024-03-01
"Bennedict Mathurin","Indiana Pacers","Sophomore",28.5,100.9,15.5,2.3,3.3,1,0.3,0.7,1.8,12.1,3.6,4.6,3.6,2,2024-03-01
"Ja Morant","Memphis Grizzlies","Vet",23.4,98,15.4,5.6,3.2,0.6,0.2,0.7,2.2,12.4,4.3,3.8,3.7,1.3,2024-03-01
"De'Andre Hunter","Atlanta Hawks","Vet",27.9,101.1,15.4,1.7,3.4,0.6,0.3,0.6,1.4,11.6,3.4,5,2.4,2.5,2024-03-01
"Klay Thompson","Golden State Warriors","Vet",26.7,99.5,15.2,2,2.7,0.3,0.4,0.5,1.1,12.8,1.4,8.4,0.8,1.5,2024-03-01
"Corey Kispert","Washington Wizards","Vet",29.1,102.2,15.1,2.5,2.9,0.4,0.3,0.6,1.4,12,1.9,7.3,2.8,1.7,2024-03-01
"John Collins","Utah Jazz","Vet",29,101.2,15.1,1.7,6.5,2.3,0.9,0.6,1.5,11.4,2.8,3.5,4.5,2.7,2024-03-01
"Fred VanVleet","Houston Rockets","Vet",35,98.5,15,6.8,3.2,0.4,0.8,1.4,1.5,11.8,2.3,7.5,1.4,2.3,2024-03-01
"Jabari Smith Jr.","Houston Rockets","Sophomore",34.1,98.5,14.8,2,6.9,2,0.7,0.7,1.3,12.1,2.4,5.5,2.6,2.5,2024-03-01
"Keldon Johnson","San Antonio Spurs","Vet",26.7,100.9,14.7,2.3,3.5,1,0.3,0.7,1.3,11.7,2.9,5.1,3.5,1.9,2024-03-01
"Evan Mobley","Cleveland Cavaliers","Vet",29.5,97.6,14.5,2.5,6.8,2.1,1.5,0.8,1.7,10.6,2.8,1.5,5.2,2.4,2024-03-01
"Keyonte George","Utah Jazz","Rookie",30.2,100.7,14.4,5.1,2.9,0.3,0.2,0.7,2.2,12.1,2.6,6.7,1.3,1.5,2024-03-01
"Deandre Ayton","Portland Trail Blazers","Vet",29.1,96.5,14.2,1.9,7.2,2.7,0.8,0.7,1.5,11.6,1.6,0.2,3.8,2.3,2024-03-01
"Desmond Bane","Memphis Grizzlies","Vet",22.2,98.2,14.1,3.3,2.5,0.5,0.3,0.7,1.7,11.5,2.3,5.3,2.8,1.9,2024-03-01
"Derrick White","Boston Celtics","Vet",31.3,99.2,14,4.4,3.2,0.6,1.1,0.9,1.4,10.7,1.8,6.4,1.4,2,2024-03-01
"Keegan Murray","Sacramento Kings","Sophomore",32.1,99.7,14,1.7,3.9,1.2,0.6,0.9,0.8,11.2,1.3,5.7,1.9,2.4,2024-03-01
"Dennis Schroder","Brooklyn Nets","Vet",30.3,95.6,13.9,5.2,2.4,0.3,0.1,0.8,1.8,11.3,2.6,4.7,2.1,2,2024-03-01
"Marvin Bagley III","Washington Wizards","Vet",26.7,102.8,13.9,1.8,4.7,3.2,0.8,0.6,1.4,10.3,3.1,1,5.7,2.1,2024-03-01
"Rui Hachimura","Los Angeles Lakers","Vet",29.4,99.5,13.6,1.3,3.7,0.9,0.4,0.7,0.8,10.5,2,3.8,3.3,1.6,2024-03-01
"Ayo Dosunmu","Chicago Bulls","Vet",34.1,96.8,13.5,3.6,2.7,0.7,0.5,1.1,1.7,10.8,1.4,5.3,3.6,2.4,2024-03-01
"Dillon Brooks","Houston Rockets","Vet",30.7,99,13.4,2,2.7,0.7,0.2,0.9,1.2,10.7,1.9,5.5,2.1,3.1,2024-03-01
"Jalen Duren","Detroit Pistons","Sophomore",29.9,99.3,13.3,2.6,8.5,3.4,0.9,0.6,2,9.4,2.6,0.2,5.9,3,2024-03-01
"Bobby Portis","Milwaukee Bucks","Vet",22.9,98.3,13.3,1.4,5.2,1.7,0.3,0.6,1,10.9,1.6,3.4,2.5,2.1,2024-03-01
"Rudy Gobert","Minnesota Timberwolves","Vet",33.5,95.3,13,1.4,8.6,3.7,2,0.7,1.5,8,4.6,0.2,6.1,2.9,2024-03-01
"Aaron Gordon","Denver Nuggets","Vet",29.2,96.2,13,2.8,3.9,2,0.7,0.7,1.3,9.1,3.3,1.9,5.4,1.9,2024-03-01
"Cameron Johnson","Brooklyn Nets","Vet",28.4,96.1,13,2.6,3.5,0.8,0.3,0.9,0.9,10.8,1.7,6.2,1.9,1.9,2024-03-01
"Malik Monk","Sacramento Kings","Vet",22.3,99.8,13,4.3,2.3,0.3,0.4,0.6,1.7,10.6,2.4,4.7,2.1,1.6,2024-03-01
"Norman Powell","Los Angeles Clippers","Vet",25,98.2,12.9,1.2,2.4,0.3,0.3,0.6,0.9,10.1,2,5.2,1.5,1.7,2024-03-01
"Tim Hardaway Jr.","Dallas Mavericks","Vet",24.9,99.6,12.8,1.6,2.6,0.3,0.2,0.5,0.7,10.5,1.9,5.8,1.1,1.4,2024-03-01
"Bojan Bogdanovic","New York Knicks","Vet",23,95.4,12.8,1.7,2.1,0.3,0.1,0.5,1.2,10.1,2.3,5.5,1.2,1.7,2024-03-01
"Duncan Robinson","Miami Heat","Vet",28.8,95.6,12.6,3,2.3,0.2,0.3,0.7,1.3,10,1.1,7.1,1.4,2.3,2024-03-01
"Brook Lopez","Milwaukee Bucks","Vet",29.8,100.6,12.4,1.7,3.9,1.5,2.1,0.6,0.9,9.3,1.3,5.3,2.5,2.3,2024-03-01
"Gary Trent Jr.","Toronto Raptors","Vet",27.9,98.2,12.2,1.7,2.2,0.3,0.2,1.1,0.6,10.3,0.7,6.1,0.8,1.4,2024-03-01
"Buddy Hield","Philadelphia 76ers","Vet",27.7,97.7,12.1,3.2,2.8,0.5,0.4,0.9,1.5,9.7,0.6,6.6,1.5,2,2024-03-01
"Tyus Jones","Washington Wizards","Vet",31.2,103,12.1,8.5,2.7,0.4,0.2,1.3,1.6,10.3,0.7,4.1,1.3,0.9,2024-03-01
"De'Aaron Fox","Sacramento Kings","Vet",17.1,100.6,12,2.7,1.6,0.4,0.2,0.8,1.3,9.7,2.7,3.3,1.6,1.2,2024-03-01
"Jrue Holiday","Boston Celtics","Vet",31.6,97.5,12,4.9,3.8,1.1,0.5,1,1.8,9.2,0.9,4.4,1.6,1.6,2024-03-01
"Herbert Jones","New Orleans Pelicans","Vet",31.3,97.5,11.8,2.3,2.7,1.2,0.7,1.4,1.1,8.2,1.8,4,3,2.8,2024-03-01
"Grayson Allen","Phoenix Suns","Vet",32.6,99,11.8,2.9,3,0.7,0.5,0.9,1.2,8.1,1.6,5.4,1.8,2,2024-03-01
"Malik Beasley","Milwaukee Bucks","Vet",29.5,100,11.8,1.7,3,0.6,0.2,0.8,0.7,9,0.4,7.2,0.6,1.9,2024-03-01
"Nicolas Claxton","Brooklyn Nets","Vet",28.9,97.3,11.8,2.1,6.9,2.6,2,0.7,1.2,8.4,2.7,0.3,5.3,2.3,2024-03-01
"Cam Whitmore","Houston Rockets","Rookie",18.3,101.1,11.7,0.9,2.9,0.6,0.3,0.6,1,9.4,2.1,4.8,2.7,1.4,2024-03-01
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",25.1,98.1,11.7,1.1,2.8,1,0.4,1,1,9.4,2.6,3.5,3.6,2.5,2024-03-01
"Jusuf Nurkic","Phoenix Suns","Vet",27.3,100,11.6,3.9,8.2,2.8,0.9,1,2.1,8.2,3.3,1,4.8,3.2,2024-03-01
"Naz Reid","Minnesota Timberwolves","Vet",22.5,97.4,11.5,1.2,3.8,1,0.9,0.7,1.2,8.8,1.6,4.2,2.6,2.2,2024-03-01
"Jonas Valanciunas","New Orleans Pelicans","Vet",21.8,97.6,11.4,1.8,6.6,2.5,0.7,0.4,1.3,8.4,2.3,1.1,3.6,2.6,2024-03-01
"Jeremy Sochan","San Antonio Spurs","Sophomore",29.1,100.1,11.4,2.9,4.2,1.9,0.5,0.8,1.6,9.7,1.8,2.8,3.7,2.2,2024-03-01
"Paul George","Los Angeles Clippers","Vet",18.5,97.2,11.3,2,2.6,0.3,0.2,0.8,1.1,8.9,1.8,4.4,1.3,1.5,2024-03-01
"Josh Hart","New York Knicks","Vet",35.4,93.9,11.3,4.1,6.7,1.5,0.3,1.1,1.7,9.5,1.6,3.8,3.1,2.1,2024-03-01
"P.J. Washington","Dallas Mavericks","Vet",28.9,100,11.3,2,3.9,1,0.7,0.9,1.2,9.3,1.6,4.6,2.6,2.3,2024-03-01
"Tre Mann","Charlotte Hornets","Vet",27.8,95.9,11.3,4.1,3.5,0.6,0.1,1,1.8,9.2,1.4,4.3,2.3,1.7,2024-03-01
"Jakob Poeltl","Toronto Raptors","Vet",26.5,98.3,11.2,2.4,5.7,3.2,1.5,0.7,1.6,8.3,2.2,0.3,4.6,2.9,2024-03-01
"Harrison Barnes","Sacramento Kings","Vet",26.1,101.3,11.2,1.2,2.3,0.7,0.2,0.6,0.6,8.1,2.1,4.6,1.5,1.1,2024-03-01
"Precious Achiuwa","New York Knicks","Vet",32.5,93.8,11.2,1.6,5.5,3.5,1.1,0.8,1.3,8.5,1.9,1.7,5.1,2.5,2024-03-01
"Caris LeVert","Cleveland Cavaliers","Vet",23.8,96.9,11.1,4.3,2.9,0.5,0.4,0.8,1.4,9.2,2.1,3.9,2.6,1.6,2024-03-01
"Josh Giddey","Oklahoma City Thunder","Vet",24.2,99.8,11.1,4.2,4.8,1.3,0.5,0.6,1.7,9.5,1.4,3.1,2.8,1.4,2024-03-01
"Tre Jones","San Antonio Spurs","Vet",29.2,101.3,11,6.7,3,0.8,0.1,1.2,1.7,8.2,1.6,2.8,2.9,1.3,2024-03-01
"Wendell Carter Jr.","Orlando Magic","Vet",25.1,96.2,10.9,1.5,4.9,1.8,0.5,0.5,1.1,7.9,2.3,3,2.7,2.2,2024-03-01
"Clint Capela","Atlanta Hawks","Vet",24.1,100.7,10.8,1.1,5.5,3.5,1.2,0.6,0.9,8.2,2.5,0.3,5.9,2.2,2024-03-01
"Lonnie Walker IV","Brooklyn Nets","Vet",19.5,98.5,10.8,1.6,1.8,0.2,0.2,0.6,0.9,9.4,1.3,5.3,1.8,1.2,2024-03-01
"Max Strus","Cleveland Cavaliers","Vet",29.3,97.6,10.7,3.6,3.2,0.8,0.4,0.7,1.3,8.6,1,5.9,2.2,2.1,2024-03-01
"GG Jackson","Memphis Grizzlies","Rookie",20.3,97.4,10.7,0.9,2.5,0.9,0.5,0.5,1,8.4,2.2,4.6,2.7,1.4,2024-03-01
"Kevin Huerter","Sacramento Kings","Vet",25.2,100.4,10.6,2.4,2.9,0.5,0.4,0.7,0.8,8.7,0.8,5.6,1.5,2,2024-03-01
"Luguentz Dort","Oklahoma City Thunder","Vet",27.3,99.9,10.6,1.5,2.6,1,0.5,0.8,0.8,8.2,1.5,5.2,1.8,2.7,2024-03-01
"Brandin Podziemski","Golden State Warriors","Rookie",29.3,98.3,10.6,4.2,4.3,1.5,0.2,0.9,1.5,9.1,1.1,3.7,2.1,1.8,2024-03-01
"Landry Shamet","Washington Wizards","Vet",24.6,100.6,10.6,2,1.7,0.5,0.3,0.7,0.8,9.1,1.2,5.1,1.5,2.1,2024-03-01
"Ziaire Williams","Memphis Grizzlies","Vet",25,97.9,10.6,2,3,0.8,0.2,0.8,1.3,9,1.5,4.5,2.5,1.9,2024-03-01
"Vince Williams Jr.","Memphis Grizzlies","Sophomore",28.8,98.1,10.5,4,4.5,1.2,0.5,1,2.1,8.3,2.7,3.9,2.6,2.4,2024-03-01
"Trey Murphy III","New Orleans Pelicans","Vet",24.1,97.7,10.4,1.7,2.8,0.5,0.4,0.8,0.5,8.4,1.4,6.1,1.1,1.2,2024-03-01
"Jalen Suggs","Orlando Magic","Vet",24.1,97.5,10.3,2.5,2.2,0.6,0.5,1.2,1.5,8.3,1.4,4.8,1.8,2.3,2024-03-01
"Paolo Banchero","Orlando Magic","Sophomore",16.4,96.8,10.3,2.4,2.7,0.5,0.3,0.5,1.4,8.3,3.3,2.3,2.3,0.9,2024-03-01
"Cole Anthony","Orlando Magic","Vet",20.5,95.1,10.3,2.8,2.7,0.6,0.3,0.6,1.3,8.4,2.4,2.8,1.4,2,2024-03-01
"Isaiah Stewart","Detroit Pistons","Vet",27.9,98.5,10.2,1.6,4.9,1.7,0.8,0.4,1.3,8,1.8,3.8,2.8,2.3,2024-03-01
"Jaime Jaquez Jr.","Miami Heat","Rookie",24.9,95.7,10.2,2.1,2.3,1,0.2,0.9,1.4,8.1,1.9,2.1,2.4,1.8,2024-03-01
"Nick Richards","Charlotte Hornets","Vet",26.6,96.6,9.9,1,5.6,2.8,1.3,0.3,1.1,6.2,2.8,0.2,4.2,2.6,2024-03-01
"Russell Westbrook","Los Angeles Clippers","Vet",19,100.1,9.8,3.7,2.8,1.1,0.3,0.8,1.7,8.4,2,2.1,3.7,1.5,2024-03-01
"Jaden McDaniels","Minnesota Timberwolves","Vet",29.2,96.8,9.7,1.5,2.3,0.8,0.7,0.9,1.1,7.8,0.8,3.3,2,2.9,2024-03-01
"Andrew Nembhard","Indiana Pacers","Sophomore",26,99.8,9.6,4.2,1.8,0.5,0.2,0.9,1.4,8,0.9,2.4,1.9,2,2024-03-01
"Malaki Branham","San Antonio Spurs","Sophomore",21.2,101,9.6,2,1.9,0.4,0.1,0.5,1,8.2,0.9,3.9,1.7,1.3,2024-03-01
"Santi Aldama","Memphis Grizzlies","Vet",25.1,97,9.5,2.2,4.3,1.1,0.6,0.7,1,8.1,1,4.4,1.9,1.5,2024-03-01
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",28.9,96.1,9.4,2,2,0.4,0.4,1.2,0.8,7.4,1.2,4.1,1.4,1.6,2024-03-01
"Andre Drummond","Chicago Bulls","Vet",19.4,96,9.4,0.6,5.8,2.7,0.8,1,1.2,6.8,2.7,0.2,5,2,2024-03-01
"Zach LaVine","Chicago Bulls","Vet",17.3,96.5,9.3,2.1,2.1,0.2,0.1,0.4,1.2,7.2,1.9,3.3,2,1.1,2024-03-01
"Amen Thompson","Houston Rockets","Rookie",22.3,101.2,9.3,2.5,4.1,2.2,0.7,1.1,1.7,7.3,2.7,1.2,4,2.5,2024-03-01
"Mike Conley","Minnesota Timberwolves","Vet",26.6,95.9,9.2,5.6,2.2,0.4,0.2,1,1.1,7.2,1.1,4.9,0.4,1.5,2024-03-01
"Moritz Wagner","Orlando Magic","Vet",15.6,96.7,9.1,1,2.6,1.4,0.3,0.4,1,6.1,2.7,1,4,1.9,2024-03-01
"Terance Mann","Los Angeles Clippers","Vet",27.3,95.4,9.1,2,2.6,1.3,0.2,0.6,0.8,7,1.2,2.9,2.5,1.9,2024-03-01
"Josh Green","Dallas Mavericks","Vet",27,99,9.1,2.3,2.5,0.7,0.2,0.9,1,7,1,3.8,2,2.1,2024-03-01
"Ausar Thompson","Detroit Pistons","Rookie",26,99.2,9,1.9,4.3,1.8,0.8,1,1.1,7.2,1.6,1.7,3.3,2.6,2024-03-01
"Grant Williams","Charlotte Hornets","Vet",23.9,96,8.9,1.6,2.7,0.8,0.5,0.5,1.1,7.1,1.5,4.3,1.2,2.4,2024-03-01
"Simone Fontecchio","Detroit Pistons","Sophomore",21.2,99.4,8.9,1.4,2.2,0.8,0.2,0.5,0.8,7.5,0.9,4.5,1.5,1.3,2024-03-01
"Malcolm Brogdon","Portland Trail Blazers","Vet",17.1,96.6,8.7,2.9,1.9,0.4,0.2,0.4,1,7,1.6,2.9,1.8,1,2024-03-01
"Zach Collins","San Antonio Spurs","Vet",17.3,100.5,8.6,2.2,3,1.3,0.6,0.4,1.4,7.1,1.8,2.1,2.1,2.4,2024-03-01
"Alec Burks","New York Knicks","Vet",15.8,94.5,8.5,1.1,1.6,0.3,0.1,0.4,0.6,7.1,1.9,4,0.6,1.2,2024-03-01
"Draymond Green","Golden State Warriors","Vet",26,100.8,8.4,5.9,5.4,1.1,0.7,0.9,2,6.7,1.3,2.5,1.9,2.7,2024-03-01
