"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Gradey Dick","Toronto Raptors","Rookie",8.3,99.5,2.8,0.7,0.8,0.3,0.1,0.3,0.4,2.3,0.5,1.3,0.6,0.8,2024-02-05
"Dario Saric","Golden State Warriors","Vet",5.8,97.6,2.7,0.8,1.1,0.4,0.1,0.2,0.4,2,0.5,1,0.4,0.6,2024-02-05
"Quentin Grimes","New York Knicks","Vet",6.6,95.5,2.7,0.4,0.6,0.1,0,0.2,0.2,2.2,0.3,1.6,0.5,0.5,2024-02-05
"JT Thor","Charlotte Hornets","Vet",8.9,97.5,2.7,0.3,1.2,0.5,0.3,0.2,0.3,2.4,0.4,1,0.8,0.7,2024-02-05
"Malaki Branham","San Antonio Spurs","Sophomore",6.6,101.9,2.7,0.7,0.6,0.1,0,0.2,0.3,2.4,0.3,1,0.5,0.5,2024-02-05
"Larry Nance Jr.","New Orleans Pelicans","Vet",8.4,98,2.6,0.7,1.7,0.6,0.2,0.4,0.3,1.8,0.4,0.7,0.8,0.7,2024-02-05
"Xavier Tillman","Memphis Grizzlies","Vet",8.3,98.3,2.6,0.7,1.3,0.7,0.3,0.4,0.3,2.3,0.5,0.5,1.1,0.8,2024-02-05
"Harry Giles III","Brooklyn Nets","Vet",5.2,99,2.6,0.5,1.1,0.5,0.2,0.1,0.4,2.3,0.6,0.7,1,0.8,2024-02-05
"Tosan Evbuomwan","Memphis Grizzlies","Rookie",8.5,97.5,2.6,0.6,1.1,0.7,0.2,0.2,0.4,2,0.4,0.9,0.7,0.9,2024-02-05
"Brandon Clarke","Memphis Grizzlies","Vet",5.5,99.5,2.5,0.4,1,0.5,0.2,0.2,0.2,1.9,0.6,0.4,0.8,0.6,2024-02-05
"Jevon Carter","Chicago Bulls","Vet",6.5,96.5,2.5,0.5,0.4,0.1,0.1,0.2,0.2,2.4,0.1,1.6,0.1,0.5,2024-02-05
"Bol Bol","Phoenix Suns","Vet",5.6,97.2,2.4,0.3,1.3,0.4,0.3,0.1,0.3,1.8,0.4,0.5,0.5,0.5,2024-02-05
"Duane Washington Jr.","New York Knicks","Vet",4.2,99.1,2.3,0.5,0.4,0.1,0,0.1,0.2,2.1,0.3,1,0.4,0.3,2024-02-05
"Vasilije Micic","Oklahoma City Thunder","Rookie",6.7,96.8,2.2,1.3,0.5,0.1,0,0.2,0.4,1.7,0.4,0.8,0.4,0.5,2024-02-05
"Jordan McLaughlin","Minnesota Timberwolves","Vet",7.6,98.8,2.1,1.4,0.6,0.2,0.1,0.4,0.3,1.8,0.2,1.1,0.4,0.4,2024-02-05
"Malcolm Brogdon","Portland Trail Blazers","Vet",4,97.5,2.1,0.7,0.5,0.1,0,0.1,0.2,1.6,0.3,0.7,0.4,0.2,2024-02-05
"Keita Bates-Diop","Phoenix Suns","Vet",6.5,97.8,2.1,0.4,0.8,0.3,0.1,0.2,0.2,1.6,0.4,0.7,0.6,0.4,2024-02-05
"Santi Aldama","Memphis Grizzlies","Vet",5,98.1,2.1,0.4,0.9,0.2,0.1,0.1,0.2,1.7,0.2,1,0.4,0.3,2024-02-05
"Anthony Black","Orlando Magic","Rookie",7.2,97.9,2.1,0.6,0.7,0.2,0.1,0.2,0.3,1.6,0.5,0.6,0.5,0.8,2024-02-05
"Neemias Queta","Boston Celtics","Vet",5.2,96.2,2,0.2,1.1,0.7,0.3,0.1,0.2,1.5,0.5,0,0.9,0.8,2024-02-05
"A.J. Green","Milwaukee Bucks","Sophomore",4.8,97.8,2,0.3,0.5,0.1,0,0.1,0.1,1.7,0.1,1.5,0.1,0.5,2024-02-05
"Patty Mills","Atlanta Hawks","Vet",6.5,99.5,2,0.5,0.5,0.1,0,0.2,0.2,1.8,0.1,1.2,0.1,0.5,2024-02-05
"Johnny Davis","Washington Wizards","Sophomore",5.4,99.8,2,0.3,0.5,0.2,0.1,0.2,0.2,1.8,0.3,0.5,0.5,0.5,2024-02-05
"Victor Oladipo","Memphis Grizzlies","Vet",4.4,97.9,1.9,0.5,0.5,0.1,0.1,0.2,0.3,1.5,0.3,0.8,0.3,0.4,2024-02-05
"Terquavion Smith","Philadelphia 76ers","Rookie",3.8,101.8,1.9,0.5,0.3,0.1,0,0.2,0.2,1.7,0.3,1.2,0.3,0.3,2024-02-05
"James Bouknight","Charlotte Hornets","Vet",3.6,97.1,1.9,0.3,0.4,0.1,0,0.1,0.2,1.7,0.2,1.1,0.3,0.3,2024-02-05
"Blake Wesley","San Antonio Spurs","Sophomore",6.4,99.8,1.9,1.2,0.6,0.1,0.1,0.2,0.4,1.6,0.4,0.4,0.7,0.7,2024-02-05
"Gui Santos","Golden State Warriors","Rookie",5.7,98.3,1.9,0.5,0.7,0.4,0.1,0.2,0.3,1.5,0.4,0.7,0.4,0.7,2024-02-05
"JaVale McGee","Sacramento Kings","Vet",3.5,99.1,1.9,0.2,0.8,0.4,0.2,0.1,0.3,1.3,0.5,0.1,0.7,0.5,2024-02-05
"Julian Phillips","Chicago Bulls","Rookie",5.9,98.6,1.9,0.3,0.6,0.2,0.2,0.1,0.2,1.4,0.4,0.8,0.5,0.8,2024-02-05
"Isaiah Jackson","Indiana Pacers","Vet",3.9,100.5,1.8,0.3,0.7,0.5,0.3,0.1,0.2,1.3,0.5,0,0.9,0.7,2024-02-05
"Mike Muscala","Detroit Pistons","Vet",6.2,98.5,1.8,0.4,1,0.3,0.2,0.1,0.2,1.5,0.2,1.1,0.2,0.6,2024-02-05
"Ben Sheppard","Indiana Pacers","Rookie",5.9,101.2,1.8,0.4,0.6,0.1,0,0.2,0.1,1.5,0.2,1,0.3,0.7,2024-02-05
"Ricky Council IV","Philadelphia 76ers","Rookie",4,101.4,1.8,0.2,0.4,0.3,0,0.1,0.2,1.4,0.5,0.4,0.6,0.4,2024-02-05
"Oshae Brissett","Boston Celtics","Vet",4.7,98.1,1.7,0.3,0.7,0.4,0.1,0.1,0.2,1.3,0.5,0.5,0.5,0.4,2024-02-05
"Nathan Mensah","Charlotte Hornets","Rookie",7.4,96.9,1.7,0.3,1,0.7,0.4,0.2,0.3,1.2,0.3,0.1,0.5,1.2,2024-02-05
"Talen Horton-Tucker","Utah Jazz","Vet",2.9,99.8,1.6,0.6,0.3,0.1,0,0.1,0.3,1.5,0.4,0.5,0.4,0.3,2024-02-05
"DeAndre Jordan","Denver Nuggets","Vet",5.1,95.2,1.6,0.3,1.2,0.6,0.2,0.1,0.3,1.1,0.5,0,0.9,0.7,2024-02-05
"Brook Lopez","Milwaukee Bucks","Vet",3.6,102.1,1.5,0.2,0.5,0.2,0.3,0.1,0.1,1.2,0.2,0.6,0.3,0.3,2024-02-05
"Skylar Mays","Los Angeles Lakers","Vet",3.6,98.1,1.5,0.7,0.3,0.1,0,0.1,0.2,1.3,0.2,0.4,0.4,0.3,2024-02-05
"Julian Strawther","Denver Nuggets","Rookie",3.6,98.9,1.5,0.3,0.4,0.1,0,0.1,0.1,1.4,0.2,1,0.2,0.4,2024-02-05
"Herbert Jones","New Orleans Pelicans","Vet",3.5,98.7,1.4,0.3,0.3,0.1,0.1,0.2,0.1,1,0.2,0.5,0.3,0.3,2024-02-05
"Kris Murray","Portland Trail Blazers","Rookie",4.5,98.7,1.4,0.2,0.5,0.2,0.1,0.2,0.2,1.2,0.2,0.6,0.5,0.3,2024-02-05
"Craig Porter","Cleveland Cavaliers","Rookie",3.2,95.8,1.4,0.6,0.4,0.1,0,0.1,0.2,1.2,0.3,0.2,0.4,0.2,2024-02-05
"Charles Bassey","San Antonio Spurs","Vet",3.7,100.2,1.3,0.4,0.8,0.4,0.3,0.1,0.2,0.9,0.2,0.1,0.5,0.6,2024-02-05
"Lindy Waters III","Oklahoma City Thunder","Vet",3.5,97,1.3,0.2,0.4,0.1,0.1,0.1,0.1,1.1,0.1,1,0.1,0.3,2024-02-05
"Trey Jemison","Memphis Grizzlies","Rookie",3.9,98.9,1.3,0.2,0.7,0.4,0.2,0.1,0.2,0.9,0.3,0.1,0.5,0.6,2024-02-05
"Damian Jones","Cleveland Cavaliers","Vet",3.3,94,1.2,0.2,0.5,0.2,0.2,0.1,0.2,0.8,0.3,0.2,0.4,0.4,2024-02-05
"Chimezie Metu","Phoenix Suns","Vet",3,98.3,1.2,0.1,0.6,0.2,0.1,0.1,0.1,0.9,0.3,0.3,0.4,0.3,2024-02-05
"Dominick Barlow","San Antonio Spurs","Sophomore",3.7,98.1,1.2,0.3,0.6,0.4,0.2,0.1,0.1,1,0.3,0.1,0.4,0.5,2024-02-05
"Patrick Baldwin Jr.","Washington Wizards","Sophomore",2.7,101.6,1.2,0.2,0.5,0.1,0.1,0.1,0.1,1,0.2,0.6,0.3,0.3,2024-02-05
"Chris Boucher","Toronto Raptors","Vet",2.5,97.3,1.1,0.1,0.5,0.2,0.1,0.1,0.1,0.8,0.3,0.3,0.3,0.2,2024-02-05
"Dylan Windler","Los Angeles Lakers","Vet",2.6,98.2,1.1,0.3,0.4,0.1,0,0.1,0.1,0.9,0.2,0.7,0.1,0.3,2024-02-05
"Luka Garza","Minnesota Timberwolves","Vet",1.8,100.9,1.1,0.1,0.2,0.2,0,0,0.1,0.9,0.4,0.3,0.2,0.3,2024-02-05
"Jock Landale","Houston Rockets","Vet",2.7,100.5,1,0.2,0.4,0.3,0.1,0.1,0.1,0.8,0.3,0.1,0.4,0.3,2024-02-05
"Damion Lee","Phoenix Suns","Vet",2.8,98.1,1,0.2,0.3,0.1,0,0.1,0.1,0.9,0.1,0.5,0.1,0.2,2024-02-05
"Jericho Sims","New York Knicks","Vet",5.8,94,1,0.2,0.9,0.6,0.2,0.1,0.2,0.7,0.2,0,0.5,0.7,2024-02-05
"Goga Bitadze","Orlando Magic","Vet",2.8,95.9,0.9,0.2,0.5,0.3,0.2,0.1,0.1,0.6,0.3,0.1,0.5,0.4,2024-02-05
"Sasha Vezenkov","Sacramento Kings","Rookie",2.1,98.6,0.9,0.1,0.3,0.1,0,0.1,0.1,0.8,0.1,0.5,0.2,0.2,2024-02-05
"Matt Ryan","New Orleans Pelicans","Vet",2.3,100.7,0.9,0.1,0.2,0,0,0.1,0.1,0.7,0.1,0.5,0.1,0.2,2024-02-05
"Justin Minaya","Portland Trail Blazers","Sophomore",3.5,96.4,0.9,0.2,0.4,0.2,0.1,0.1,0.1,0.7,0.2,0.4,0.2,0.3,2024-02-05
"Joshua Primo","Los Angeles Clippers","Vet",2.5,99.1,0.9,0.3,0.2,0.1,0,0.1,0.2,0.8,0.2,0.3,0.2,0.2,2024-02-05
"Shake Milton","Minnesota Timberwolves","Vet",2.4,99.4,0.9,0.3,0.2,0,0,0.1,0.1,0.8,0.2,0.2,0.2,0.2,2024-02-05
"Jared Butler","Washington Wizards","Vet",1.6,98.8,0.8,0.3,0.1,0,0,0.1,0.1,0.6,0.1,0.3,0.2,0.2,2024-02-05
"Usman Garuba","Golden State Warriors","Vet",2.6,99.3,0.8,0.2,0.5,0.3,0.1,0.1,0.1,0.7,0.2,0.3,0.3,0.4,2024-02-05
"Kessler Edwards","Sacramento Kings","Vet",2.7,97.8,0.8,0.2,0.3,0.1,0.1,0.1,0.1,0.7,0.1,0.4,0.2,0.2,2024-02-05
"Vlatko Cancar","Denver Nuggets","Vet",2.5,98.2,0.8,0.2,0.3,0.1,0,0.1,0.1,0.8,0.1,0.3,0.2,0.2,2024-02-05
"Jay Huff","Denver Nuggets","Vet",1.6,98.1,0.7,0.1,0.2,0.1,0.1,0,0.1,0.5,0.2,0.3,0.1,0.2,2024-02-05
"Theo Maledon","Phoenix Suns","Vet",2,98.7,0.7,0.3,0.2,0,0,0.1,0.1,0.7,0.1,0.3,0.2,0.2,2024-02-05
"Jared Rhoden","Detroit Pistons","Sophomore",1.9,98.6,0.7,0.1,0.2,0.1,0,0.1,0.1,0.6,0.1,0.2,0.2,0.2,2024-02-05
"Seth Curry","Dallas Mavericks","Vet",2,99.5,0.7,0.1,0.2,0,0,0.1,0.1,0.7,0.1,0.4,0.1,0.1,2024-02-05
"Kyle Kuzma","Washington Wizards","Vet",1,101.5,0.7,0.1,0.2,0,0,0,0.1,0.6,0.1,0.2,0.1,0.1,2024-02-05
"Isaiah Livers","Washington Wizards","Vet",2.5,99.2,0.7,0.1,0.2,0.1,0,0.1,0.1,0.6,0.1,0.4,0.1,0.2,2024-02-05
"Andre Jackson Jr.","Milwaukee Bucks","Rookie",2.6,100.7,0.7,0.2,0.3,0.2,0,0.1,0.1,0.5,0.1,0.2,0.2,0.4,2024-02-05
"Ziaire Williams","Memphis Grizzlies","Vet",1.6,98.2,0.7,0.1,0.2,0,0,0,0.1,0.6,0.1,0.3,0.2,0.1,2024-02-05
"James Wiseman","Detroit Pistons","Vet",1.7,99.6,0.7,0.1,0.3,0.2,0.1,0,0.1,0.5,0.2,0,0.3,0.2,2024-02-05
"MarJon Beauchamp","Milwaukee Bucks","Sophomore",1.9,101.2,0.7,0.1,0.2,0.1,0,0.1,0.1,0.6,0.1,0.2,0.1,0.2,2024-02-05
"John Konchar","Memphis Grizzlies","Vet",3.3,98.6,0.6,0.3,0.6,0.2,0.1,0.1,0.1,0.5,0.1,0.3,0.2,0.2,2024-02-05
"Sandro Mamukelashvili","San Antonio Spurs","Vet",1.4,100.8,0.6,0.2,0.3,0.1,0,0,0.1,0.5,0.1,0.2,0.2,0.1,2024-02-05
"Jalen McDaniels","Toronto Raptors","Vet",1.5,97.6,0.6,0.1,0.2,0,0,0.1,0.1,0.5,0.1,0.3,0.1,0.1,2024-02-05
"Jordan Goodwin","Phoenix Suns","Vet",1.6,96.8,0.6,0.2,0.2,0.1,0,0.1,0.1,0.6,0.1,0.2,0.1,0.1,2024-02-05
"Anthony Gill","Washington Wizards","Vet",1.9,101.5,0.6,0.1,0.3,0.1,0,0,0.1,0.5,0.2,0.2,0.2,0.2,2024-02-05
"Justin Holiday","Denver Nuggets","Vet",2.5,97.2,0.6,0.2,0.2,0,0,0.1,0.1,0.6,0,0.4,0.1,0.2,2024-02-05
"Jarace Walker","Indiana Pacers","Rookie",1.5,100.6,0.6,0.1,0.2,0.1,0,0.1,0.1,0.6,0.1,0.3,0.1,0.2,2024-02-05
"Tobias Harris","Philadelphia 76ers","Vet",1,98,0.5,0.1,0.1,0,0,0,0,0.4,0.1,0.1,0.1,0.1,2024-02-05
"Troy Brown Jr.","Minnesota Timberwolves","Vet",1.5,98.2,0.5,0.1,0.2,0,0,0,0.1,0.5,0.1,0.3,0.1,0.1,2024-02-05
"Kevon Harris","Orlando Magic","Sophomore",1.3,99.6,0.5,0.1,0.1,0.1,0,0,0.1,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Reggie Bullock","Houston Rockets","Vet",1.9,99.9,0.5,0.1,0.2,0,0,0,0,0.5,0,0.4,0,0.1,2024-02-05
"Killian Hayes","Detroit Pistons","Vet",2,99.2,0.5,0.4,0.2,0,0,0.1,0.1,0.5,0.1,0.1,0.1,0.2,2024-02-05
"Thanasis Antetokounmpo","Milwaukee Bucks","Vet",1.6,97.2,0.5,0.1,0.2,0.1,0,0,0.1,0.4,0.1,0,0.2,0.3,2024-02-05
"Brandon Boston Jr.","Los Angeles Clippers","Vet",0.9,95.8,0.5,0.1,0.1,0,0,0,0,0.4,0.1,0.1,0.1,0.1,2024-02-05
"Jamal Cain","Miami Heat","Sophomore",0.9,97.4,0.4,0,0.1,0.1,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Nate Hinton","Houston Rockets","Vet",0.8,100.8,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.2,0.1,0.1,2024-02-05
"Devonte' Graham","San Antonio Spurs","Vet",1,99.7,0.4,0.2,0.1,0,0,0,0,0.4,0.1,0.3,0,0.1,2024-02-05
"Dru Smith","Miami Heat","Sophomore",1.2,97.5,0.4,0.1,0.1,0,0,0.1,0,0.3,0,0.2,0.1,0.1,2024-02-05
"Jake LaRavia","Memphis Grizzlies","Sophomore",1.1,97.8,0.4,0.1,0.1,0.1,0,0,0,0.3,0.1,0.2,0.1,0.1,2024-02-05
"Daniel Theis","Los Angeles Clippers","Vet",1.1,97.7,0.4,0.1,0.2,0.1,0.1,0,0,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Stanley Umude","Detroit Pistons","Sophomore",1,99.9,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.2,0.1,0.1,2024-02-05
"Trevelin Queen","Orlando Magic","Vet",1.2,96.4,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.2,0.1,0.1,2024-02-05
"Brandon Williams","Dallas Mavericks","Vet",0.8,98.2,0.4,0.1,0.1,0,0,0,0.1,0.4,0.1,0.1,0.1,0.1,2024-02-05
"Onuralp Bitim","Chicago Bulls","Rookie",1,98.4,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Moses Brown","Portland Trail Blazers","Vet",1.1,97.3,0.4,0,0.3,0.1,0,0,0.1,0.3,0.1,0,0.2,0.1,2024-02-05
"Jeremiah Robinson-Earl","New Orleans Pelicans","Vet",1,97.5,0.4,0.1,0.2,0.1,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-02-05
"David Duke Jr.","San Antonio Spurs","Vet",1,99.2,0.4,0.1,0.1,0.1,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Jaylen Clark","Minnesota Timberwolves",NA,1,98.2,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.2,0.1,0.1,2024-02-05
"Oscar Tshiebwe","Indiana Pacers","Rookie",1,99.4,0.4,0.1,0.2,0.1,0,0,0.1,0.4,0.1,0,0.1,0.1,2024-02-05
"Omer Yurtseven","Utah Jazz","Vet",1,99,0.4,0.1,0.2,0.1,0,0,0.1,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Markieff Morris","Dallas Mavericks","Vet",1.2,98.6,0.4,0.1,0.2,0.1,0,0,0.1,0.4,0,0.2,0,0.1,2024-02-05
"Otto Porter Jr.","Toronto Raptors","Vet",1.1,98.7,0.3,0.1,0.2,0.1,0,0,0,0.2,0,0.1,0,0.1,2024-02-05
"Kendall Brown","Indiana Pacers","Sophomore",0.6,98.2,0.3,0,0.1,0,0,0,0,0.2,0.1,0,0.1,0.1,2024-02-05
"AJ Lawson","Dallas Mavericks","Sophomore",0.8,101.8,0.3,0.1,0.1,0,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Terry Taylor","Chicago Bulls","Vet",0.9,97.1,0.3,0,0.1,0.1,0,0,0,0.2,0,0.1,0.1,0.1,2024-02-05
"Yuta Watanabe","Phoenix Suns","Vet",1,97.4,0.3,0,0.1,0,0,0,0,0.3,0,0.2,0,0.1,2024-02-05
"Taylor Hendricks","Utah Jazz","Rookie",0.9,99.6,0.3,0,0.1,0.1,0,0,0,0.3,0.1,0.2,0.1,0.1,2024-02-05
"R.J. Hampton","Miami Heat","Vet",1,97.6,0.3,0.1,0.1,0,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-02-05
"TyTy Washington Jr.","Milwaukee Bucks","Sophomore",0.8,97.6,0.3,0.1,0.1,0,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Daishen Nix","Minnesota Timberwolves","Vet",0.8,97.7,0.3,0.1,0.1,0,0,0,0.1,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Micah Potter","Utah Jazz","Vet",0.7,97.7,0.3,0,0.1,0,0,0,0,0.2,0,0.1,0.1,0.1,2024-02-05
"Xavier Moon","Los Angeles Clippers","Vet",0.9,97.8,0.3,0.1,0.1,0,0,0,0,0.3,0,0.1,0.1,0.1,2024-02-05
"Zeke Nnaji","Denver Nuggets","Vet",0.9,96.5,0.3,0.1,0.1,0.1,0,0,0.1,0.3,0.1,0.1,0.1,0.1,2024-02-05
"Alex Len","Sacramento Kings","Vet",0.6,98,0.2,0.1,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,2024-02-05
"Nah'Shon Hyland","Los Angeles Clippers","Vet",0.4,96.6,0.2,0.1,0,0,0,0,0,0.2,0,0.1,0,0,2024-02-05
"Orlando Robinson","Miami Heat","Sophomore",0.6,95.9,0.2,0.1,0.1,0.1,0,0,0,0.2,0.1,0,0.1,0.1,2024-02-05
"Svi Mykhailiuk","Boston Celtics","Vet",0.4,96.8,0.2,0,0,0,0,0,0,0.2,0,0.1,0,0,2024-02-05
"Mamadi Diakite","San Antonio Spurs","Vet",0.5,97.6,0.2,0,0.1,0,0,0,0,0.2,0,0,0.1,0.1,2024-02-05
"Jalen Pickett","Denver Nuggets","Rookie",0.4,96.7,0.2,0.1,0,0,0,0,0,0.1,0,0.1,0,0,2024-02-05
"Rayan Rupert","Portland Trail Blazers","Rookie",0.6,97.6,0.2,0,0.1,0,0,0,0,0.2,0,0.1,0.1,0,2024-02-05
"Leonard Miller","Minnesota Timberwolves","Rookie",0.6,99,0.2,0,0.1,0,0,0,0,0.2,0,0.1,0.1,0.1,2024-02-05
"Udoka Azubuike","Phoenix Suns","Vet",0.7,98.4,0.2,0,0.1,0.1,0,0,0,0.2,0.1,0,0.1,0.1,2024-02-05
"Jacob Toppin","New York Knicks","Rookie",0.5,97.9,0.2,0,0.1,0,0,0,0,0.2,0,0.1,0.1,0.1,2024-02-05
"Adama Sanogo","Chicago Bulls","Rookie",0.6,98,0.2,0,0.1,0.1,0,0,0,0.2,0.1,0,0.1,0.1,2024-02-05
"Colby Jones","Sacramento Kings","Rookie",0.5,97.5,0.2,0,0.1,0,0,0,0,0.2,0,0.1,0,0.1,2024-02-05
"Chris Livingston","Milwaukee Bucks","Rookie",0.6,98.5,0.2,0,0.1,0,0,0,0,0.2,0.1,0,0.1,0.1,2024-02-05
"Jermaine Samuels Jr.","Houston Rockets","Rookie",0.4,100.1,0.2,0,0.1,0,0,0,0,0.1,0,0,0,0,2024-02-05
"Sidy Cissoko","San Antonio Spurs","Rookie",0.5,100,0.2,0,0.1,0,0,0,0,0.1,0,0.1,0,0.1,2024-02-05
"Malachi Flynn","New York Knicks","Vet",0.5,96.6,0.2,0.1,0.1,0,0,0,0,0.2,0,0.1,0,0,2024-02-05
"Luka Samanic","Utah Jazz","Vet",0.5,101.6,0.2,0,0.1,0,0,0,0,0.2,0.1,0.1,0.1,0.1,2024-02-05
"Nassir Little","Phoenix Suns","Vet",0.7,97.9,0.2,0,0.1,0,0,0,0,0.2,0,0.1,0.1,0.1,2024-02-05
"Tyler Herro","Miami Heat","Vet",0.1,97.5,0.1,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Josh Minott","Minnesota Timberwolves","Sophomore",0.3,100.8,0.1,0,0,0,0,0,0,0.1,0,0,0,0,2024-02-05
"Jules Bernard","Washington Wizards","Rookie",0.3,101.2,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,2024-02-05
"Malcolm Cazalon","Detroit Pistons","Rookie",0.4,98.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,2024-02-05
"Lamar Stevens","Boston Celtics","Vet",0.3,97.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,2024-02-05
"Admiral Schofield","Orlando Magic","Vet",0.3,97.8,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,2024-02-05
"P.J. Tucker","Los Angeles Clippers","Vet",0.6,96.8,0.1,0,0.1,0,0,0,0,0.1,0,0.1,0,0.1,2024-02-05
"Ibou Badji","Portland Trail Blazers","Sophomore",0.4,97,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0.1,2024-02-05
"Colin Castleton","Los Angeles Lakers","Rookie",0.3,98.4,0.1,0,0,0,0,0,0,0.1,0,0,0,0,2024-02-05
"James Johnson","Indiana Pacers","Vet",0.2,98.3,0.1,0,0,0,0,0,0,0.1,0,0,0,0,2024-02-05
"Garrett Temple","Toronto Raptors","Vet",0.3,97.7,0.1,0,0,0,0,0,0,0.1,0,0,0,0,2024-02-05
"Joel Embiid","Philadelphia 76ers","Vet",0,100.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Khris Middleton","Milwaukee Bucks","Vet",0,101.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Chris Paul","Golden State Warriors","Vet",0,97.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"LaMelo Ball","Charlotte Hornets","Vet",0,100.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"De'Anthony Melton","Philadelphia 76ers","Vet",0,98.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Ivica Zubac","Los Angeles Clippers","Vet",0,95.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Day'Ron Sharpe","Brooklyn Nets","Vet",0,96.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Dante Exum","Dallas Mavericks","Vet",0,100.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Robert Covington","Philadelphia 76ers","Vet",0,96.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Gary Payton II","Golden State Warriors","Vet",0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Clint Capela","Atlanta Hawks","Vet",0,100.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Jarred Vanderbilt","Los Angeles Lakers","Vet",0,101.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Davis Bertans","Oklahoma City Thunder","Vet",0,100,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Ben Simmons","Brooklyn Nets","Vet",0,98.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Kyle Lowry","Charlotte Hornets","Vet",0,96.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Dalen Terry","Chicago Bulls","Sophomore",0,96.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Nicolas Batum","Philadelphia 76ers","Vet",0,98.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Mark Williams","Charlotte Hornets","Sophomore",0,97.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Dereck Lively II","Dallas Mavericks","Rookie",0,100.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Saben Lee","Phoenix Suns","Vet",0,97.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Dorian Finney-Smith","Brooklyn Nets","Vet",0,96.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Andrew Wiggins","Golden State Warriors","Vet",0,98.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"JD Davison","Boston Celtics","Sophomore",0,98.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Richaun Holmes","Dallas Mavericks","Vet",0,98.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Keon Ellis","Sacramento Kings","Sophomore",0,98,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Moussa Diabate","Los Angeles Clippers","Sophomore",0,97.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Saddiq Bey","Atlanta Hawks","Vet",0,101.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Cody Martin","Charlotte Hornets","Vet",0,97.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Cam Reddish","Los Angeles Lakers","Vet",0,102,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Tristan Thompson","Cleveland Cavaliers","Vet",0,95.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
"Malcolm Hill","New Orleans Pelicans","Vet",0,98.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-05
