"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Tyrese Maxey","Philadelphia 76ers","Vet",36.3,97.5,23.2,5.6,3,0.5,0.4,1,2.2,19.3,5.5,7,5.5,2.4,2024-02-21
"Anthony Davis","Los Angeles Lakers","Vet",34.8,101.1,22.8,3.5,9.4,3,2.2,1.2,2.4,17.1,7,1.1,6.5,2.5,2024-02-21
"Trae Young","Atlanta Hawks","Vet",35.6,101.5,22.8,11.6,2.4,0.5,0.3,1.3,4.1,17.6,7.4,8.1,2.3,2.1,2024-02-21
"Damian Lillard","Milwaukee Bucks","Vet",34.4,101.8,22.4,6.1,3.4,0.6,0.3,1,2.7,17.6,7.5,7.8,4.2,2,2024-02-21
"Stephen Curry","Golden State Warriors","Vet",27.9,101,22.3,4.5,3.2,0.4,0.3,0.8,2.5,16.5,3.9,8.3,1.7,1.7,2024-02-21
"Paolo Banchero","Orlando Magic","Sophomore",34.4,96.5,21.6,5.1,5.8,1,0.5,1,3,17,7.1,4.7,4.6,2.1,2024-02-21
"Victor Wembanyama","San Antonio Spurs","Rookie",28.8,101.6,21.4,3.4,7.9,2.1,2.9,1.1,3.3,16.1,5.5,4.8,5,2.4,2024-02-21
"DeMar DeRozan","Chicago Bulls","Vet",37.4,96.1,21.4,4.9,3.7,0.5,0.5,1.1,2,15.8,7,2.1,3.5,2.4,2024-02-21
"Karl-Anthony Towns","Minnesota Timberwolves","Vet",31.3,96.7,20.7,2.5,6.3,1.4,0.8,0.7,2.6,14.7,5.1,5.1,4.6,3.4,2024-02-21
"Kristaps Porzingis","Boston Celtics","Vet",31,99.5,20.6,1.9,5.9,1.6,1.7,0.8,1.9,14.6,6,5.1,3.6,3.1,2024-02-21
"Pascal Siakam","Indiana Pacers","Vet",34.2,99.8,20.4,4.5,4.9,1.6,0.4,1,2.1,14.9,5.4,3.2,4.9,2.8,2024-02-21
"Brandon Ingram","New Orleans Pelicans","Vet",33.7,96.8,20.4,5.9,4.2,0.8,0.6,0.8,2.7,15.7,5.3,3.7,2.8,2.5,2024-02-21
"Jerami Grant","Portland Trail Blazers","Vet",34.3,96.5,20.3,2.6,3.2,0.8,0.7,0.8,2.3,15.7,6.3,4.3,4.4,2.4,2024-02-21
"Franz Wagner","Orlando Magic","Vet",33,96.9,20,3.8,4.2,1,0.4,1,2.3,15.7,4.7,5.1,5.3,2.4,2024-02-21
"Paul George","Los Angeles Clippers","Vet",31.8,97,19.8,3.2,4.5,0.6,0.4,1.5,2.1,15.9,3.9,7,2.6,2.9,2024-02-21
"Coby White","Chicago Bulls","Vet",36.6,95.9,19.8,5.1,4.4,0.6,0.2,0.8,2.6,15.5,4.3,6.8,4.1,2.4,2024-02-21
"Anfernee Simons","Portland Trail Blazers","Vet",32.3,96.7,19.6,5,2.9,0.4,0.2,0.6,2.6,16.5,3.5,8,3.3,2.3,2024-02-21
"Dejounte Murray","Atlanta Hawks","Vet",34.2,100.6,19.5,4.9,4.5,0.7,0.3,1.4,2.5,16.7,3.6,5.8,3.8,1.9,2024-02-21
"Miles Bridges","Charlotte Hornets","Vet",34.6,97,19.3,3.2,5.6,0.9,0.6,1,2,15.8,3.3,6,5.2,2,2024-02-21
"Jalen Williams","Oklahoma City Thunder","Sophomore",33,100.4,19.2,4.6,3.6,0.8,0.4,1.3,2.1,14.9,3.6,4,4.6,2.7,2024-02-21
"Alperen Sengun","Houston Rockets","Vet",33.3,98,19.2,4.8,6.3,3.1,0.9,1.2,2.8,14.4,5.7,1.2,6.3,3.7,2024-02-21
"Mikal Bridges","Brooklyn Nets","Vet",34.4,97.4,19.1,3.2,3.7,0.7,0.5,1.1,1.9,15.8,4,7.4,3.1,1.7,2024-02-21
"Domantas Sabonis","Sacramento Kings","Vet",35.1,99.8,18.8,8,10.3,3.5,0.6,1,3.4,12.8,5,1,7.2,3.3,2024-02-21
"Cade Cunningham","Detroit Pistons","Vet",30.9,99.6,18.7,6.8,3.7,0.5,0.4,1,3.2,15.3,4.1,3.3,4,2.5,2024-02-21
"Cam Thomas","Brooklyn Nets","Vet",29.4,97.9,18.6,2.6,2.5,0.4,0.3,0.8,2,15.1,4.4,5,2.5,2.1,2024-02-21
"Lauri Markkanen","Utah Jazz","Vet",28.4,100.1,18.5,1.6,5.4,2,0.4,0.7,1.3,13.7,4.2,6.2,3,1.8,2024-02-21
"RJ Barrett","Toronto Raptors","Vet",32.6,98.2,18.5,3,4.7,1.1,0.4,0.7,2.2,14,5.6,3.4,6.5,2.5,2024-02-21
"Scottie Barnes","Toronto Raptors","Vet",33.7,98.1,18.2,5.6,5.3,2.1,1.2,1.1,2.8,14.7,4.8,3.7,5,2.2,2024-02-21
"Devin Vassell","San Antonio Spurs","Vet",31.8,100.4,18.1,3.6,3.3,0.4,0.3,1.1,1.7,15,3.4,6,3,1.2,2024-02-21
"CJ McCollum","New Orleans Pelicans","Vet",31.9,96.8,17.8,4.2,3.5,0.5,0.5,1,1.7,14.3,2.4,7.8,1.5,2.2,2024-02-21
"D'Angelo Russell","Los Angeles Lakers","Vet",32.7,101.5,17.8,6.2,2.8,0.5,0.5,1,2.3,14,2.9,6.2,2.4,2.3,2024-02-21
"Tyrese Haliburton","Indiana Pacers","Vet",30.7,102,17.7,9.2,3,0.6,0.6,1.3,2.2,13.5,3.1,6.8,2.5,1.4,2024-02-21
"Nikola Vucevic","Chicago Bulls","Vet",34.1,96.5,17.4,3,8,2.4,0.9,0.8,1.6,15.4,2,3.9,3.8,2.6,2024-02-21
"Jalen Green","Houston Rockets","Vet",29.6,98.8,17.3,3.2,4,0.5,0.3,0.7,2.3,14.6,4.5,5.9,3.8,1.5,2024-02-21
"Bam Adebayo","Miami Heat","Vet",33.2,95.9,17.2,3.6,8,2.4,0.9,1.1,2.5,13.4,5.4,-0.1,4.4,2.7,2024-02-21
"Jaden Ivey","Detroit Pistons","Sophomore",30.5,100,17.2,4,2.7,1.1,0.5,0.8,2.7,13.9,4.5,5,3.8,3.2,2024-02-21
"Tyler Herro","Miami Heat","Vet",30.3,96.7,17.1,3.9,4.2,0.4,0.2,0.7,2,15.2,2.1,6.9,1.8,1.4,2024-02-21
"Collin Sexton","Utah Jazz","Vet",23.4,100.4,16.8,4.4,1.6,0.7,0.2,0.7,2.2,12.3,4.6,3.8,3.3,2,2024-02-21
"Brandon Miller","Charlotte Hornets","Rookie",31.1,96.8,16.8,2.2,3.3,0.8,0.6,0.9,1.9,14.1,2.8,6.4,2.4,2.7,2024-02-21
"Ja Morant","Memphis Grizzlies","Vet",25.9,97.7,16.7,5.5,3.6,0.7,0.3,0.8,2.6,13.4,5,3.9,4.1,1.7,2024-02-21
"James Harden","Los Angeles Clippers","Vet",34.8,96.5,16.6,7.3,4.8,0.6,0.8,1.3,2.7,11.4,4.7,6.4,2,2.2,2024-02-21
"LaMelo Ball","Charlotte Hornets","Vet",23.1,98.9,16.2,5.1,2.9,0.8,0.2,1.1,2.7,13.2,3.3,6.3,3.1,2.6,2024-02-21
"Klay Thompson","Golden State Warriors","Vet",29.2,100.1,16,1.9,3.1,0.4,0.4,0.6,1.3,13.8,1.9,8,1.2,1.9,2024-02-21
"Deni Avdija","Washington Wizards","Vet",32.6,102.6,15.9,3.7,6.7,1.3,0.5,1,2.5,12.2,4.6,3.7,5,3.1,2024-02-21
"Michael Porter Jr.","Denver Nuggets","Vet",32.9,95.9,15.5,1.4,5.4,1.2,0.6,0.6,1.1,12.7,1.5,6.6,2.1,2,2024-02-21
"Austin Reaves","Los Angeles Lakers","Vet",32.4,100.7,15.5,5.3,3.1,0.7,0.3,0.9,2.1,11.6,4,4.8,2.7,2.1,2024-02-21
"Jordan Clarkson","Utah Jazz","Vet",28.9,98.6,15.5,4.4,2.3,0.9,0.1,0.7,2.3,12.9,3.3,5,2,1.7,2024-02-21
"Immanuel Quickley","Toronto Raptors","Vet",30.5,97.9,15.3,4.6,3.1,0.4,0.1,0.9,1.6,12.5,3.1,5.8,1.4,2,2024-02-21
"Jarrett Allen","Cleveland Cavaliers","Vet",31.9,97.2,15.2,2.3,7.4,3.6,1.3,0.8,1.9,10.7,4.3,0,6.1,2.4,2024-02-21
"Darius Garland","Cleveland Cavaliers","Vet",29.5,97,15.2,5.7,1.8,0.4,0.1,1.1,2.6,12.2,3.1,4.7,2.9,1.6,2024-02-21
"Malik Monk","Sacramento Kings","Vet",26.1,100.1,14.9,4.9,2.6,0.4,0.5,0.7,2.2,11.9,3.2,5.2,2.9,2.1,2024-02-21
"Chet Holmgren","Oklahoma City Thunder","Sophomore",29.7,99.5,14.7,2.1,5.9,1.7,2.7,0.7,1.5,10.8,3.2,4.1,3.7,2.7,2024-02-21
"Jordan Poole","Washington Wizards","Vet",29.9,103.4,14.4,3.6,2.4,0.5,0.4,1,2.1,12.8,2.9,6.4,2.6,3.4,2024-02-21
"Keyonte George","Utah Jazz","Rookie",31.1,99.2,14.2,4.9,3,0.3,0.1,0.8,2.3,12.3,3.3,6.8,1.5,1.7,2024-02-21
"Desmond Bane","Memphis Grizzlies","Vet",22.6,98.1,14.1,3.3,2.5,0.5,0.3,0.7,1.8,11.4,2.6,5.2,3,2,2024-02-21
"Dillon Brooks","Houston Rockets","Vet",31.8,97.8,14.1,1.7,2.9,0.7,0.3,1,1.5,11.7,2.6,5.5,2.6,3.5,2024-02-21
"Keldon Johnson","San Antonio Spurs","Vet",25.9,100.8,13.8,2,3.5,1,0.4,0.7,1.4,11.2,3.2,4.4,3.6,2.1,2024-02-21
"Derrick White","Boston Celtics","Vet",31.6,99.3,13.7,4,3.2,0.7,1,0.9,1.5,11.1,2.2,6.6,1.6,2.3,2024-02-21
"Jalen Johnson","Atlanta Hawks","Vet",32,101.6,13.7,2.7,6.5,1.4,0.8,1.2,1.8,11.3,2.8,2.6,5.1,2.7,2024-02-21
"Bogdan Bogdanovic","Atlanta Hawks","Vet",26.3,100.5,13.6,2.3,2.4,0.6,0.3,1.1,1.2,11.3,1.7,6.2,1.8,2.1,2024-02-21
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",29.8,98,13.4,1.1,3.3,1.2,0.5,1.1,1.1,11.1,3.2,3.9,4.3,3,2024-02-21
"Jonathan Kuminga","Golden State Warriors","Vet",23.2,99.7,13.2,1.8,3,1.2,0.4,0.6,1.7,9.5,3.6,1.3,4,2.1,2024-02-21
"Deandre Ayton","Portland Trail Blazers","Vet",30.1,95.5,13.2,1.6,7,2.7,0.9,0.8,1.5,11,1.8,0,3.7,2.5,2024-02-21
"Saddiq Bey","Atlanta Hawks","Vet",31.9,100.6,13.2,1.4,3.8,2.3,0.2,0.9,1,10.6,3.5,5,3.5,1.7,2024-02-21
"Aaron Gordon","Denver Nuggets","Vet",31.6,96.2,13.1,2.5,4.4,2.4,0.7,0.7,1.5,9.5,3.9,1.8,6.2,2.2,2024-02-21
"Evan Mobley","Cleveland Cavaliers","Vet",27.4,97.5,13,2.1,6.2,2.1,1.3,0.7,1.7,9.8,2.6,1.2,4.7,2.5,2024-02-21
"Buddy Hield","Philadelphia 76ers","Vet",29.2,98,12.7,3.2,3,0.6,0.4,1,1.7,10.2,1.1,6.4,1.8,2.3,2024-02-21
"Tim Hardaway Jr.","Dallas Mavericks","Vet",24.7,99.4,12.6,1.3,2.6,0.3,0.1,0.5,0.8,10.4,2.1,6,1.2,1.6,2024-02-21
"Bojan Bogdanovic","New York Knicks","Vet",23.7,96.6,12.5,1.5,2.3,0.4,0.2,0.5,1.3,10.1,2.7,5.1,1.5,1.7,2024-02-21
"Brook Lopez","Milwaukee Bucks","Vet",30.5,101.5,12.3,1.5,4.3,1.6,2.3,0.6,1,9.6,1.8,5.1,2.9,2.7,2024-02-21
"Jonas Valanciunas","New Orleans Pelicans","Vet",23.6,96.5,12.3,2,6.4,2.8,0.9,0.4,1.7,8.9,3.1,1,4.1,3,2024-02-21
"Tyus Jones","Washington Wizards","Vet",30.9,102,12.3,7.4,2.7,0.4,0.3,1.4,1.9,10.6,1.2,3.9,1.6,1.1,2024-02-21
"Scoot Henderson","Portland Trail Blazers","Rookie",25.2,97.8,12.3,4.3,2,0.7,0.2,0.7,2.7,10.3,3.4,3.3,3.6,2.5,2024-02-21
"Rudy Gobert","Minnesota Timberwolves","Vet",32.2,95.1,12.2,1.1,8.7,3.6,1.8,0.7,1.6,7.6,5.3,-0.1,6,3.1,2024-02-21
"Jalen Duren","Detroit Pistons","Sophomore",28.4,99.6,12.2,2.1,7.6,3.3,0.7,0.6,1.9,8.9,2.7,-0.1,5.3,3.1,2024-02-21
"Corey Kispert","Washington Wizards","Vet",25.1,100.7,12.2,1.9,2.5,0.4,0.2,0.5,1.2,9.9,1.8,6.1,2.3,1.7,2024-02-21
"Jaren Jackson Jr.","Memphis Grizzlies","Vet",17.5,97.7,12,1.3,2.3,0.7,0.9,0.6,1.5,9.6,3.4,3.2,2.5,2,2024-02-21
"Harrison Barnes","Sacramento Kings","Vet",29.3,100.9,12,1,2.5,0.8,0.2,0.7,0.8,8.9,2.7,4.9,1.9,1.4,2024-02-21
"Keegan Murray","Sacramento Kings","Sophomore",30.6,100.2,12,1.5,3.9,1.1,0.6,0.9,0.9,10.2,1.6,4.6,2.2,2.5,2024-02-21
"Ayo Dosunmu","Chicago Bulls","Vet",31,96.4,12,2.7,2.4,0.7,0.5,0.9,1.5,9.6,1.5,4.4,3.2,2.5,2024-02-21
"John Collins","Utah Jazz","Vet",23.4,100,11.8,1.1,5,1.9,0.7,0.5,1.3,9.2,2.5,2.3,3.8,2.4,2024-02-21
"Marvin Bagley III","Washington Wizards","Vet",23.3,101.3,11.8,1.3,4,2.7,0.7,0.5,1.4,9,3.1,0.5,5,2.2,2024-02-21
"Jabari Smith Jr.","Houston Rockets","Sophomore",30.2,97.8,11.8,1.3,5.8,1.8,0.7,0.7,1.3,10.1,2.2,4.2,2.4,2.5,2024-02-21
"Aaron Nesmith","Indiana Pacers","Vet",27.2,100.2,11.7,1.3,3,1,0.6,1,1.2,9,2.3,4.5,2.9,3.2,2024-02-21
"Rui Hachimura","Los Angeles Lakers","Vet",26.7,100.2,11.7,1.2,3.3,0.9,0.4,0.6,0.9,9.1,2.1,3.2,3,1.6,2024-02-21
"Kawhi Leonard","Los Angeles Clippers","Vet",17.1,96.7,11.6,1.7,2.5,0.6,0.4,0.8,0.9,8.4,2.4,2.5,1.8,0.9,2024-02-21
"Khris Middleton","Milwaukee Bucks","Vet",22.2,100.6,11.6,3.6,3.1,0.5,0.3,0.7,1.9,9.5,2.1,3.6,1.2,2.3,2024-02-21
"Fred VanVleet","Houston Rockets","Vet",28,97.1,11.4,5.3,2.6,0.3,0.7,1.1,1.4,9.3,2.3,5.8,1.3,2.2,2024-02-21
"Norman Powell","Los Angeles Clippers","Vet",23.1,98.7,11.4,0.9,2.2,0.3,0.3,0.6,0.8,8.7,2.1,4.2,1.6,1.8,2024-02-21
"Caris LeVert","Cleveland Cavaliers","Vet",24,97.1,11.4,3.8,2.5,0.6,0.3,0.8,1.6,9.8,2.3,4,2.6,1.8,2024-02-21
"Jimmy Butler","Miami Heat","Vet",19.6,96.1,11.2,2.6,2.3,1.1,0.2,0.9,1.1,7.6,4,1.3,2.4,0.9,2024-02-21
"Jrue Holiday","Boston Celtics","Vet",29.9,97.3,11.2,4.4,3.7,1,0.5,1,1.8,8.7,1.3,4.3,1.7,1.7,2024-02-21
"Cameron Johnson","Brooklyn Nets","Vet",25.2,96.2,11,2,3.3,0.7,0.3,0.8,1,9.3,1.6,5.3,1.8,2,2024-02-21
"Russell Westbrook","Los Angeles Clippers","Vet",22.1,100,11,4.2,3.4,1.3,0.4,0.9,2.1,9.3,2.6,2.2,4,1.8,2024-02-21
"Bobby Portis","Milwaukee Bucks","Vet",21.6,99.2,11,1,4.9,1.6,0.3,0.6,1,9.3,1.6,2.7,2.4,2,2024-02-21
"Vince Williams Jr.","Memphis Grizzlies","Sophomore",29.6,97.9,10.9,3.5,4.9,1.2,0.5,1.1,2.1,8.1,3.1,3.8,2.7,2.6,2024-02-21
"Gary Trent Jr.","Toronto Raptors","Vet",26.4,97.8,10.9,1.3,2.1,0.3,0.2,1.1,0.7,9.5,1,5.5,1,1.4,2024-02-21
"Jakob Poeltl","Toronto Raptors","Vet",27.1,97.7,10.8,2,5.7,3.1,1.5,0.8,1.6,8.2,2.6,0,4.6,3.1,2024-02-21
"Trey Murphy III","New Orleans Pelicans","Vet",24.6,97,10.8,1.3,2.7,0.5,0.4,0.8,0.6,8.7,1.8,6.1,1.3,1.5,2024-02-21
"Josh Giddey","Oklahoma City Thunder","Vet",25,99.4,10.7,4.1,4.6,1.3,0.5,0.7,1.8,9.5,1.6,3.3,3,1.6,2024-02-21
"Herbert Jones","New Orleans Pelicans","Vet",29,97.2,10.6,2,2.7,1.2,0.7,1.4,1.2,7.9,2,3.6,2.9,2.8,2024-02-21
"De'Andre Hunter","Atlanta Hawks","Vet",21.5,100.8,10.6,1,2.5,0.5,0.3,0.5,1,8.1,2.6,3.5,1.7,2.2,2024-02-21
"P.J. Washington","Dallas Mavericks","Vet",25.7,100.5,10.6,1.7,3.7,1,0.6,0.8,1.3,8.9,1.8,4.1,2.6,2.2,2024-02-21
"Andrew Wiggins","Golden State Warriors","Vet",23.5,99.6,10.5,1.4,2.6,1.2,0.5,0.7,1.1,8.5,2,2.7,2.3,2,2024-02-21
"Naz Reid","Minnesota Timberwolves","Vet",21.4,97.6,10.5,0.9,3.7,1,0.8,0.7,1.2,8.4,1.6,3.8,2.5,2.2,2024-02-21
"Malcolm Brogdon","Portland Trail Blazers","Vet",21.6,96,10.5,3.6,2.4,0.5,0.2,0.5,1.3,8.6,2.1,3.4,2.3,1.4,2024-02-21
"Jeremy Sochan","San Antonio Spurs","Sophomore",27.2,100.7,10.5,2.6,3.9,1.8,0.5,0.8,1.6,9.3,2.1,2.4,3.6,2.3,2024-02-21
"Jusuf Nurkic","Phoenix Suns","Vet",25.5,100.3,10.3,3.2,7.3,2.7,0.9,1,2,7.6,3.4,0.9,4.5,3.3,2024-02-21
"GG Jackson","Memphis Grizzlies","Rookie",20.1,97.8,10.3,0.8,2.6,0.9,0.7,0.6,1.1,8.7,2.3,4.4,2.9,1.6,2024-02-21
"Tobias Harris","Philadelphia 76ers","Vet",20.9,97.3,10.2,1.9,3.1,0.7,0.3,0.6,1.1,8.2,2.1,1.9,2.5,1.3,2024-02-21
"Wendell Carter Jr.","Orlando Magic","Vet",24.8,96.3,10.2,1.4,4.8,1.7,0.5,0.5,1.2,7.5,2.5,2.6,2.8,2.3,2024-02-21
"Alec Burks","New York Knicks","Vet",18.8,96.2,10.2,1.2,2,0.3,0.2,0.5,0.8,8.2,2.4,4.6,0.7,1.5,2024-02-21
"Jaylen Brown","Boston Celtics","Vet",16.9,98.9,10.1,1.7,2.2,0.6,0.3,0.6,1.3,8.1,2.1,2.3,2.2,1.3,2024-02-21
"Duncan Robinson","Miami Heat","Vet",22.9,95.3,10,2.1,1.8,0.2,0.2,0.5,1.1,7.9,1.1,5.4,1.3,2,2024-02-21
"Malik Beasley","Milwaukee Bucks","Vet",28.2,101.2,10,1.3,2.8,0.6,0.2,0.8,0.8,8.3,0.7,6.4,0.7,2,2024-02-21
"Kevin Huerter","Sacramento Kings","Vet",24.9,100.1,9.9,2.2,2.9,0.6,0.4,0.8,0.9,8.2,1,5.2,1.6,2.2,2024-02-21
"Grayson Allen","Phoenix Suns","Vet",30.2,99.7,9.9,2.8,2.9,0.6,0.5,0.9,1.3,7.1,1.8,4.3,2,2.1,2024-02-21
"Daniel Gafford","Dallas Mavericks","Vet",23,101.9,9.9,1.1,4.8,2.7,1.7,0.7,1.1,6.6,2.9,0,4.5,2.9,2024-02-21
"Precious Achiuwa","New York Knicks","Vet",31,93.7,9.9,1.5,5.2,3.3,1,0.8,1.4,8.2,2,1.4,4.9,2.6,2024-02-21
"Jaden McDaniels","Minnesota Timberwolves","Vet",27.9,96.5,9.7,1.1,2.2,0.9,0.6,0.8,1.2,8.1,1.2,3.1,2.2,2.9,2024-02-21
"Nicolas Claxton","Brooklyn Nets","Vet",26.1,97,9.7,1.6,6.8,2.6,1.8,0.7,1.2,7.3,2.7,-0.1,4.6,2.4,2024-02-21
"Luguentz Dort","Oklahoma City Thunder","Vet",27.6,99.9,9.7,1.2,2.7,1.1,0.5,0.8,0.9,7.8,2,4.9,1.7,3,2024-02-21
"Dennis Schroder","Brooklyn Nets","Vet",24,96.4,9.7,4.2,2,0.3,0.2,0.7,1.5,8.1,2.3,3.1,1.7,1.8,2024-02-21
"Max Strus","Cleveland Cavaliers","Vet",28.4,97.4,9.6,2.7,3.4,0.8,0.3,0.7,1.2,8.1,1.2,5.3,2.1,2.3,2024-02-21
"Ivica Zubac","Los Angeles Clippers","Vet",24.5,96.1,9.5,1.2,6,2.8,1.1,0.4,1.2,6.6,2.4,0,3.9,2.6,2024-02-21
"Brandin Podziemski","Golden State Warriors","Rookie",26.7,98,9.5,3.9,4,1.3,0.2,0.9,1.5,8.1,1.5,3.1,1.9,2,2024-02-21
"Tre Jones","San Antonio Spurs","Vet",25.6,101.1,9.4,5.2,2.6,0.7,0.2,1.1,1.5,7.4,1.8,2.1,2.9,1.4,2024-02-21
"Kyle Kuzma","Washington Wizards","Vet",14.9,101.6,9.4,1.6,2.7,0.4,0.3,0.3,1.2,8.1,1.5,3,1.7,1.1,2024-02-21
"Jaime Jaquez Jr.","Miami Heat","Rookie",23.8,96.2,9.3,1.9,2.4,1,0.2,0.8,1.5,7.6,2,1.7,2.8,2.1,2024-02-21
"Eric Gordon","Phoenix Suns","Vet",23.8,99.3,9.2,1.5,1.6,0.3,0.4,0.6,1,7.2,1,4.9,1.5,1.2,2024-02-21
"Andre Drummond","Chicago Bulls","Vet",20,95.2,9.1,0.5,6.1,3,0.8,1.1,1.4,6.8,2.9,0,5.1,2.3,2024-02-21
"Spencer Dinwiddie","Los Angeles Lakers","Vet",27.1,98.6,9.1,4.5,2.2,0.4,0.2,0.8,1.3,7.6,2.4,4.2,1.5,1.9,2024-02-21
"Marcus Smart","Memphis Grizzlies","Vet",20.2,99.3,9,2.8,1.8,0.4,0.2,1,1.6,8.1,1.9,4.4,1.1,1.9,2024-02-21
"Simone Fontecchio","Detroit Pistons","Sophomore",22.8,100.8,9,1.4,2.4,1,0.3,0.6,1,7.4,1.2,4.2,1.8,1.7,2024-02-21
"Andrew Nembhard","Indiana Pacers","Sophomore",24.7,98.7,8.9,4.4,1.6,0.6,0.1,0.9,1.6,7.6,1.2,2.1,1.9,2.1,2024-02-21
"Bennedict Mathurin","Indiana Pacers","Sophomore",17.1,100.4,8.9,1,1.9,0.6,0.2,0.4,1.2,7,2.8,1.9,2.4,1.4,2024-02-21
"Alex Caruso","Chicago Bulls","Vet",28.5,96.3,8.8,2.8,3,0.8,1.1,1.6,1.4,6.9,1.6,4.3,1.5,3,2024-02-21
"Nick Richards","Charlotte Hornets","Vet",26,96.3,8.8,0.9,5.4,2.6,1.2,0.3,1.1,5.4,3,-0.1,4,2.7,2024-02-21
"Bruce Brown","Toronto Raptors","Vet",23.9,99.2,8.8,2,3,0.8,0.4,0.9,1.1,7.4,1.8,1.6,2.4,2.3,2024-02-21
"Mike Conley","Minnesota Timberwolves","Vet",26.2,95.8,8.7,5.4,2.2,0.4,0.2,1,1.3,6.8,1.4,4.6,0.5,1.8,2024-02-21
"Santi Aldama","Memphis Grizzlies","Vet",24.1,96.5,8.6,2.1,4.2,1,0.6,0.7,1.1,7.6,1.3,4.3,1.8,1.6,2024-02-21
"Amen Thompson","Houston Rockets","Rookie",23.6,99.6,8.6,2.6,4.4,2.2,0.6,1.2,1.9,7.2,2.5,0.6,4.3,2.8,2024-02-21
"Cole Anthony","Orlando Magic","Vet",18.5,94.8,8.5,2.1,2.6,0.6,0.3,0.5,1.3,7.1,2.2,2.1,1.3,2,2024-02-21
"Donte DiVincenzo","New York Knicks","Vet",15.8,95.8,8.3,1.5,1.6,0.4,0.2,0.7,0.9,7.1,1.1,4.3,1.4,1.2,2024-02-21
"Ausar Thompson","Detroit Pistons","Rookie",24,99.3,8.3,1.5,4,2,0.7,1,1.2,7.2,2,0.9,3.8,2.6,2024-02-21
"Reggie Jackson","Denver Nuggets","Vet",20.3,95.7,8.3,3.2,1.6,0.4,0.1,0.6,1.3,7.4,0.9,2.5,1.7,1.6,2024-02-21
"Walker Kessler","Utah Jazz","Sophomore",24.3,98.1,8.2,0.9,5.1,2.8,2.5,0.5,1,5.5,1.7,0,4.3,2.4,2024-02-21
"Bilal Coulibaly","Washington Wizards","Rookie",26.8,100.7,8.2,1.6,3,1,0.6,0.9,1.5,6.7,2,2.5,2.6,2.3,2024-02-21
"Zach Collins","San Antonio Spurs","Vet",17.8,99.9,8.1,2.1,3,1.4,0.6,0.4,1.4,6.6,1.9,1.8,2.1,2.6,2024-02-21
"Caleb Martin","Miami Heat","Vet",23.4,96.4,7.9,1.6,2.8,1,0.3,0.8,1,6.7,1.2,2.4,1.9,1.8,2024-02-21
"Josh Green","Dallas Mavericks","Vet",24.3,99.7,7.9,1.9,2.4,0.6,0.2,0.7,1,6.2,1.1,3,1.8,2.1,2024-02-21
"Grant Williams","Charlotte Hornets","Vet",23.3,97.2,7.9,1.5,2.8,0.9,0.5,0.5,1.1,6.4,1.6,3.6,1.5,2.6,2024-02-21
