"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Victor Wembanyama","San Antonio Spurs","Rookie",30.5,99.3,21.4,4.3,8.5,2,3.1,1.2,3.3,16.1,5,5.9,5,2.3,2024-03-13
"Brandon Ingram","New Orleans Pelicans","Vet",33,95.9,20.7,6.1,4.5,0.7,0.6,0.7,2.7,15.2,4.9,3.8,2.7,2.2,2024-03-13
"Collin Sexton","Utah Jazz","Vet",30,99.8,20.7,5.5,2.1,1,0.2,0.9,2.4,14.7,5.2,4.9,3.6,2.2,2024-03-13
"Pascal Siakam","Indiana Pacers","Vet",32.6,98.5,20.5,4.1,5.2,1.5,0.4,0.8,1.6,15,4.6,3,5.2,2.3,2024-03-13
"Paul George","Los Angeles Clippers","Vet",33.5,95.9,20.3,3.6,4.6,0.5,0.4,1.4,2,15,3.6,7.5,2.3,2.6,2024-03-13
"D'Angelo Russell","Los Angeles Lakers","Vet",34.8,99.9,20,6.3,2.8,0.5,0.5,0.9,2.1,15.2,2.6,7.9,2.1,2.1,2024-03-13
"Coby White","Chicago Bulls","Vet",37,95.1,20,5.1,4,0.5,0.3,0.8,2.2,15.4,3.7,7.5,4,2.2,2024-03-13
"Bogdan Bogdanovic","Atlanta Hawks","Vet",33.9,98.4,19.6,3.9,3.1,0.7,0.4,1.2,1.6,16,2.1,9,2.2,2.1,2024-03-13
"Darius Garland","Cleveland Cavaliers","Vet",34.1,95.1,19.5,6.6,2,0.4,0.1,1.2,2.8,15.3,2.9,7.9,2.8,1.7,2024-03-13
"Domantas Sabonis","Sacramento Kings","Vet",34.9,98.3,19.3,8.1,9.8,3.3,0.6,0.9,3,13.4,4.4,1.2,6.5,2.9,2024-03-13
"Mikal Bridges","Brooklyn Nets","Vet",35.5,96.5,19.2,3.8,3.7,0.7,0.4,1.1,1.6,15.4,3.5,7.9,2.9,1.3,2024-03-13
"Brandon Miller","Charlotte Hornets","Rookie",34.3,96.3,19.2,3.3,3.9,0.8,0.5,0.9,1.9,16.4,2.4,7.7,2.4,2.4,2024-03-13
"Nikola Vucevic","Chicago Bulls","Vet",32.2,95.7,18.7,3.1,7.5,2.3,0.8,0.7,1.5,16,1.6,4.3,3.4,2.2,2024-03-13
"Jalen Green","Houston Rockets","Vet",31.7,98.1,18.6,3.5,4.1,0.4,0.3,0.8,2.1,16.4,3.9,7.2,4.3,1.3,2024-03-13
"Donovan Mitchell","Cleveland Cavaliers","Vet",25.2,96.5,18.5,4,3,0.5,0.3,1.1,2.1,13.1,3.7,6.6,2.9,1.7,2024-03-13
"Tyrese Haliburton","Indiana Pacers","Vet",32.3,100.4,18.5,10.1,3.2,0.5,0.6,1.2,2.1,14.7,2.7,7.2,2.4,0.9,2024-03-13
"Franz Wagner","Orlando Magic","Vet",32.3,95.3,18.5,3.5,4.2,0.8,0.4,0.9,1.9,14.4,4,4.5,5.3,2.1,2024-03-13
"Devin Vassell","San Antonio Spurs","Vet",33.5,98.8,18.5,4.4,3.6,0.4,0.4,1.1,1.7,14.6,2.7,6,2.7,1,2024-03-13
"Bam Adebayo","Miami Heat","Vet",34.2,95,18.4,3.8,7.8,2.4,0.9,1.1,2.2,14.2,5.3,0.5,4.5,2.3,2024-03-13
"De'Andre Hunter","Atlanta Hawks","Vet",32,97.9,18.4,2,3.7,0.6,0.3,0.7,1.5,14.1,4.1,6,2.5,2.5,2024-03-13
"Bradley Beal","Phoenix Suns","Vet",31.6,98.4,18.2,4.5,3,0.8,0.4,0.9,2.2,14.3,2.9,4.6,3.5,2.2,2024-03-13
"Jonathan Kuminga","Golden State Warriors","Vet",29.1,99.3,18.1,2.7,3.9,1.4,0.6,0.8,1.9,13.5,4.4,2.2,5,2.4,2024-03-13
"Deandre Ayton","Portland Trail Blazers","Vet",33.2,94.8,17.8,2.1,8.3,2.9,0.8,0.8,1.6,14.6,1.9,0.4,4.4,2.3,2024-03-13
"Terry Rozier","Miami Heat","Vet",33.5,95.9,17.7,5.9,3.4,0.6,0.3,1,1.7,14.6,2.8,5.7,2.7,1.7,2024-03-13
"Joel Embiid","Philadelphia 76ers","Vet",21.5,98.3,17.4,3.2,5.4,1.5,1.1,0.6,2.6,13.5,6,2.2,3.3,2.2,2024-03-13
"Donte DiVincenzo","New York Knicks","Vet",32.7,93.9,17.4,3.4,3.1,0.9,0.4,1.4,1.7,14.2,1.6,9.6,2.7,2.2,2024-03-13
"CJ McCollum","New Orleans Pelicans","Vet",29.9,96.4,17.1,3.8,3.4,0.5,0.5,0.8,1.4,13.9,1.9,7.8,1.5,1.8,2024-03-13
"Jaden Ivey","Detroit Pistons","Sophomore",30.6,99.4,17.1,3.9,2.4,1.1,0.5,0.8,2.3,13.6,4.1,5.3,3,2.7,2024-03-13
"James Harden","Los Angeles Clippers","Vet",33.8,95.2,17,7.8,4.4,0.6,0.7,1.1,2.5,11.7,4.3,7.1,1.9,1.8,2024-03-13
"Jarrett Allen","Cleveland Cavaliers","Vet",33.1,95.6,16.9,2.6,7.6,3.4,1.1,0.8,1.7,11.5,4.7,0.4,6.9,1.9,2024-03-13
"Myles Turner","Indiana Pacers","Vet",27.1,99.6,16.8,1.4,5.3,1.4,1.8,0.6,1.3,12.2,4.2,4,3.7,2.9,2024-03-13
"Malik Monk","Sacramento Kings","Vet",26.4,98.4,16.7,5.2,2.7,0.4,0.5,0.7,2,13.6,3,5.9,2.4,1.9,2024-03-13
"Michael Porter Jr.","Denver Nuggets","Vet",31.4,95.7,16.6,1.8,5.3,1.2,0.6,0.6,0.9,12.9,1.2,6.6,2.2,1.7,2024-03-13
"Austin Reaves","Los Angeles Lakers","Vet",34.5,99.6,16.5,5.9,3.5,0.6,0.3,0.8,2,12.2,3,5.7,2.6,1.9,2024-03-13
"Scoot Henderson","Portland Trail Blazers","Rookie",32.9,96.3,16.5,6.2,2.7,0.9,0.2,0.8,3.3,13.9,3.9,4.8,4.3,2.9,2024-03-13
"Chet Holmgren","Oklahoma City Thunder","Sophomore",30.4,99.7,15.9,2.7,6.4,1.7,2.3,0.6,1.4,11.6,3,4.9,3.8,2.1,2024-03-13
"Fred VanVleet","Houston Rockets","Vet",35.3,97.5,15.8,7.3,3.4,0.4,0.7,1.4,1.5,12.1,2.4,7.7,1.2,2.2,2024-03-13
"Tobias Harris","Philadelphia 76ers","Vet",31.7,96.5,15.7,2.9,4.8,1,0.5,0.9,1.2,12.7,2.3,3.5,3.4,1.6,2024-03-13
"Klay Thompson","Golden State Warriors","Vet",26.3,99.5,15.7,1.9,2.5,0.3,0.4,0.5,1.1,13.2,1.4,8.3,1,1.5,2024-03-13
"Jordan Clarkson","Utah Jazz","Vet",28,97.7,15.5,4.3,2.3,0.7,0.1,0.6,2,13.1,2.8,5,1.6,1.5,2024-03-13
"Deni Avdija","Washington Wizards","Vet",31.9,102.3,15.3,3.4,6.3,1.3,0.5,0.8,2.1,11.6,3.9,3.6,4.9,2.7,2024-03-13
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",27.8,96.9,14.9,1.6,3.2,1.1,0.4,1,1.4,12.4,3.6,4.3,4.5,2.6,2024-03-13
"Lauri Markkanen","Utah Jazz","Vet",23.2,99.6,14.8,1.5,4,1.4,0.3,0.5,1,10.9,3.3,5.6,2.3,1.3,2024-03-13
"Trey Murphy III","New Orleans Pelicans","Vet",29,96.5,14.8,2,3.6,0.6,0.5,0.9,0.6,11.5,2,8.6,1.4,1.5,2024-03-13
"Keyonte George","Utah Jazz","Rookie",28.7,98.9,14.8,5,2.6,0.2,0.2,0.6,2.2,12.1,2.7,6.8,1.3,1.4,2024-03-13
"Julius Randle","New York Knicks","Vet",22.5,96.6,14.6,3.1,4.3,1.3,0.2,0.4,2.1,11.6,4.1,3.7,3.4,2.1,2024-03-13
"Dennis Schroder","Brooklyn Nets","Vet",31.3,95.5,14.5,6,2.4,0.4,0.2,0.8,2,11.5,2.4,5.1,2.2,1.9,2024-03-13
"Rui Hachimura","Los Angeles Lakers","Vet",29.7,99.5,14.2,1.5,3.4,0.8,0.4,0.6,0.8,10.9,1.9,4.2,3.5,1.5,2024-03-13
"Jordan Poole","Washington Wizards","Vet",24.6,101.9,14.2,3.4,2,0.3,0.3,0.8,1.9,11.9,2.4,6.4,2,2.8,2024-03-13
"Caris LeVert","Cleveland Cavaliers","Vet",30.7,95.7,14.1,6,3.6,0.6,0.5,1,1.9,12,2.3,5.3,3.3,1.9,2024-03-13
"John Collins","Utah Jazz","Vet",27.9,99.4,14,1.4,6,2.1,1,0.5,1.4,10.2,2.5,3.4,4.1,2.6,2024-03-13
"Karl-Anthony Towns","Minnesota Timberwolves","Vet",21.2,95.9,13.7,2,4.1,1,0.6,0.4,1.8,10.5,3.1,4.1,2.8,2.3,2024-03-13
"Duncan Robinson","Miami Heat","Vet",31.3,94.9,13.7,3.1,2.4,0.2,0.2,0.7,1.2,10.9,1,7.7,1.2,2.4,2024-03-13
"Kelly Olynyk","Toronto Raptors","Vet",29.2,99.6,13.6,5,5.1,1.6,0.6,1.1,2.1,9.7,3.2,3.4,3.2,3.1,2024-03-13
"Derrick White","Boston Celtics","Vet",32,97.4,13.5,4.6,3.4,0.7,1.2,0.9,1.3,10.6,1.5,6.4,1.4,1.9,2024-03-13
"Aaron Gordon","Denver Nuggets","Vet",30.3,96.1,13.5,2.9,3.8,2.1,0.6,0.7,1.3,9.4,3.3,1.9,5.5,1.9,2024-03-13
"Gradey Dick","Toronto Raptors","Rookie",33.9,99.3,13.5,2.5,3.1,0.9,0.1,1,0.9,11.2,1.1,6.8,2,2.2,2024-03-13
"Dalano Banton","Portland Trail Blazers","Vet",25.2,95.1,13.4,3.1,3.2,1.1,0.5,0.8,1.7,11.4,3.1,4.7,3.3,2,2024-03-13
"Ayo Dosunmu","Chicago Bulls","Vet",33.3,95.5,13.3,4.2,2.8,0.7,0.5,1,1.7,10.9,1.3,5.1,3.5,2.3,2024-03-13
"Aaron Nesmith","Indiana Pacers","Vet",30.4,99.5,13.2,1.8,3.4,0.9,0.6,1,1.1,9.7,2.3,4.9,3,3.2,2024-03-13
"Norman Powell","Los Angeles Clippers","Vet",24.7,97.3,13.2,1.3,2.4,0.3,0.3,0.6,0.8,9.9,2,5.6,1.6,1.6,2024-03-13
"Corey Kispert","Washington Wizards","Vet",25.6,100.7,13.1,2.1,2.5,0.4,0.2,0.5,1.1,9.8,1.6,6,2.3,1.5,2024-03-13
"Rudy Gobert","Minnesota Timberwolves","Vet",34.5,94.2,12.8,1.6,9.2,4,1.9,0.7,1.5,7.8,4.5,0.3,6.1,3,2024-03-13
"Jabari Smith Jr.","Houston Rockets","Sophomore",31.8,97.2,12.8,1.7,6.2,1.6,0.7,0.7,1,10.2,2,5.1,1.9,2.3,2024-03-13
"Clint Capela","Atlanta Hawks","Vet",26.5,98.6,12.7,1.4,6.6,4,1.3,0.6,1.1,9.7,3,0.3,6.8,2.1,2024-03-13
"Jalen Duren","Detroit Pistons","Sophomore",27.8,99.1,12.6,2.5,7.5,3.2,0.8,0.6,1.9,8.5,2.8,0.3,5.5,3,2024-03-13
"Josh Hart","New York Knicks","Vet",36.1,93.2,12.4,4.7,7.6,1.5,0.4,1,1.8,10.5,1.7,4.5,3.1,2.1,2024-03-13
"Bobby Portis","Milwaukee Bucks","Vet",21.6,97.3,12.4,1.2,5.3,1.5,0.3,0.5,0.9,10,1.6,2.8,2.3,1.9,2024-03-13
"OG Anunoby","New York Knicks","Vet",29.7,96.1,12.3,1.8,2.9,0.8,0.5,1.2,1.2,9.8,1.5,4.5,3.2,2,2024-03-13
"P.J. Washington","Dallas Mavericks","Vet",29.7,99.1,12.2,1.7,4.1,1.1,0.8,0.9,1,9.6,1.4,5.3,2.2,2.1,2024-03-13
"Jeremy Sochan","San Antonio Spurs","Sophomore",28.9,98.9,12.2,2.8,4.5,1.7,0.6,0.8,1.5,10.2,1.8,3.3,3.8,2.3,2024-03-13
"Jrue Holiday","Boston Celtics","Vet",31.9,96.4,12.1,5.1,3.6,1,0.5,1,1.7,8.9,0.8,4.7,1.5,1.5,2024-03-13
"Nicolas Claxton","Brooklyn Nets","Vet",29.5,96.3,12.1,2.3,7.5,2.5,1.9,0.7,1.3,8.4,2.9,0.3,5.4,2.3,2024-03-13
"Grant Williams","Charlotte Hornets","Vet",32.8,95.6,12.1,2.7,3.6,1.3,0.6,0.7,1.8,9.4,2.6,4.7,2.5,3,2024-03-13
"Grayson Allen","Phoenix Suns","Vet",33.5,98.4,11.9,2.9,3,0.6,0.5,0.9,1,8.3,1.4,6.2,1.7,2,2024-03-13
"Andrew Wiggins","Golden State Warriors","Vet",26.2,98.7,11.9,2,2.7,1.2,0.5,0.7,1,9.4,2,3.5,2.1,1.9,2024-03-13
"Isaac Okoro","Cleveland Cavaliers","Vet",31.1,95.4,11.8,2.3,2.5,0.9,0.6,1,0.9,8.4,2.1,4.5,3.1,2.2,2024-03-13
"Bruce Brown","Toronto Raptors","Vet",32.8,98.8,11.8,3.1,4.3,1,0.5,1.1,1.4,10.2,2.1,2.9,3.1,2.5,2024-03-13
"Simone Fontecchio","Detroit Pistons","Sophomore",26.3,100.3,11.7,1.9,2.9,1,0.3,0.7,1.1,9.2,1.2,5.3,1.8,1.7,2024-03-13
"Jaren Jackson Jr.","Memphis Grizzlies","Vet",15.7,97.3,11.6,1.3,2.3,0.6,0.9,0.6,1.3,8.8,3.2,2.9,2.3,1.6,2024-03-13
"GG Jackson","Memphis Grizzlies","Rookie",22,96.8,11.6,1,2.5,0.9,0.5,0.5,1.2,9.5,2.5,4.5,3.1,1.3,2024-03-13
"Wendell Carter Jr.","Orlando Magic","Vet",26.2,94.7,11.5,1.6,5.1,2,0.6,0.5,1.2,8.3,2.6,3.3,3,2.2,2024-03-13
"Harrison Barnes","Sacramento Kings","Vet",26.6,99.4,11.5,1.2,2.3,0.7,0.2,0.6,0.7,8.4,2.2,4.5,1.5,1.1,2024-03-13
"Vasilije Micic","Charlotte Hornets","Rookie",28.7,95.6,11.4,6.1,2.1,0.5,0.1,0.8,2.5,9.7,1.7,4,2.6,1.6,2024-03-13
"Jonas Valanciunas","New Orleans Pelicans","Vet",22.1,96.6,11.3,1.8,6.9,2.5,0.8,0.3,1.3,8.1,2.3,1.3,3.5,2.5,2024-03-13
"Herbert Jones","New Orleans Pelicans","Vet",30.3,96.3,11.2,2.3,2.6,1,0.7,1.4,1,7.8,1.6,3.8,2.7,2.7,2024-03-13
"Josh Giddey","Oklahoma City Thunder","Vet",24.4,99.4,11.2,4.1,4.4,1.4,0.5,0.6,1.6,9.5,1.2,2.9,3,1.3,2024-03-13
"Jaime Jaquez Jr.","Miami Heat","Rookie",27,94.5,11.2,2.3,2.7,1.1,0.2,1,1.3,8.5,2.1,2.3,2.7,2,2024-03-13
"Brook Lopez","Milwaukee Bucks","Vet",28.8,101.3,10.9,1.5,3.7,1.5,2.1,0.5,0.8,8.2,1.2,4.8,2,2.1,2024-03-13
"Malik Beasley","Milwaukee Bucks","Vet",28.3,100.8,10.9,1.5,2.8,0.5,0.1,0.8,0.7,9.1,0.4,7.1,0.7,1.7,2024-03-13
"Luguentz Dort","Oklahoma City Thunder","Vet",28.7,99.4,10.9,1.5,2.7,1,0.5,0.8,0.7,8.5,1.4,5.5,1.8,2.7,2024-03-13
"Dillon Brooks","Houston Rockets","Vet",29.1,97.8,10.9,1.6,2.6,0.6,0.2,0.8,0.9,9.1,1.4,5.1,1.6,2.7,2024-03-13
"Tim Hardaway Jr.","Dallas Mavericks","Vet",20.1,98.8,10.8,1.4,2.1,0.2,0.1,0.4,0.5,8.8,1.5,5.4,0.8,1.1,2024-03-13
"Naz Reid","Minnesota Timberwolves","Vet",20.5,96.6,10.7,1.3,3.6,0.9,0.8,0.6,1.1,8.1,1.4,4,2.1,1.9,2024-03-13
"Santi Aldama","Memphis Grizzlies","Vet",27.1,95.4,10.7,2.4,4.4,1.2,0.7,0.7,1.1,9.2,1.2,4.8,2.3,1.6,2024-03-13
"Jusuf Nurkic","Phoenix Suns","Vet",26.4,99.7,10.6,3.6,7.9,3.1,1,0.9,2.2,7.5,3.3,0.8,4.7,3.2,2024-03-13
"Tyus Jones","Washington Wizards","Vet",28.5,101.6,10.5,7.9,2.3,0.3,0.2,1.1,1.3,8.7,0.5,3.9,1,0.8,2024-03-13
"Kristaps Porzingis","Boston Celtics","Vet",15.1,99.1,10.3,1,2.9,0.8,0.8,0.4,0.8,7.5,2.7,2.9,1.7,1.3,2024-03-13
"Khris Middleton","Milwaukee Bucks","Vet",19.1,100.1,10.3,3.4,2.7,0.4,0.2,0.6,1.5,8.3,1.6,3.3,0.9,1.8,2024-03-13
"Chris Paul","Golden State Warriors","Vet",27,96.6,10.3,6.6,3.3,0.3,0.2,1.3,1.4,8.5,1,4.2,0.3,1.6,2024-03-13
"Nick Richards","Charlotte Hornets","Vet",28.6,94.9,10.3,1.2,6,2.9,1.3,0.4,1.1,6.4,2.9,0.3,4.1,2.5,2024-03-13
"Bojan Bogdanovic","New York Knicks","Vet",19.4,92.8,10.3,1.3,1.7,0.3,0.1,0.4,1,8.2,1.8,4.5,1.1,1.4,2024-03-13
"Mike Conley","Minnesota Timberwolves","Vet",27.7,95,10.2,5.4,2.3,0.5,0.2,1,1.2,8.2,1.3,5.2,0.8,1.5,2024-03-13
"Caleb Martin","Miami Heat","Vet",27.3,94,10.2,1.9,3.3,1,0.4,0.8,0.9,8.1,1.3,3.9,1.9,2.1,2024-03-13
"Isaiah Stewart","Detroit Pistons","Vet",30,98.3,10.2,1.6,5.2,1.7,0.8,0.5,1.1,7.8,1.5,4.1,2.3,2.1,2024-03-13
"Cole Anthony","Orlando Magic","Vet",20.6,94.1,10.2,2.8,2.8,0.6,0.4,0.6,1.3,8.4,2.3,3,1.3,2,2024-03-13
"Ivica Zubac","Los Angeles Clippers","Vet",24.7,95,10.1,1.5,5.7,2.8,1,0.3,1.2,6.8,2,0.3,3.7,2.4,2024-03-13
"Buddy Hield","Philadelphia 76ers","Vet",22.5,96,10.1,2.7,2.3,0.5,0.3,0.7,1.2,8.3,0.8,5.5,1.2,1.7,2024-03-13
"Daniel Gafford","Dallas Mavericks","Vet",22,100.3,10.1,1.1,4.4,2.5,1.7,0.6,0.8,6.3,2.3,0.2,4.4,2.6,2024-03-13
"Georges Niang","Cleveland Cavaliers","Vet",24,95,9.9,1.5,3.2,0.4,0.3,0.4,0.8,7.9,0.7,4.9,1.1,2.1,2024-03-13
"Andrew Nembhard","Indiana Pacers","Sophomore",27.7,99.1,9.9,4.4,2,0.6,0.1,1,1.5,8.2,0.8,3,1.7,2.1,2024-03-13
"T.J. McConnell","Indiana Pacers","Vet",19.6,99.4,9.8,5.9,2.3,0.6,0.1,1.1,1.5,8.5,1.2,0.8,2.5,1.2,2024-03-13
"Jaden McDaniels","Minnesota Timberwolves","Vet",28.4,95.1,9.8,1.6,2.5,0.8,0.6,0.8,1.1,8,1,3.3,2.2,2.7,2024-03-13
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",30.5,95.8,9.7,2.2,2.1,0.4,0.4,1.2,0.8,7.5,1.2,4.1,1.4,1.7,2024-03-13
"Kevin Huerter","Sacramento Kings","Vet",23.5,98.9,9.7,2.3,2.7,0.5,0.4,0.7,0.8,8.1,0.6,5.1,1.3,1.9,2024-03-13
"Brandin Podziemski","Golden State Warriors","Rookie",27.8,97.6,9.7,3.9,4,1.4,0.3,0.8,1.4,8.1,1.4,3.6,1.8,1.7,2024-03-13
"Duop Reath","Portland Trail Blazers","Rookie",19.5,95.5,9.6,1.1,2.5,1.6,0.6,0.5,0.8,7.5,1.5,3.9,2.2,2.5,2024-03-13
"Keldon Johnson","San Antonio Spurs","Vet",17.6,99.2,9.6,1.5,2.3,0.7,0.2,0.4,0.7,7.4,1.6,3.6,2,1.2,2024-03-13
"Tre Jones","San Antonio Spurs","Vet",27.4,98.9,9.5,6.2,2.7,0.7,0.1,1,1.4,7.3,1.3,2.8,2.7,1.3,2024-03-13
"Davis Bertans","Charlotte Hornets","Vet",21.8,94.5,9.4,1.4,2,0.4,0.3,0.5,0.4,8,0.8,6.6,0.4,1.8,2024-03-13
"Obi Toppin","Indiana Pacers","Vet",20.3,100.6,9.4,1.3,2.8,1,0.5,0.5,0.7,6.5,1.3,2.9,2.8,1.6,2024-03-13
"Dorian Finney-Smith","Brooklyn Nets","Vet",29.8,96,9.1,2,3.2,1.5,0.5,0.8,0.8,7.5,0.6,5.4,1.8,2.1,2024-03-13
"Bruno Fernando","Atlanta Hawks","Vet",23.6,96.2,8.8,1.5,5,2.6,1.3,0.6,1.3,6.5,2.7,0.3,4.3,2.9,2024-03-13
"Precious Achiuwa","New York Knicks","Vet",21.9,98.1,8.7,1.2,4.1,2.5,1,0.6,1,6.4,1.7,1.3,3.6,2,2024-03-13
"Moritz Wagner","Orlando Magic","Vet",15.4,95.8,8.6,1.1,2.6,1.3,0.2,0.4,0.9,5.7,2.4,1.1,3.8,1.8,2024-03-13
"Terance Mann","Los Angeles Clippers","Vet",24.6,94.8,8.5,1.6,2.1,1.1,0.2,0.5,0.6,6.3,1.1,2.7,2.2,1.7,2024-03-13
"Jake LaRavia","Memphis Grizzlies","Sophomore",19.4,95.5,8.5,1.3,2.3,1.2,0.3,0.6,1.1,7,2.1,3.5,1.9,1.9,2024-03-13
"Alex Caruso","Chicago Bulls","Vet",27.2,95.8,8.4,3,2.8,0.7,1,1.4,1.2,6.9,1.1,4.4,1.4,2.4,2024-03-13
"Lonnie Walker IV","Brooklyn Nets","Vet",15,97.4,8.4,1.1,1.5,0.2,0.2,0.4,0.7,7.3,0.8,4.3,1.3,1.1,2024-03-13
"Toumani Camara","Portland Trail Blazers","Rookie",24.9,95.6,8.4,1.4,3.1,1.9,0.4,0.9,1.2,6.4,1.7,2.3,2.7,2.3,2024-03-13
"Ochai Agbaji","Toronto Raptors","Sophomore",24.8,99,8.4,1.4,2.2,0.9,0.6,0.6,0.9,7.3,1,3.2,2.1,1.7,2024-03-13
"Draymond Green","Golden State Warriors","Vet",26,100.5,8.3,5.7,5.4,1.2,0.8,0.9,2.2,6.6,1.3,2.4,2.1,2.9,2024-03-13
"Trayce Jackson-Davis","Golden State Warriors","Rookie",17.4,97.1,8.2,1.3,3.2,1.9,1,0.4,0.8,5.3,1.8,0.2,3.6,2,2024-03-13
"Bilal Coulibaly","Washington Wizards","Rookie",26.2,100.5,8.2,1.7,2.9,0.8,0.7,0.8,1.1,6.7,1.6,3.4,2.2,2,2024-03-13
"Paul Reed","Philadelphia 76ers","Vet",19.7,94.7,8.1,1.2,3.7,2.3,0.9,0.8,0.7,6.2,1.2,1.1,2.9,2.4,2024-03-13
"Jose Alvarado","New Orleans Pelicans","Vet",19.8,96.5,7.9,2.3,1.9,0.4,0.3,1.1,0.8,6.6,0.9,4,1.2,1.6,2024-03-13
"Dereck Lively II","Dallas Mavericks","Rookie",20.3,98.7,7.8,1,3.5,2.3,1.3,0.6,0.7,4.9,1.5,0.2,3.7,2.5,2024-03-13
