"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Simone Fontecchio","Detroit Pistons","Sophomore",21.4,100.4,8.3,1.5,2.4,1,0.3,0.5,0.8,6.8,0.8,4.2,1.5,1.5,2024-02-12
"Eric Gordon","Phoenix Suns","Vet",21.9,98.3,8.2,1.5,1.5,0.2,0.3,0.5,0.7,6.3,0.7,4.5,1,1,2024-02-12
"Bruce Brown","Toronto Raptors","Vet",20.5,98.1,8.2,1.7,2.5,0.7,0.3,0.8,0.9,6.5,1.5,1.6,1.9,1.8,2024-02-12
"Reggie Jackson","Denver Nuggets","Vet",18.3,96.3,8.1,2.9,1.4,0.3,0.1,0.5,1,6.9,0.8,2.7,1.4,1.4,2024-02-12
"Markelle Fultz","Orlando Magic","Vet",20.1,97.7,8,3.2,2,0.8,0.3,0.9,1.2,6.6,0.9,0.4,2.9,1.4,2024-02-12
"Talen Horton-Tucker","Utah Jazz","Vet",13.5,99.8,7.9,2.6,1.5,0.4,0.2,0.5,1.1,6.7,1.8,2.2,1.9,1.2,2024-02-12
"Ausar Thompson","Detroit Pistons","Rookie",22,98.9,7.8,1.7,3.7,1.8,0.7,0.8,1,6.3,1.4,1.2,3.1,2.2,2024-02-12
"Jae Crowder","Milwaukee Bucks","Vet",25.2,100.4,7.8,1.9,3.3,0.6,0.3,0.9,0.6,6.4,0.7,4.1,0.4,1.8,2024-02-12
"Kris Dunn","Utah Jazz","Vet",24,100.9,7.7,5.4,2.9,0.7,0.5,1.3,1.5,6.5,0.7,2.6,1.2,2.3,2024-02-12
"Malcolm Brogdon","Portland Trail Blazers","Vet",14.8,96.7,7.6,2.6,1.7,0.3,0.1,0.3,0.8,6,1.3,2.5,1.5,0.8,2024-02-12
"Zach Collins","San Antonio Spurs","Vet",15.5,100.2,7.6,1.9,2.5,1.2,0.5,0.4,1.2,6.1,1.7,1.8,1.8,2.2,2024-02-12
"Taurean Prince","Los Angeles Lakers","Vet",22.7,100.6,7.5,1.3,2.2,0.2,0.3,0.7,0.7,5.6,0.7,3.6,0.8,1.8,2024-02-12
"Naji Marshall","New Orleans Pelicans","Vet",18.4,96.9,7.4,1.8,2.4,0.7,0.2,0.6,0.9,5.6,1.6,2,1.5,1.4,2024-02-12
"Terance Mann","Los Angeles Clippers","Vet",22.3,96.1,7.3,1.5,1.8,1,0.2,0.5,0.6,5.5,0.9,2.4,1.8,1.6,2024-02-12
"Kelly Olynyk","Toronto Raptors","Vet",16.2,97.8,7.1,3.2,2.9,1,0.3,0.5,1.4,4.8,1.8,1.5,1.5,2.1,2024-02-12
"Dorian Finney-Smith","Brooklyn Nets","Vet",24.1,96.2,7,1.4,2.6,1.2,0.5,0.7,0.7,6.3,0.3,4.6,1.2,1.9,2024-02-12
"Grant Williams","Charlotte Hornets","Vet",21,98.2,7,1.4,2.5,0.7,0.4,0.4,0.8,5.5,1,3.5,0.8,2.2,2024-02-12
"Jose Alvarado","New Orleans Pelicans","Vet",16.8,96.3,6.9,1.9,1.6,0.3,0.2,0.9,0.7,5.7,0.8,3.5,1,1.4,2024-02-12
"Dennis Smith Jr.","Brooklyn Nets","Vet",18.9,96.4,6.9,3.6,2.1,0.7,0.3,1,1.1,6,1.2,1.7,2.6,1.9,2024-02-12
"Kenyon Martin Jr.","Philadelphia 76ers","Vet",19.8,100.1,6.9,1.4,2.4,0.9,0.3,0.5,0.7,4.9,1.5,1.1,2.9,1.9,2024-02-12
"Peyton Watson","Denver Nuggets","Sophomore",17.8,95.9,6.9,1.1,2.1,0.6,0.8,0.5,0.6,5.5,1,2.3,1.8,1.6,2024-02-12
"Cameron Johnson","Brooklyn Nets","Vet",14.7,97.4,6.8,1.3,1.9,0.4,0.2,0.5,0.5,5.5,0.7,3.3,1,1,2024-02-12
"Jacob Gilyard","Memphis Grizzlies","Sophomore",21.7,97.3,6.8,4.4,1.3,0.1,0.1,0.9,1,5.4,0.3,4.4,0.2,1.2,2024-02-12
"Moritz Wagner","Orlando Magic","Vet",12.1,97.2,6.8,0.8,2,1,0.2,0.3,0.7,4.6,1.9,1,2.6,1.5,2024-02-12
"Trey Lyles","Sacramento Kings","Vet",17,99.3,6.7,1,3,0.8,0.3,0.3,0.5,4.8,0.9,3.6,0.9,1.2,2024-02-12
"Nickeil Alexander-Walker","Minnesota Timberwolves","Vet",21.5,96.2,6.7,2.4,1.5,0.3,0.4,0.7,0.8,5.4,0.7,3.6,0.8,1.7,2024-02-12
"De'Andre Hunter","Atlanta Hawks","Vet",13.4,100.1,6.7,0.8,1.5,0.3,0.1,0.3,0.6,4.9,1.2,2.4,1,1.2,2024-02-12
"Landry Shamet","Washington Wizards","Vet",14.4,99,6.6,1.3,1,0.3,0.2,0.4,0.5,5.6,0.9,3.1,1,1.4,2024-02-12
"Shaedon Sharpe","Portland Trail Blazers","Sophomore",13.6,97.5,6.6,1.2,1.5,0.4,0.2,0.4,0.8,5.8,1.3,2.5,1.6,1.1,2024-02-12
"Al Horford","Boston Celtics","Vet",22.4,97.4,6.5,2.2,4.3,0.9,0.9,0.5,0.5,5.1,0.3,3.6,0.8,1.4,2024-02-12
"Cody Martin","Charlotte Hornets","Vet",21.7,97,6.5,2.9,2.5,0.6,0.3,0.9,1.2,6.2,1,2.5,1.5,1.4,2024-02-12
"Julian Champagnie","San Antonio Spurs","Sophomore",18.9,99.6,6.5,1.3,2.4,0.7,0.5,0.6,0.6,5,0.8,3.4,0.9,1.3,2024-02-12
"Gradey Dick","Toronto Raptors","Rookie",17.7,98.9,6.5,1.4,1.7,0.5,0.1,0.6,0.7,5.4,0.9,3.5,1,1.5,2024-02-12
"Jalen Wilson","Brooklyn Nets","Rookie",19.1,96.5,6.4,1.5,2.1,1.1,0.2,0.5,0.6,5,1.1,2.2,1.4,1.6,2024-02-12
"Marcus Sasser","Detroit Pistons","Rookie",13.4,98.4,6.3,2.5,1.1,0.1,0.1,0.5,0.9,5.1,0.8,2.5,0.7,1.1,2024-02-12
"Amir Coffey","Los Angeles Clippers","Vet",18.4,99.6,6.3,0.9,1.4,0.3,0.2,0.4,0.4,4.3,1,2.3,0.9,1.3,2024-02-12
"Cedi Osman","San Antonio Spurs","Vet",15.5,100.4,6.3,1.4,1.9,0.3,0.2,0.4,0.4,4.6,0.7,3,1.2,1.3,2024-02-12
"Patrick Beverley","Milwaukee Bucks","Vet",16.2,96.2,6.1,2.8,1.9,0.4,0.3,0.5,1,4.8,1,2.2,0.8,1.6,2024-02-12
"Jaden Hardy","Dallas Mavericks","Sophomore",11.5,100.2,6,1.3,1.2,0.2,0.1,0.3,0.6,5.1,0.7,2.8,0.8,0.9,2024-02-12
"Gordon Hayward","Oklahoma City Thunder","Vet",13.2,97.9,5.9,1.8,1.5,0.3,0.2,0.4,0.8,4.7,1.1,1.2,1,0.8,2024-02-12
"Isaiah Jackson","Indiana Pacers","Vet",12,101.4,5.8,0.8,2.3,1.4,1,0.4,0.7,3.9,1.6,0.1,2.6,2,2024-02-12
"Sam Merrill","Cleveland Cavaliers","Vet",12,95.7,5.7,1.1,1.1,0.2,0,0.3,0.3,4.5,0.3,3.8,0.2,0.9,2024-02-12
"Jonathan Isaac","Orlando Magic","Vet",14.9,95.8,5.6,0.6,3,1.4,1.1,0.7,0.4,4.3,1.2,1.3,2.1,1.2,2024-02-12
"Dario Saric","Golden State Warriors","Vet",12.1,98,5.6,1.6,2.2,0.8,0.1,0.3,0.8,4.1,1,2.1,0.8,1.3,2024-02-12
"Kevin Love","Miami Heat","Vet",11.8,96.5,5.6,1.4,3.3,0.7,0.2,0.2,0.6,4.3,1.1,3,0.6,1.1,2024-02-12
"Lonnie Walker IV","Brooklyn Nets","Vet",10.2,98.7,5.6,0.8,0.9,0.1,0.1,0.3,0.5,4.6,0.6,2.7,0.9,0.7,2024-02-12
"Maxi Kleber","Dallas Mavericks","Vet",22.1,98.6,5.6,1.7,2.9,0.9,0.7,0.4,0.6,4.6,0.8,2.9,0.9,2,2024-02-12
"Torrey Craig","Chicago Bulls","Vet",18.6,95.6,5.6,1,2.5,1.1,0.5,0.5,0.5,4.6,0.5,3.1,1,2,2024-02-12
"Josh Richardson","Miami Heat","Vet",14.2,95.8,5.6,1.3,1.3,0.2,0.2,0.5,0.4,4.6,0.6,2.7,0.5,1,2024-02-12
"Isaiah Joe","Oklahoma City Thunder","Vet",13.5,99.7,5.5,0.9,1.3,0.3,0.2,0.4,0.4,4.2,0.6,3.1,0.4,0.9,2024-02-12
"Matisse Thybulle","Portland Trail Blazers","Vet",24.3,96.9,5.5,1.4,1.7,0.5,0.7,1.5,0.5,4.7,0.3,3.7,0.7,1.6,2024-02-12
"Gary Harris","Orlando Magic","Vet",18.7,95.9,5.5,1.3,1.1,0.3,0.2,0.6,0.4,4.5,0.6,2.9,0.7,1.4,2024-02-12
"Payton Pritchard","Boston Celtics","Vet",14,95.4,5.5,1.8,1.5,0.4,0.1,0.3,0.4,4.5,0.4,3.3,0.5,0.8,2024-02-12
"Kyle Anderson","Minnesota Timberwolves","Vet",19.2,96.7,5.5,3.4,2.4,0.8,0.5,0.8,1,4.3,1.1,0.4,1.2,1.4,2024-02-12
"Scoot Henderson","Portland Trail Blazers","Rookie",10.6,97.7,5.5,1.9,0.9,0.3,0.1,0.3,1.1,4.7,1.4,1.7,1.5,1.1,2024-02-12
"Larry Nance Jr.","New Orleans Pelicans","Vet",19.1,96.5,5.4,1.7,3.6,1.5,0.4,0.8,0.6,3.7,0.8,1.3,1.7,1.5,2024-02-12
"John Konchar","Memphis Grizzlies","Vet",27.4,97.4,5.4,2.5,4.3,1.6,1,1.1,0.8,4.5,0.5,2.4,1.9,1.8,2024-02-12
"Aaron Wiggins","Oklahoma City Thunder","Vet",13,97.4,5.4,0.9,1.4,0.5,0.1,0.4,0.5,3.8,0.6,1.9,1.5,1.1,2024-02-12
"Christian Braun","Denver Nuggets","Sophomore",15.5,96.4,5.4,1.1,1.9,0.7,0.3,0.4,0.5,4.1,1,1.6,1.6,1.2,2024-02-12
"Ben Simmons","Brooklyn Nets","Vet",17.6,99.3,5.3,4.2,3.6,1.3,0.5,0.8,1.5,3.9,0.8,0.2,2.3,1.8,2024-02-12
"Royce O'Neale","Phoenix Suns","Vet",15.9,98.6,5.2,1.7,2.4,0.5,0.3,0.5,0.6,4.3,0.3,3.6,0.5,1.7,2024-02-12
"Lester Quinones","Golden State Warriors","Sophomore",14.3,98.2,5.2,1.2,1.6,0.7,0.1,0.4,0.7,4.4,0.8,2.9,0.8,1.4,2024-02-12
"Toumani Camara","Portland Trail Blazers","Rookie",16.6,96.6,5.1,0.8,2.2,1.1,0.3,0.7,0.7,4,1,1.6,1.7,1.7,2024-02-12
"Taylor Hendricks","Utah Jazz","Rookie",13.7,100,5.1,0.6,2,0.9,0.5,0.4,0.6,4.4,0.7,2.6,1.1,1.1,2024-02-12
"Marcus Morris Sr.","San Antonio Spurs","Vet",12.8,97.5,5.1,0.7,1.7,0.3,0.2,0.3,0.4,4.2,0.6,2,0.4,1,2024-02-12
"Isaiah Stewart","Detroit Pistons","Vet",13.3,98.9,5,0.9,2.3,0.9,0.4,0.2,0.6,3.9,1,1.8,1.3,1.4,2024-02-12
"Malaki Branham","San Antonio Spurs","Sophomore",12.5,101.1,5,1.3,1.1,0.2,0.1,0.3,0.6,4.5,0.4,2,0.9,0.8,2024-02-12
"Jordan Hawkins","New Orleans Pelicans","Rookie",10.5,96.8,4.9,0.7,1,0.2,0.1,0.2,0.3,4,0.7,2.6,0.4,0.7,2024-02-12
"Sam Hauser","Boston Celtics","Vet",14.7,96.8,4.8,0.8,1.8,0.4,0.2,0.3,0.3,4.1,0.2,3.7,0.3,0.9,2024-02-12
"Miles McBride","New York Knicks","Vet",10.7,94.7,4.8,1,0.7,0.2,0.1,0.4,0.4,4.1,0.6,2.4,0.7,0.9,2024-02-12
"Eugene Omoruyi","Washington Wizards","Vet",9,101,4.6,0.8,1.3,0.9,0.1,0.4,0.6,3.8,1.2,1.1,1.7,1.4,2024-02-12
"Pat Connaughton","Milwaukee Bucks","Vet",17.3,100.3,4.6,1.5,2.3,0.6,0.2,0.4,0.5,3.2,0.3,2.4,0.6,1,2024-02-12
"A.J. Green","Milwaukee Bucks","Sophomore",10.1,96.4,4.6,0.7,1,0.2,0,0.2,0.2,3.8,0.3,3.3,0.2,0.9,2024-02-12
"Quentin Grimes","Detroit Pistons","Vet",10.7,97,4.5,0.7,1,0.2,0.1,0.3,0.3,3.7,0.5,2.8,0.8,0.8,2024-02-12
"Blake Wesley","San Antonio Spurs","Sophomore",14.5,99.7,4.5,2.9,1.2,0.3,0.2,0.6,0.9,3.6,0.9,0.9,1.6,1.6,2024-02-12
"Doug McDermott","Indiana Pacers","Vet",10.9,100.1,4.5,0.8,0.8,0.1,0.1,0.1,0.3,3.5,0.3,2.8,0.4,0.8,2024-02-12
"Day'Ron Sharpe","Brooklyn Nets","Vet",9.3,96.5,4.3,0.9,2.1,1.2,0.5,0.3,0.6,3.1,1.2,0.2,2.3,1.4,2024-02-12
"Vasilije Micic","Charlotte Hornets","Rookie",11.9,98.4,4.3,2.4,0.9,0.1,0.1,0.3,0.9,3.5,0.7,1.5,1,0.8,2024-02-12
"Jae'Sean Tate","Houston Rockets","Vet",14.8,99.2,4.2,1.1,1.9,0.9,0.2,0.5,0.5,3.2,0.6,1,1.2,2.1,2024-02-12
"Kyle Lowry","Charlotte Hornets","Vet",13.3,96,4.2,2.1,1.3,0.3,0.2,0.5,0.8,3.4,0.5,2.2,0.3,1.3,2024-02-12
"Mason Plumlee","Los Angeles Clippers","Vet",12,97.3,4.2,0.9,2.7,1.3,0.3,0.3,0.5,2.5,1.6,0.1,1.9,1.3,2024-02-12
"Gary Payton II","Golden State Warriors","Vet",11.5,99,4.1,0.8,1.4,0.8,0.3,0.6,0.4,3.4,0.5,1.3,1.3,1.3,2024-02-12
"Christian Wood","Los Angeles Lakers","Vet",9.1,99.3,4,0.6,2.1,0.5,0.4,0.2,0.5,3,1,1.2,0.9,0.8,2024-02-12
"Dean Wade","Cleveland Cavaliers","Vet",14.4,96.6,4,0.6,2.3,0.4,0.3,0.5,0.2,3.2,0.3,2.9,0.1,1.3,2024-02-12
"Drew Eubanks","Phoenix Suns","Vet",11.9,97.5,3.9,0.7,2.2,1,0.6,0.3,0.5,2.5,0.9,0.1,1.4,1.3,2024-02-12
"Cason Wallace","Oklahoma City Thunder","Rookie",11.4,97.9,3.8,0.7,0.9,0.3,0.2,0.4,0.2,3,0.3,2,0.6,0.9,2024-02-12
"Ochai Agbaji","Toronto Raptors","Sophomore",12.9,96.9,3.8,0.7,1.1,0.4,0.3,0.3,0.4,3.3,0.4,1.6,0.7,0.9,2024-02-12
"Trey Jemison","Memphis Grizzlies","Rookie",12.3,98,3.8,0.5,1.8,1.2,0.6,0.3,0.7,2.8,0.9,0.1,1.4,1.8,2024-02-12
"Tre Mann","Charlotte Hornets","Vet",8.9,97,3.7,1.7,1.1,0.2,0.1,0.3,0.6,3.1,0.3,1.5,0.7,0.6,2024-02-12
"Davion Mitchell","Sacramento Kings","Vet",11.7,97.4,3.7,1.5,0.8,0.2,0.1,0.3,0.4,3,0.4,1.6,0.7,0.9,2024-02-12
"Ashton Hagans","Portland Trail Blazers","Vet",12.6,94.4,3.6,1.7,1,0.2,0.1,0.4,0.8,3,0.6,1.4,1.1,1.2,2024-02-12
"Haywood Highsmith","Miami Heat","Vet",12.8,95.1,3.5,0.7,1.3,0.6,0.2,0.5,0.4,2.8,0.4,1.6,0.7,1.3,2024-02-12
"Gabe Vincent","Los Angeles Lakers","Vet",9.6,97.9,3.5,1.1,0.6,0.1,0.1,0.3,0.5,3,0.3,1.7,0.5,0.9,2024-02-12
"Jeenathan Williams","Houston Rockets","Sophomore",7.3,99.4,3.3,0.5,0.5,0.5,0.1,0.2,0.3,2.7,0.7,0.3,1.4,0.9,2024-02-12
"Josh Okogie","Phoenix Suns","Vet",10.3,98,3.1,0.7,1,0.8,0.3,0.5,0.3,2.1,1,1,0.8,0.9,2024-02-12
"Cam Reddish","Los Angeles Lakers","Vet",9.7,101.6,3.1,0.6,0.8,0.2,0.2,0.4,0.4,2.5,0.5,1.3,0.7,0.7,2024-02-12
"Julian Strawther","Denver Nuggets","Rookie",7.4,97.7,3.1,0.6,0.7,0.1,0.1,0.2,0.3,2.8,0.4,1.6,0.4,0.7,2024-02-12
"Justin Holiday","Denver Nuggets","Vet",12.3,97.8,3,0.8,0.9,0.2,0.2,0.4,0.3,2.6,0.1,1.9,0.3,1.1,2024-02-12
"Robert Williams III","Portland Trail Blazers","Vet",8.2,98.2,2.9,0.5,1.7,0.8,0.5,0.2,0.3,2.1,0.5,0.3,1.1,0.9,2024-02-12
"Kenrich Williams","Oklahoma City Thunder","Vet",9.7,97.6,2.9,0.7,1.3,0.5,0.1,0.4,0.2,2.4,0.2,1.4,0.7,0.9,2024-02-12
"Kris Murray","Portland Trail Blazers","Rookie",9.7,97,2.9,0.6,1,0.5,0.2,0.4,0.4,2.3,0.4,1.1,0.9,0.7,2024-02-12
"Joe Ingles","Orlando Magic","Vet",10.7,98,2.9,1.7,1.2,0.2,0.1,0.3,0.5,2.5,0.2,2,0.2,0.9,2024-02-12
"David Roddy","Phoenix Suns","Sophomore",7.5,98.2,2.9,0.6,1,0.3,0.1,0.2,0.4,2.7,0.5,1.1,0.9,0.5,2024-02-12
"Dwight Powell","Dallas Mavericks","Vet",11,98.6,2.7,1,1.5,1.2,0.3,0.3,0.4,1.6,1.1,0.1,1.3,1.6,2024-02-12
"Kevon Looney","Golden State Warriors","Vet",9,97.7,2.7,1,2.2,1.2,0.2,0.2,0.3,1.9,0.6,0.1,1.1,1.3,2024-02-12
"Jaylin Williams","Oklahoma City Thunder","Sophomore",8.8,97.5,2.7,0.8,1.8,0.4,0.2,0.3,0.3,2.2,0.4,1.4,0.5,1,2024-02-12
"Seth Curry","Charlotte Hornets","Vet",7.8,97.9,2.7,0.6,0.6,0.1,0.1,0.2,0.2,2.3,0.2,1.4,0.1,0.6,2024-02-12
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",7.8,96.1,2.6,0.5,0.5,0.1,0.1,0.3,0.2,2,0.3,1.1,0.4,0.4,2024-02-12
"Delon Wright","Washington Wizards","Vet",8.3,98.4,2.6,1.3,0.8,0.3,0.1,0.5,0.3,2.3,0.5,0.8,0.6,0.5,2024-02-12
"Mike Muscala","Detroit Pistons","Vet",8.7,98.1,2.6,0.5,1.3,0.4,0.2,0.1,0.2,2.2,0.2,1.6,0.3,0.8,2024-02-12
"Jaxson Hayes","Los Angeles Lakers","Vet",7.4,99.7,2.6,0.4,1.1,0.6,0.3,0.2,0.3,1.6,0.7,0.1,1.1,1,2024-02-12
"Terquavion Smith","Philadelphia 76ers","Rookie",5,102.8,2.6,0.6,0.4,0.1,0,0.2,0.3,2.3,0.3,1.7,0.4,0.4,2024-02-12
"Reggie Bullock","Houston Rockets","Vet",9.8,98.9,2.6,0.5,1.2,0.1,0.1,0.2,0.2,2.3,0.1,1.9,0.1,0.6,2024-02-12
"Luka Samanic","Utah Jazz","Vet",5.7,101.9,2.6,0.3,1.1,0.3,0.1,0.1,0.3,2.1,0.6,0.8,0.7,0.6,2024-02-12
"Jarred Vanderbilt","Los Angeles Lakers","Vet",8.7,101.9,2.4,0.6,1.5,0.8,0.2,0.5,0.4,1.8,0.6,0.4,1.1,0.8,2024-02-12
"Jock Landale","Houston Rockets","Vet",6.8,100.2,2.4,0.5,1,0.8,0.2,0.1,0.4,1.9,0.6,0.4,0.9,0.8,2024-02-12
"Bismack Biyombo","Oklahoma City Thunder","Vet",10.6,97.1,2.4,0.8,2,1,0.6,0.2,0.5,1.9,0.6,0.1,0.9,1.3,2024-02-12
"Duane Washington Jr.","New York Knicks","Vet",4.1,98.7,2.3,0.6,0.4,0,0,0.1,0.2,2,0.3,0.9,0.4,0.3,2024-02-12
"Goga Bitadze","Orlando Magic","Vet",6.8,94.5,2.2,0.5,1.2,0.8,0.5,0.2,0.3,1.4,0.5,0.1,1,0.9,2024-02-12
"Monte Morris","Minnesota Timberwolves","Vet",5.3,98.2,2.2,0.8,0.6,0.1,0.1,0.1,0.2,2,0.2,0.8,0.3,0.3,2024-02-12
"Trendon Watford","Brooklyn Nets","Vet",4.5,97.3,2.2,0.5,0.7,0.3,0.1,0.1,0.3,1.7,0.4,0.4,0.6,0.6,2024-02-12
"Xavier Tillman","Boston Celtics","Vet",6.8,97.8,2.2,0.6,1,0.6,0.3,0.4,0.3,1.9,0.4,0.4,0.8,0.6,2024-02-12
"Mo Bamba","Philadelphia 76ers","Vet",5.9,97.1,2.2,0.4,1.2,0.6,0.5,0.1,0.3,1.7,0.4,0.6,0.8,0.8,2024-02-12
"Dalano Banton","Portland Trail Blazers","Vet",5.3,95.1,2.2,0.7,0.7,0.2,0.1,0.2,0.4,2,0.5,0.7,0.7,0.5,2024-02-12
"Kobe Bufkin","Atlanta Hawks","Rookie",6.2,99.8,2.2,0.5,0.7,0.2,0.1,0.2,0.2,2,0.3,1.3,0.4,0.5,2024-02-12
"Julian Phillips","Chicago Bulls","Rookie",7.2,97.9,2.2,0.3,0.7,0.3,0.2,0.2,0.2,1.7,0.4,0.9,0.6,0.9,2024-02-12
"Garrison Mathews","Atlanta Hawks","Vet",6.8,100.2,2.1,0.3,0.6,0.1,0.1,0.2,0.2,1.6,0.3,1.3,0.1,0.8,2024-02-12
"Jordan Nwora","Toronto Raptors","Vet",4.5,100.5,2.1,0.4,0.6,0.2,0.1,0.1,0.3,1.7,0.3,0.8,0.5,0.4,2024-02-12
"Luke Kornet","Boston Celtics","Vet",6.3,96.5,2,0.4,0.9,0.7,0.4,0.1,0.2,1.3,0.3,0.1,1,0.6,2024-02-12
"Dalen Terry","Chicago Bulls","Sophomore",6.3,95.7,2,0.7,0.8,0.2,0.1,0.2,0.3,1.6,0.4,0.9,0.5,0.7,2024-02-12
"Trayce Jackson-Davis","Golden State Warriors","Rookie",4.5,98.1,2,0.3,0.8,0.5,0.2,0.1,0.2,1.4,0.5,0.1,1,0.6,2024-02-12
"Ousmane Dieng","Oklahoma City Thunder","Sophomore",5.3,97.9,2,0.5,0.7,0.2,0.1,0.1,0.2,1.7,0.2,1,0.4,0.4,2024-02-12
"James Wiseman","Detroit Pistons","Vet",4.9,100,2,0.3,0.9,0.5,0.2,0.1,0.3,1.4,0.4,0.1,0.7,0.7,2024-02-12
"Sasha Vezenkov","Sacramento Kings","Rookie",4.4,99.9,1.9,0.2,0.6,0.3,0.1,0.1,0.1,1.6,0.2,1,0.4,0.4,2024-02-12
"Jontay Porter","Toronto Raptors","Vet",5.2,100,1.9,0.5,0.9,0.4,0.2,0.2,0.3,1.6,0.3,0.8,0.5,0.7,2024-02-12
"Omer Yurtseven","Utah Jazz","Vet",4.8,99.5,1.9,0.3,1.2,0.6,0.2,0.1,0.3,1.6,0.3,0.2,0.7,0.6,2024-02-12
"Bol Bol","Phoenix Suns","Vet",4.8,98.4,1.8,0.3,1,0.3,0.3,0.1,0.2,1.4,0.2,0.4,0.4,0.4,2024-02-12
"Stanley Umude","Detroit Pistons","Sophomore",4.7,99,1.8,0.3,0.6,0.2,0.1,0.1,0.2,1.4,0.4,0.7,0.3,0.6,2024-02-12
"Davis Bertans","Charlotte Hornets","Vet",3.7,98.3,1.6,0.3,0.4,0.1,0.1,0.1,0.1,1.2,0.2,1.1,0.1,0.4,2024-02-12
"Moses Moody","Golden State Warriors","Vet",3.3,98.6,1.6,0.2,0.4,0.1,0.1,0.1,0.1,1.2,0.3,0.6,0.2,0.3,2024-02-12
"Troy Brown Jr.","Detroit Pistons","Vet",4.1,99.2,1.5,0.4,0.6,0.1,0,0.1,0.1,1.2,0.1,0.9,0.2,0.3,2024-02-12
"Luka Garza","Minnesota Timberwolves","Vet",2.6,100.5,1.5,0.2,0.4,0.3,0,0.1,0.1,1.2,0.4,0.5,0.3,0.4,2024-02-12
"Matt Ryan","New Orleans Pelicans","Vet",3.7,99.9,1.5,0.2,0.3,0.1,0,0.1,0.1,1.2,0.2,0.8,0.1,0.3,2024-02-12
"Andre Jackson Jr.","Milwaukee Bucks","Rookie",5.8,99,1.5,0.4,0.7,0.4,0.1,0.2,0.2,1.1,0.2,0.4,0.3,0.9,2024-02-12
"DeAndre Jordan","Denver Nuggets","Vet",4.6,95.7,1.5,0.3,1.1,0.6,0.2,0.1,0.2,1.1,0.5,0,0.8,0.7,2024-02-12
"Duop Reath","Portland Trail Blazers","Rookie",3.1,97.1,1.4,0.2,0.5,0.2,0.1,0.1,0.1,1.1,0.2,0.6,0.4,0.4,2024-02-12
"Keon Ellis","Sacramento Kings","Sophomore",4,97.2,1.3,0.4,0.4,0.1,0.1,0.1,0.2,1,0.2,0.8,0.1,0.4,2024-02-12
"Caleb Houstan","Orlando Magic","Sophomore",3.5,94.4,1.2,0.2,0.3,0.1,0,0.1,0.1,1,0.1,1,0,0.3,2024-02-12
"Skylar Mays","Los Angeles Lakers","Vet",3.3,97.6,1.2,0.6,0.3,0.1,0,0.1,0.2,1.1,0.2,0.4,0.3,0.2,2024-02-12
"Taj Gibson","New York Knicks","Vet",5.9,96.5,1.2,0.3,0.8,0.4,0.2,0.2,0.2,1,0.1,0.3,0.3,0.9,2024-02-12
"Justise Winslow","Toronto Raptors","Vet",3.9,97.9,1.1,0.4,0.5,0.2,0.1,0.1,0.2,1,0.2,0.3,0.4,0.5,2024-02-12
"Bruno Fernando","Atlanta Hawks","Vet",2.6,99.3,1.1,0.1,0.6,0.3,0.2,0.1,0.1,0.8,0.4,0.1,0.5,0.4,2024-02-12
"Damion Lee","Phoenix Suns","Vet",3,98,1.1,0.2,0.3,0.1,0,0.1,0.1,0.9,0.1,0.5,0.1,0.2,2024-02-12
"Zeke Nnaji","Denver Nuggets","Vet",3,95.7,1.1,0.2,0.4,0.3,0.1,0.1,0.2,0.9,0.3,0.2,0.5,0.5,2024-02-12
"Jeremiah Robinson-Earl","New Orleans Pelicans","Vet",2.5,97.6,1,0.2,0.4,0.2,0,0.1,0.1,0.8,0.2,0.3,0.3,0.2,2024-02-12
"TyTy Washington Jr.","Milwaukee Bucks","Sophomore",2.8,97.8,1,0.3,0.3,0,0,0.1,0.1,1.1,0.1,0.5,0.1,0.2,2024-02-12
"Bryce McGowens","Charlotte Hornets","Sophomore",2.5,97.2,1,0.2,0.2,0.1,0,0.1,0.1,0.7,0.2,0.3,0.2,0.2,2024-02-12
"Shake Milton","Detroit Pistons","Vet",2.7,99.2,1,0.3,0.3,0.1,0,0.1,0.1,0.9,0.2,0.2,0.2,0.3,2024-02-12
"Alex Len","Sacramento Kings","Vet",2.7,98.6,0.9,0.3,0.5,0.3,0.1,0.1,0.2,0.6,0.2,0.1,0.3,0.4,2024-02-12
"Sandro Mamukelashvili","San Antonio Spurs","Vet",2,101.3,0.9,0.2,0.4,0.2,0.1,0.1,0.1,0.7,0.2,0.3,0.2,0.2,2024-02-12
"Damian Jones","Cleveland Cavaliers","Vet",2.6,93.6,0.9,0.2,0.4,0.2,0.1,0.1,0.1,0.6,0.2,0.2,0.3,0.3,2024-02-12
"Jalen McDaniels","Toronto Raptors","Vet",2.3,99,0.9,0.1,0.3,0.1,0,0.1,0.1,0.8,0.2,0.4,0.2,0.2,2024-02-12
"AJ Lawson","Dallas Mavericks","Sophomore",2,101.9,0.9,0.1,0.2,0.1,0,0.1,0.1,0.7,0.2,0.4,0.3,0.2,2024-02-12
"Thomas Bryant","Miami Heat","Vet",2,96.6,0.9,0.1,0.4,0.2,0.1,0,0.1,0.6,0.2,0.1,0.3,0.2,2024-02-12
