"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Caleb Martin","Miami Heat","Vet",20.9,95.7,8.2,1.5,2.8,0.9,0.2,0.6,0.9,6.4,1.3,2.5,1.8,1.6,2024-01-30
"Jalen Smith","Indiana Pacers","Vet",15.6,99.8,8.2,0.9,3.2,1.4,0.6,0.3,0.7,5.7,1.6,2.3,2.2,2,2024-01-30
"Sam Hauser","Boston Celtics","Vet",22.4,95.9,8.1,1.2,2.8,0.6,0.3,0.5,0.5,6.5,0.4,5.4,0.6,1.3,2024-01-30
"Obi Toppin","Indiana Pacers","Vet",17.5,101,8.1,1.2,2.3,0.9,0.4,0.4,0.6,5.6,1.2,2.4,2.4,1.6,2024-01-30
"David Roddy","Memphis Grizzlies","Sophomore",21.4,98.3,8.1,1.6,2.9,1,0.2,0.5,1,6.8,1.3,2.8,2.5,1.3,2024-01-30
"Bilal Coulibaly","Washington Wizards","Rookie",25.8,99.1,8,1.8,3,0.7,0.6,0.8,1.1,6.3,1.6,2.6,2.3,2,2024-01-30
"Reggie Jackson","Denver Nuggets","Vet",18.3,96.2,8,3.1,1.4,0.3,0.1,0.5,1.1,6.8,0.8,2.8,1.4,1.4,2024-01-30
"Dario Saric","Golden State Warriors","Vet",16.1,97.7,7.8,1.8,3,1.1,0.1,0.4,1,5.7,1.3,3,1,1.7,2024-01-30
"GG Jackson","Memphis Grizzlies","Rookie",16,97.2,7.7,0.8,2.2,0.7,0.4,0.4,0.6,5.5,1.5,3.1,1.8,1.2,2024-01-30
"Shaedon Sharpe","Portland Trail Blazers","Sophomore",15.8,97.6,7.7,1.4,1.7,0.5,0.2,0.4,1,6.8,1.6,2.9,1.9,1.3,2024-01-30
"Walker Kessler","Utah Jazz","Sophomore",21.3,98.1,7.6,0.9,4.4,2.4,1.9,0.4,0.7,4.8,1.6,0.2,3.6,2.1,2024-01-30
"Lonnie Walker IV","Brooklyn Nets","Vet",13.7,98.7,7.6,1,1.2,0.1,0.2,0.4,0.6,6.2,0.9,3.7,1.1,0.9,2024-01-30
"Kelly Olynyk","Utah Jazz","Vet",17.7,98.4,7.5,3.4,3.3,1,0.3,0.6,1.4,5,1.9,1.6,1.5,2.3,2024-01-30
"Miles McBride","New York Knicks","Vet",16.1,93.7,7.5,1.5,1,0.2,0.2,0.7,0.5,6.2,0.9,3.9,0.9,1.5,2024-01-30
"Terance Mann","Los Angeles Clippers","Vet",21.6,96,7.4,1.6,1.8,0.9,0.2,0.5,0.5,5.8,1,2.6,1.8,1.6,2024-01-30
"Nickeil Alexander-Walker","Minnesota Timberwolves","Vet",23.5,96.3,7.4,2.6,1.6,0.4,0.4,0.8,0.9,5.8,0.6,3.8,0.8,1.7,2024-01-30
"Patrick Beverley","Philadelphia 76ers","Vet",22.5,97,7.4,3.5,2.6,0.6,0.4,0.7,1.3,5.9,1.4,2.7,1.2,2,2024-01-30
"Gradey Dick","Toronto Raptors","Rookie",20.6,99.5,7.4,1.8,1.9,0.8,0.2,0.6,1,6.4,1.3,3.8,1.6,2,2024-01-30
"Paul Reed","Philadelphia 76ers","Vet",17.4,96.6,7.3,1.2,3.3,2.2,0.8,0.8,0.8,5.4,1,0.9,2.6,2.1,2024-01-30
"Gordon Hayward","Charlotte Hornets","Vet",15.9,98.2,7.3,2.2,1.8,0.4,0.2,0.4,1,5.7,1.5,1.4,1.2,1,2024-01-30
"Jakob Poeltl","Toronto Raptors","Vet",18,99.1,7.2,1.7,3.8,2,0.9,0.5,1,5.1,1.6,0.2,2.7,2.1,2024-01-30
"Thaddeus Young","Toronto Raptors","Vet",23.1,96.1,7.1,2.8,3,2.1,0.3,1.2,1.1,5.5,0.8,0.2,2.8,2.3,2024-01-30
"Grant Williams","Dallas Mavericks","Vet",22.4,99.9,7,1.7,2.4,0.8,0.5,0.4,0.8,5.5,0.9,3.7,0.8,2.3,2024-01-30
"Isaiah Hartenstein","New York Knicks","Vet",27.1,96.8,6.9,2,5.6,3.3,1.2,1.1,1,4.1,1.7,0.3,3.2,2.9,2024-01-30
"Chris Boucher","Toronto Raptors","Vet",15.6,97.2,6.9,0.6,2.9,1.4,0.6,0.4,0.5,4.8,1.7,2.1,2,1.5,2024-01-30
"Peyton Watson","Denver Nuggets","Sophomore",16.4,95.7,6.7,1,2,0.5,0.7,0.4,0.6,5.2,1.2,2.2,1.7,1.4,2024-01-30
"Cody Martin","Charlotte Hornets","Vet",23.2,96.5,6.5,2.5,2.5,0.8,0.4,0.9,1.1,6.1,1.1,2.7,1.7,1.6,2024-01-30
"Isaiah Joe","Oklahoma City Thunder","Vet",15,99.4,6.4,0.9,1.5,0.3,0.2,0.5,0.4,4.9,0.7,3.6,0.4,1,2024-01-30
"Trey Lyles","Sacramento Kings","Vet",18.6,97.9,6.4,1.1,3.3,0.9,0.3,0.3,0.5,4.8,1,3.6,1,1.4,2024-01-30
"Aaron Wiggins","Oklahoma City Thunder","Vet",15.3,97.1,6.3,0.9,1.7,0.6,0.1,0.4,0.5,4.4,0.8,1.6,2,1.3,2024-01-30
"Cason Wallace","Oklahoma City Thunder","Rookie",18.4,98,6.2,1.2,1.6,0.6,0.3,0.6,0.4,4.6,0.5,2.7,1,1.6,2024-01-30
"Jaden Hardy","Dallas Mavericks","Sophomore",12.5,100.6,6.2,1.4,1.4,0.2,0.1,0.3,0.6,5.4,0.7,3,0.9,1,2024-01-30
"Kyrie Irving","Dallas Mavericks","Vet",8.2,99.1,6.1,1.2,1,0.2,0.1,0.3,0.5,4.8,1.1,1.8,0.8,0.5,2024-01-30
"Cedi Osman","San Antonio Spurs","Vet",15.1,100.3,6.1,1.4,1.9,0.3,0.1,0.4,0.5,4.4,0.8,2.6,1.2,1.2,2024-01-30
"Duncan Robinson","Miami Heat","Vet",13.2,95.7,6,1.3,1.1,0.1,0.1,0.3,0.6,4.8,0.6,3.4,0.7,1.2,2024-01-30
"Marcus Morris Sr.","Philadelphia 76ers","Vet",15.4,96.3,6,0.8,1.9,0.3,0.2,0.3,0.4,4.8,0.8,2.3,0.5,1.3,2024-01-30
"Dennis Smith Jr.","Brooklyn Nets","Vet",15.5,97.3,5.9,3.2,1.7,0.6,0.2,0.8,1,5,1.1,1.4,2.2,1.6,2024-01-30
"Jordan Hawkins","New Orleans Pelicans","Rookie",12.6,97,5.9,0.8,1.3,0.2,0.1,0.3,0.4,4.8,0.9,3.2,0.5,0.9,2024-01-30
"Josh Richardson","Miami Heat","Vet",15.2,95,5.9,1.3,1.3,0.3,0.2,0.5,0.5,4.7,0.7,2.7,0.6,1.1,2024-01-30
"Kris Dunn","Utah Jazz","Vet",18.6,101.2,5.7,4,2.3,0.6,0.4,1,1.1,4.6,0.6,1.8,0.9,2,2024-01-30
"Tari Eason","Houston Rockets","Sophomore",13,97.5,5.7,0.8,2.5,1.2,0.4,0.7,0.7,5.1,0.9,1.5,2.2,1.4,2024-01-30
"Naji Marshall","New Orleans Pelicans","Vet",14.2,97.2,5.7,1.4,1.8,0.6,0.1,0.5,0.7,4.4,1.3,1.5,1.1,1.1,2024-01-30
"Kevin Love","Miami Heat","Vet",11.7,96.8,5.6,1.2,3,0.7,0.2,0.2,0.6,4.2,1.3,2.7,0.6,1.2,2024-01-30
"Mark Williams","Charlotte Hornets","Sophomore",12.7,97.8,5.6,0.5,2.7,1.4,0.6,0.4,0.5,3.9,1.5,0.1,2.6,1.4,2024-01-30
"Ausar Thompson","Detroit Pistons","Rookie",16.3,98.6,5.6,1.1,2.8,1.3,0.5,0.6,0.7,4.5,1.3,1,2.1,2,2024-01-30
"Ochai Agbaji","Utah Jazz","Sophomore",19,98.3,5.5,1,1.7,0.6,0.4,0.4,0.5,4.5,0.7,2.3,1,1.3,2024-01-30
"Royce O'Neale","Brooklyn Nets","Vet",17.6,97.7,5.4,2,2.8,0.5,0.4,0.5,0.6,4.4,0.4,3.9,0.5,1.8,2024-01-30
"Xavier Tillman","Memphis Grizzlies","Vet",17,97.9,5.4,1.4,2.5,1.4,0.7,0.8,0.6,4.6,1,0.9,2.2,1.4,2024-01-30
"Jontay Porter","Toronto Raptors","Vet",14.9,100.5,5.4,1.6,2.6,1.2,0.7,0.5,0.8,4.4,1.1,2.4,1.4,2.1,2024-01-30
"Duop Reath","Portland Trail Blazers","Rookie",11.4,96.5,5.3,0.7,1.7,0.9,0.3,0.3,0.5,4,0.9,2.2,1.4,1.5,2024-01-30
"Julian Champagnie","San Antonio Spurs","Sophomore",14.7,100,5.3,0.9,1.8,0.4,0.4,0.4,0.5,4,0.7,3,0.6,1,2024-01-30
"Larry Nance Jr.","New Orleans Pelicans","Vet",16.5,97.4,5.2,1.3,3.2,1.3,0.4,0.7,0.5,3.6,0.9,1.4,1.6,1.4,2024-01-30
"Mason Plumlee","Los Angeles Clippers","Vet",15.2,97.2,5.2,1.2,3.3,1.6,0.4,0.4,0.6,3.1,1.7,0.1,2.3,1.6,2024-01-30
"Oshae Brissett","Boston Celtics","Vet",13.4,97.1,5.2,0.8,2.1,1,0.2,0.4,0.4,3.7,1.6,1.4,1.5,1.2,2024-01-30
"Christian Wood","Los Angeles Lakers","Vet",11.4,98.4,5.1,0.8,2.6,0.6,0.4,0.2,0.6,3.7,1.3,1.5,1.1,1,2024-01-30
"Ben Simmons","Brooklyn Nets","Vet",17.6,98,5.1,4.3,3.6,1.3,0.4,0.7,1.4,3.7,1.1,0.1,2.1,2.1,2024-01-30
"Kyle Anderson","Minnesota Timberwolves","Vet",18,97.1,5.1,3.2,2.4,0.7,0.5,0.7,1,4.1,1.2,0.3,1.2,1.3,2024-01-30
"Jae Crowder","Milwaukee Bucks","Vet",16.4,100.4,5,1,2.2,0.4,0.2,0.6,0.3,4.1,0.4,3.1,0.3,1.3,2024-01-30
"Scotty Pippen Jr.","Memphis Grizzlies","Sophomore",12.8,97.2,5,2.3,1.2,0.4,0.2,0.5,1,3.7,1.2,1.5,1.5,1.1,2024-01-30
"Nicolas Batum","Philadelphia 76ers","Vet",22.5,97.2,4.9,2,2.5,1,0.5,0.7,0.6,3.6,0.4,2.6,0.6,1.7,2024-01-30
"Landry Shamet","Washington Wizards","Vet",10,98.3,4.9,0.9,0.7,0.2,0.1,0.3,0.4,4,0.8,2.3,0.8,1,2024-01-30
"Christian Braun","Denver Nuggets","Sophomore",14.3,95.7,4.9,1,1.9,0.6,0.2,0.4,0.5,3.8,1,1.5,1.5,1.2,2024-01-30
"Jarred Vanderbilt","Los Angeles Lakers","Vet",18.1,98.5,4.8,1.1,3,1.5,0.3,0.9,0.7,3.3,1.3,0.6,2.1,1.6,2024-01-30
"Jevon Carter","Chicago Bulls","Vet",12,95.6,4.8,1,0.8,0.1,0.2,0.4,0.4,4.5,0.2,3,0.2,0.9,2024-01-30
"Amir Coffey","Los Angeles Clippers","Vet",15.6,98,4.8,0.8,1.2,0.3,0.1,0.3,0.3,3.3,0.7,1.7,0.7,1.2,2024-01-30
"Sam Merrill","Cleveland Cavaliers","Vet",9.6,96.9,4.7,0.8,0.9,0.2,0,0.3,0.3,3.6,0.3,3.2,0.2,0.8,2024-01-30
"Anthony Black","Orlando Magic","Rookie",15,97.7,4.6,1.3,1.4,0.4,0.3,0.4,0.6,3.2,1.1,1.3,1,1.6,2024-01-30
"Marcus Sasser","Detroit Pistons","Rookie",9.9,98,4.6,1.7,0.8,0.1,0.1,0.3,0.7,3.8,0.7,1.6,0.6,0.9,2024-01-30
"Steven Adams","Memphis Grizzlies","Vet",13.1,101.2,4.5,1.2,3,1.7,0.5,0.4,0.7,3.4,1.3,0.9,1.9,1.3,2024-01-30
"Dean Wade","Cleveland Cavaliers","Vet",17.2,97.8,4.5,0.7,2.7,0.5,0.2,0.6,0.3,3.7,0.4,3.2,0.2,1.5,2024-01-30
"Julian Phillips","Chicago Bulls","Rookie",13.1,96.8,4.5,0.7,1.4,0.6,0.4,0.3,0.5,3.5,1,1.7,1.5,1.5,2024-01-30
"Day'Ron Sharpe","Brooklyn Nets","Vet",9.6,96.6,4.4,0.9,2.2,1.3,0.5,0.3,0.7,3.2,1.3,0.1,2.4,1.4,2024-01-30
"Kenrich Williams","Oklahoma City Thunder","Vet",13.2,97.7,4.4,1,1.8,0.7,0.1,0.5,0.3,3.7,0.3,2,1.1,1.2,2024-01-30
"Dante Exum","Dallas Mavericks","Vet",10.9,99.8,4.4,1.5,1.2,0.3,0.1,0.3,0.5,3.3,0.7,1.2,1.2,0.9,2024-01-30
"Kyle Lowry","Charlotte Hornets","Vet",14.3,95,4.4,2.1,1.4,0.3,0.2,0.5,0.8,3.6,0.7,2.3,0.4,1.4,2024-01-30
"Mo Bamba","Philadelphia 76ers","Vet",11,97.5,4.4,0.7,2.2,1.1,0.8,0.3,0.5,3.3,0.8,1.1,1.5,1.5,2024-01-30
"Haywood Highsmith","Miami Heat","Vet",15,96.5,4.3,0.8,1.7,0.6,0.3,0.6,0.4,3.3,0.4,2,0.8,1.3,2024-01-30
"Pat Connaughton","Milwaukee Bucks","Vet",16,101.1,4.3,1.3,2,0.6,0.2,0.4,0.3,3.1,0.4,2.5,0.6,1,2024-01-30
"Daniel Theis","Los Angeles Clippers","Vet",13.1,98,4.3,0.8,1.8,1.2,0.6,0.3,0.4,3.3,0.7,0.9,1.5,1.7,2024-01-30
"Cameron Payne","Milwaukee Bucks","Vet",9.7,100,4.3,1.5,0.8,0.1,0.1,0.3,0.5,3.3,0.5,2,0.4,1,2024-01-30
"Zach Collins","San Antonio Spurs","Vet",8.8,101.2,4.3,1,1.4,0.7,0.3,0.2,0.6,3.4,0.9,1.2,1,1.2,2024-01-30
"Matisse Thybulle","Portland Trail Blazers","Vet",17.3,97.3,4.1,0.9,1.3,0.4,0.5,1.1,0.3,3.3,0.3,2.6,0.5,1.2,2024-01-30
"Monte Morris","Detroit Pistons","Vet",9.5,97.6,4.1,1.5,1,0.1,0.1,0.3,0.4,3.7,0.5,1.4,0.5,0.5,2024-01-30
"Toumani Camara","Portland Trail Blazers","Rookie",13.5,98.4,4.1,0.6,1.7,1,0.2,0.5,0.6,3.2,0.9,1.3,1.4,1.5,2024-01-30
"Jonathan Isaac","Orlando Magic","Vet",9.7,96.8,4,0.4,1.8,0.8,0.6,0.5,0.3,3,0.8,1,1.4,0.8,2024-01-30
"Killian Hayes","Detroit Pistons","Vet",15.2,99.7,4,3.2,1.6,0.2,0.2,0.6,0.9,3.6,0.7,0.9,0.4,1.4,2024-01-30
"Doug McDermott","San Antonio Spurs","Vet",9.7,99.6,3.9,0.7,0.7,0.1,0,0.1,0.3,3,0.2,2.6,0.3,0.7,2024-01-30
"Amen Thompson","Houston Rockets","Rookie",10.1,101.9,3.8,1.3,1.9,0.7,0.3,0.5,0.8,3,1.1,0.6,1.4,1.3,2024-01-30
"Jae'Sean Tate","Houston Rockets","Vet",13.8,98.5,3.8,0.9,1.7,0.8,0.2,0.4,0.4,2.9,0.6,1,1.1,2,2024-01-30
"Drew Eubanks","Phoenix Suns","Vet",11.5,96.7,3.8,0.7,2,1.1,0.6,0.3,0.5,2.5,0.9,0.1,1.3,1.2,2024-01-30
"Jaylin Williams","Oklahoma City Thunder","Sophomore",11.9,97.7,3.7,1.1,2.4,0.5,0.3,0.4,0.4,3,0.5,2,0.5,1.4,2024-01-30
"Myles Turner","Indiana Pacers","Vet",6,101.5,3.6,0.3,1.2,0.4,0.4,0.1,0.3,2.6,0.9,0.9,0.7,0.6,2024-01-30
"Isaiah Jackson","Indiana Pacers","Vet",7.7,100.2,3.6,0.5,1.4,0.9,0.6,0.3,0.4,2.5,1.1,0.1,1.7,1.4,2024-01-30
"Max Christie","Los Angeles Lakers","Sophomore",12.1,100.6,3.6,0.7,1.6,0.2,0.2,0.3,0.4,2.9,0.5,1.4,0.5,0.9,2024-01-30
"Nick Smith Jr.","Charlotte Hornets","Rookie",9.1,94.9,3.6,0.7,0.7,0.2,0.1,0.2,0.5,3.2,0.2,1.7,0.3,0.7,2024-01-30
"Josh Okogie","Phoenix Suns","Vet",11.9,97.8,3.5,0.9,1.1,0.9,0.3,0.5,0.4,2.4,1.4,1.1,1.1,1.1,2024-01-30
"Dyson Daniels","New Orleans Pelicans","Sophomore",14.6,96,3.5,1.6,1.7,0.7,0.3,0.7,0.6,2.9,0.6,1,0.9,1.2,2024-01-30
"Joe Ingles","Orlando Magic","Vet",12.8,98.3,3.5,1.9,1.4,0.3,0.1,0.4,0.6,2.9,0.4,2.1,0.3,1.1,2024-01-30
"Danuel House Jr.","Philadelphia 76ers","Vet",12.3,97.2,3.5,0.7,1.2,0.3,0.1,0.3,0.4,2.6,0.8,1.2,0.9,1.1,2024-01-30
"Delon Wright","Washington Wizards","Vet",10.7,98.2,3.4,1.7,1.1,0.4,0.1,0.7,0.4,2.9,0.6,1,0.7,0.6,2024-01-30
"Jeff Green","Houston Rockets","Vet",10.2,97.7,3.4,0.5,1,0.3,0.2,0.2,0.3,2.3,0.9,0.7,0.7,0.9,2024-01-30
"Talen Horton-Tucker","Utah Jazz","Vet",6,99.7,3.3,1.1,0.7,0.1,0.1,0.2,0.5,3,0.8,1,0.8,0.6,2024-01-30
"Trayce Jackson-Davis","Golden State Warriors","Rookie",7.5,98.1,3.3,0.5,1.3,0.8,0.4,0.2,0.4,2.3,0.9,0.1,1.5,1,2024-01-30
"Neemias Queta","Boston Celtics","Vet",8.6,95.2,3.3,0.4,1.7,1.1,0.5,0.2,0.3,2.3,0.8,0.1,1.4,1.3,2024-01-30
"Kenyon Martin Jr.","Philadelphia 76ers","Vet",9.4,99,3.3,0.7,1.1,0.5,0.1,0.2,0.3,2.3,0.8,0.4,1.5,1,2024-01-30
"Davion Mitchell","Sacramento Kings","Vet",10.1,96.3,3.3,1.3,0.7,0.1,0.1,0.3,0.4,2.9,0.4,1.5,0.6,0.8,2024-01-30
"Kevin Knox II","Detroit Pistons","Vet",8.3,99.2,3.3,0.4,1,0.3,0.1,0.2,0.3,2.7,0.4,1.3,0.6,0.8,2024-01-30
"Dominick Barlow","San Antonio Spurs","Sophomore",9.8,98,3.2,0.8,1.5,0.9,0.4,0.3,0.4,2.5,0.9,0.2,1.2,1.2,2024-01-30
"Maxi Kleber","Dallas Mavericks","Vet",14.4,99.1,3.2,1,1.8,0.6,0.4,0.2,0.4,2.6,0.7,1.5,0.7,1.5,2024-01-30
"Robert Williams III","Portland Trail Blazers","Vet",8.6,98.1,3.1,0.5,1.8,0.9,0.6,0.3,0.3,2.2,0.5,0.2,1.1,1,2024-01-30
"Gary Harris","Orlando Magic","Vet",10.7,97,3.1,0.8,0.7,0.2,0.1,0.4,0.2,2.7,0.4,1.9,0.4,0.8,2024-01-30
"T.J. McConnell","Indiana Pacers","Vet",7,101.4,3.1,2.1,0.8,0.2,0.1,0.4,0.6,2.6,0.4,0.2,0.8,0.5,2024-01-30
"Ben Sheppard","Indiana Pacers","Rookie",10.5,99.9,3.1,0.8,1,0.3,0.1,0.4,0.3,2.7,0.5,1.7,0.7,1.2,2024-01-30
"Matt Ryan","New Orleans Pelicans","Vet",7.7,99.8,3.1,0.5,0.7,0.1,0.1,0.2,0.3,2.3,0.4,1.7,0.2,0.6,2024-01-30
"Jericho Sims","New York Knicks","Vet",14.5,94.9,3.1,0.6,2.4,1.4,0.5,0.3,0.4,1.9,0.5,0.1,1.4,1.6,2024-01-30
"Ziaire Williams","Memphis Grizzlies","Vet",6.8,97.9,3,0.6,0.9,0.2,0.1,0.2,0.4,2.6,0.5,1.3,0.7,0.6,2024-01-30
"Kevon Looney","Golden State Warriors","Vet",10.6,97.7,2.9,1.1,2.4,1.4,0.2,0.3,0.4,2.1,0.7,0.1,1.2,1.5,2024-01-30
"Dalen Terry","Chicago Bulls","Sophomore",9.3,95.7,2.8,1.1,1.1,0.4,0.2,0.3,0.4,2.1,0.6,1.2,0.7,1,2024-01-30
"Cory Joseph","Golden State Warriors","Vet",11.3,96.9,2.8,1.6,0.9,0.2,0.1,0.3,0.3,2.3,0.3,1.6,0.2,0.9,2024-01-30
"Svi Mykhailiuk","Boston Celtics","Vet",6,96.4,2.8,0.4,0.5,0.2,0,0.2,0.2,2.4,0.3,1.8,0.3,0.4,2024-01-30
"JaVale McGee","Sacramento Kings","Vet",5.3,99.2,2.8,0.3,1.2,0.6,0.3,0.1,0.4,1.9,0.7,0.1,1.1,0.8,2024-01-30
"Brandon Clarke","Memphis Grizzlies","Vet",5.8,99.3,2.7,0.4,1,0.5,0.2,0.2,0.2,2,0.6,0.4,0.8,0.7,2024-01-30
"Derrick Rose","Memphis Grizzlies","Vet",6.1,97.8,2.7,1.1,0.5,0.1,0.1,0.2,0.4,2.3,0.3,0.7,0.6,0.4,2024-01-30
"Matt Hurt","Memphis Grizzlies","Rookie",7.2,96.3,2.5,0.4,0.9,0.4,0.2,0.2,0.3,1.9,0.5,1,0.5,0.8,2024-01-30
"Mike Muscala","Detroit Pistons","Vet",7.8,98.7,2.4,0.5,1.3,0.4,0.2,0.1,0.2,1.9,0.3,1.4,0.2,0.8,2024-01-30
"Garrison Mathews","Atlanta Hawks","Vet",7.6,99,2.4,0.3,0.6,0.1,0.1,0.2,0.2,1.7,0.3,1.6,0.1,0.8,2024-01-30
"Dalano Banton","Boston Celtics","Vet",5.9,97,2.4,0.7,0.8,0.3,0.1,0.2,0.3,1.9,0.5,0.6,0.6,0.6,2024-01-30
"Blake Wesley","San Antonio Spurs","Sophomore",8.3,98.9,2.4,1.5,0.7,0.2,0.1,0.3,0.5,2,0.5,0.5,1,0.9,2024-01-30
"Patty Mills","Atlanta Hawks","Vet",7.3,98.7,2.3,0.6,0.5,0.1,0,0.2,0.3,2,0.2,1.3,0.1,0.6,2024-01-30
"Jordan McLaughlin","Minnesota Timberwolves","Vet",8,97.9,2.2,1.4,0.6,0.2,0.1,0.4,0.3,1.9,0.2,1.1,0.5,0.5,2024-01-30
"Julian Strawther","Denver Nuggets","Rookie",5.2,97.9,2.2,0.4,0.5,0.1,0.1,0.2,0.2,2,0.3,1.3,0.3,0.5,2024-01-30
"Nah'Shon Hyland","Los Angeles Clippers","Vet",3.8,96.4,2.1,0.6,0.3,0.1,0,0.1,0.3,2,0.3,1.1,0.3,0.4,2024-01-30
"Lamar Stevens","Boston Celtics","Vet",5.2,96.9,2.1,0.3,0.8,0.4,0.1,0.1,0.2,1.7,0.5,0.3,0.7,0.5,2024-01-30
"Dwight Powell","Dallas Mavericks","Vet",7.2,98.7,2,0.7,1,0.8,0.2,0.2,0.3,1.1,0.8,0.1,0.9,1.2,2024-01-30
"Jacob Gilyard","Memphis Grizzlies","Sophomore",7.1,96.2,1.9,1.5,0.4,0.1,0,0.3,0.3,1.6,0.2,1.2,0.1,0.5,2024-01-30
"Keita Bates-Diop","Phoenix Suns","Vet",5.9,96.9,1.9,0.4,0.7,0.3,0.1,0.2,0.2,1.5,0.4,0.6,0.6,0.4,2024-01-30
"Ousmane Dieng","Oklahoma City Thunder","Sophomore",4.9,97.1,1.9,0.4,0.7,0.2,0,0.1,0.2,1.6,0.2,1,0.3,0.4,2024-01-30
"Malachi Flynn","New York Knicks","Vet",4.8,95.7,1.9,0.7,0.5,0.1,0,0.2,0.2,1.6,0.3,0.9,0.3,0.4,2024-01-30
"Jaden Springer","Philadelphia 76ers","Vet",4.7,98.5,1.8,0.4,0.4,0.3,0.1,0.2,0.3,1.5,0.4,0.4,0.5,0.6,2024-01-30
"DeAndre Jordan","Denver Nuggets","Vet",6,95,1.8,0.4,1.4,0.7,0.3,0.1,0.3,1.2,0.6,0,1,0.9,2024-01-30
"Tristan Thompson","Cleveland Cavaliers","Vet",5.6,95.5,1.7,0.4,1,0.7,0.1,0.1,0.3,1.2,0.5,0,0.8,0.6,2024-01-30
"Victor Oladipo","Houston Rockets","Vet",3.9,97.7,1.7,0.5,0.4,0.1,0.1,0.2,0.2,1.4,0.3,0.7,0.2,0.4,2024-01-30
"Ish Smith","Charlotte Hornets","Vet",7.5,97.3,1.7,1.6,0.7,0.2,0.1,0.2,0.5,1.5,0.1,0.1,0.4,0.6,2024-01-30
"Danilo Gallinari","Detroit Pistons","Vet",3.5,98.1,1.6,0.3,0.6,0.1,0,0.1,0.1,1.1,0.5,0.6,0.2,0.3,2024-01-30
"OG Anunoby","New York Knicks","Vet",3.3,96.8,1.5,0.2,0.3,0.1,0.1,0.1,0.1,1.1,0.2,0.5,0.4,0.2,2024-01-30
"Vince Williams Jr.","Memphis Grizzlies","Sophomore",4.2,97.9,1.5,0.4,0.7,0.2,0.1,0.1,0.2,1.1,0.3,0.7,0.3,0.3,2024-01-30
"Jaxson Hayes","Los Angeles Lakers","Vet",4.4,98.1,1.5,0.2,0.7,0.3,0.2,0.1,0.2,1,0.5,0.1,0.6,0.7,2024-01-30
"Luka Samanic","Utah Jazz","Vet",3.5,101.4,1.5,0.2,0.7,0.2,0.1,0.1,0.2,1.2,0.4,0.4,0.5,0.4,2024-01-30
"Goga Bitadze","Orlando Magic","Vet",4.2,95.7,1.4,0.3,0.8,0.5,0.3,0.1,0.2,0.9,0.4,0.1,0.6,0.6,2024-01-30
"Vasilije Micic","Oklahoma City Thunder","Rookie",4.5,97.4,1.4,0.8,0.4,0.1,0,0.1,0.2,1.1,0.2,0.5,0.3,0.4,2024-01-30
"Eugene Omoruyi","Washington Wizards","Vet",2.4,99.2,1.3,0.2,0.3,0.2,0,0.1,0.2,1.1,0.4,0.4,0.4,0.4,2024-01-30
"Ty Jerome","Cleveland Cavaliers","Vet",3.5,97.7,1.3,0.5,0.3,0.1,0,0.1,0.1,1,0.2,0.4,0.2,0.3,2024-01-30
"Omer Yurtseven","Utah Jazz","Vet",3.3,99,1.3,0.2,0.8,0.4,0.1,0.1,0.2,1.1,0.2,0.2,0.5,0.5,2024-01-30
"Kris Murray","Portland Trail Blazers","Rookie",3.7,98.1,1.2,0.2,0.4,0.2,0.1,0.2,0.1,1,0.2,0.5,0.4,0.3,2024-01-30
"Furkan Korkmaz","Philadelphia 76ers","Vet",4,99.1,1.2,0.3,0.3,0.1,0,0.1,0.2,1,0.2,0.5,0.2,0.3,2024-01-30
"Luka Garza","Minnesota Timberwolves","Vet",2,100.1,1.2,0.1,0.3,0.2,0,0,0.1,1,0.4,0.4,0.3,0.3,2024-01-30
"Ricky Council IV","Philadelphia 76ers","Rookie",2.5,102.2,1.2,0.1,0.2,0.2,0,0.1,0.1,0.9,0.3,0.2,0.4,0.2,2024-01-30
"Jared Butler","Washington Wizards","Vet",2.1,98.7,1.1,0.4,0.2,0,0,0.1,0.2,0.9,0.2,0.4,0.2,0.2,2024-01-30
"Davis Bertans","Oklahoma City Thunder","Vet",2.5,100.3,1.1,0.2,0.3,0.1,0,0.1,0.1,0.8,0.2,0.7,0.1,0.3,2024-01-30
"Jose Alvarado","New Orleans Pelicans","Vet",2.5,97.9,1.1,0.3,0.2,0,0,0.1,0.1,0.9,0.1,0.5,0.2,0.2,2024-01-30
"Charles Bassey","San Antonio Spurs","Vet",3.2,99.8,1.1,0.3,0.7,0.4,0.2,0.1,0.2,0.8,0.2,0.1,0.4,0.5,2024-01-30
"Trendon Watford","Brooklyn Nets","Vet",2.4,97.8,1.1,0.3,0.4,0.1,0,0.1,0.2,0.9,0.2,0.2,0.3,0.3,2024-01-30
"Dejounte Murray","Atlanta Hawks","Vet",1.8,101.2,1.1,0.3,0.2,0,0,0.1,0.1,0.9,0.2,0.3,0.2,0.1,2024-01-30
"Chuma Okeke","Orlando Magic","Vet",4.1,94.4,1.1,0.2,0.6,0.1,0.1,0.1,0.1,1,0.1,0.8,0.1,0.3,2024-01-30
