"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Kevin Durant","Phoenix Suns","Vet",36.8,98.6,25.3,5.5,5.9,0.6,1.2,0.8,2.5,17.1,5.2,5.3,1.9,1.8,2024-01-30
"De'Aaron Fox","Sacramento Kings","Vet",34.8,99.7,25.2,5.3,3.1,0.7,0.4,1.3,2.2,18.6,5.9,6.9,3,2.3,2024-01-30
"Damian Lillard","Milwaukee Bucks","Vet",34.7,102.3,24.8,6.5,3.5,0.6,0.2,0.9,2.3,17.7,7.7,8.4,4,1.6,2024-01-30
"Anthony Davis","Los Angeles Lakers","Vet",34.8,100.6,24.4,3.6,9,2.9,2,1.1,2.1,17.1,6.6,1.4,6.7,2.3,2024-01-30
"Paolo Banchero","Orlando Magic","Sophomore",34.9,97,23.4,5.1,5.9,1.1,0.5,0.9,3,18.1,7.7,5.1,4.5,2,2024-01-30
"LeBron James","Los Angeles Lakers","Vet",33.8,99.8,23.3,7.4,6.4,0.9,0.6,1.1,3,17,5.1,5,6.2,1.4,2024-01-30
"Lauri Markkanen","Utah Jazz","Vet",32.1,100.5,23.1,2.3,6.1,2.2,0.5,0.8,1.5,15.8,5.2,7.7,3.7,1.9,2024-01-30
"Jaylen Brown","Boston Celtics","Vet",33,98.6,23,4,4.5,1.1,0.5,1,2.4,17.4,4.5,5.7,4.4,2.4,2024-01-30
"Kawhi Leonard","Los Angeles Clippers","Vet",33.8,97,22.8,3.6,5.1,1.1,0.8,1.5,1.6,16.2,4.3,4.7,3.1,1.6,2024-01-30
"Jamal Murray","Denver Nuggets","Vet",33.9,95.3,22.6,6.5,3.3,0.6,0.4,1,2.1,17.7,4,6,3.6,1.9,2024-01-30
"Jaren Jackson Jr.","Memphis Grizzlies","Vet",31.8,98.8,22.6,2.4,4.4,1.3,1.8,1,2.4,17.8,6.4,5.3,5,3.3,2024-01-30
"DeMar DeRozan","Chicago Bulls","Vet",38.5,95.3,22.3,5.7,4,0.4,0.5,1,1.8,16.5,6.2,3,3,2.2,2024-01-30
"Karl-Anthony Towns","Minnesota Timberwolves","Vet",32.7,96.5,21.7,3.2,7,1.4,0.7,0.7,2.6,15.3,5.1,5.2,4.7,3,2024-01-30
"Mikal Bridges","Brooklyn Nets","Vet",35.3,98.1,21.6,3.6,3.9,0.7,0.5,1,1.8,17.4,4.5,7.5,3.1,1.6,2024-01-30
"Scottie Barnes","Toronto Raptors","Vet",36.7,98.7,21.5,6.1,5.7,2,1.4,1.2,2.7,16.5,4.7,4.7,4.5,2.2,2024-01-30
"Kyle Kuzma","Washington Wizards","Vet",32.1,100.8,21.4,4.6,6,1,0.6,0.5,2.4,17.9,3.1,6.7,3.8,2,2024-01-30
"Coby White","Chicago Bulls","Vet",38.2,95.6,21.2,5.6,4.4,0.6,0.2,0.8,2.5,16.4,4.1,7.1,4.3,2.3,2024-01-30
"Paul George","Los Angeles Clippers","Vet",31.9,96.9,21.1,3.2,4.5,0.6,0.4,1.3,1.8,15.8,3.6,7.5,2.5,2.6,2024-01-30
"Alperen Sengun","Houston Rockets","Vet",32.9,98.5,21.1,5.2,6.4,2.9,0.8,1.1,2.8,15.8,5.7,1.8,6.4,3.1,2024-01-30
"Zion Williamson","New Orleans Pelicans","Vet",29.9,99.8,21,4.5,3.7,1.7,0.4,0.9,2.5,14.2,6.2,0.4,7.4,2.3,2024-01-30
"Pascal Siakam","Indiana Pacers","Vet",33.6,99.2,20.9,4.8,5.1,1.5,0.3,0.9,2,15.1,5.3,3,4.6,2.5,2024-01-30
"D'Angelo Russell","Los Angeles Lakers","Vet",35.4,101.3,20.8,6.5,2.5,0.5,0.5,1,2.1,15.6,2.7,7.7,2,2.1,2024-01-30
"Victor Wembanyama","San Antonio Spurs","Rookie",27.4,100.8,20.3,3.1,7.6,2,2.8,0.9,3,16.2,5.1,4.8,5.2,2.3,2024-01-30
"Miles Bridges","Charlotte Hornets","Vet",35.6,97.6,20.2,3.3,6.2,0.8,0.6,0.9,1.8,16.5,3.2,6.4,5.1,1.9,2024-01-30
"Collin Sexton","Utah Jazz","Vet",27.3,100.3,20.1,5.1,1.9,0.9,0.2,0.8,2.2,14.3,5,4.4,4,2.2,2024-01-30
"Brandon Ingram","New Orleans Pelicans","Vet",32.3,98.3,20,5.6,4.3,0.6,0.4,0.7,2.3,15.2,4.8,3.7,2.4,2.2,2024-01-30
"Jimmy Butler","Miami Heat","Vet",33.6,96.4,19.9,4.5,3.3,2.1,0.3,1.5,1.5,13.2,7.2,2.2,4.7,1.3,2024-01-30
"Jalen Green","Houston Rockets","Vet",31.6,99.4,19.8,3.4,4.3,0.5,0.2,0.7,2,16.1,5,7,3.9,1.4,2024-01-30
"Jerami Grant","Portland Trail Blazers","Vet",31.1,96.8,19.1,2.6,2.9,0.7,0.7,0.7,1.8,14.2,5.4,4.2,4.2,2,2024-01-30
"Jalen Williams","Oklahoma City Thunder","Sophomore",31.8,100.1,19,4.5,3.3,0.7,0.4,1.2,1.7,14.2,3,4.1,4.2,2.5,2024-01-30
"Franz Wagner","Orlando Magic","Vet",32,97.7,18.9,3.8,4.1,1,0.3,0.9,2,14.6,4.1,5.2,5.1,2.2,2024-01-30
"Domantas Sabonis","Sacramento Kings","Vet",35,98.4,18.9,7.5,10.3,3.4,0.5,0.8,3,12.3,4.6,1.4,6.8,3.1,2024-01-30
"Anfernee Simons","Portland Trail Blazers","Vet",30.3,96.5,18.9,5,2.4,0.3,0.1,0.5,2.2,15.1,3,7.3,2.9,1.9,2024-01-30
"Bam Adebayo","Miami Heat","Vet",33.8,96.5,18.8,4.2,8,2.2,1,1,2.4,13.8,5.5,0.3,4,2.5,2024-01-30
"Klay Thompson","Golden State Warriors","Vet",32.4,99.5,18.6,2.6,3,0.4,0.4,0.6,1.4,15.2,1.8,9.4,0.9,1.9,2024-01-30
"Tyler Herro","Miami Heat","Vet",31.4,97,18.4,3.7,4.3,0.4,0.1,0.8,1.7,15.6,1.9,8,1.4,1.3,2024-01-30
"Cam Thomas","Brooklyn Nets","Vet",26.4,98.5,18.4,2.3,2.4,0.2,0.2,0.6,1.6,14.4,4.1,4.8,2.3,1.7,2024-01-30
"Bojan Bogdanovic","Detroit Pistons","Vet",30.4,99.7,18.3,2.5,2.8,0.5,0.2,0.6,1.7,14,3.5,6.4,2,2,2024-01-30
"CJ McCollum","New Orleans Pelicans","Vet",31,98.5,17.8,4.4,3.3,0.5,0.5,0.9,1.5,13.4,2.2,7.1,1.6,2.1,2024-01-30
"Devin Vassell","San Antonio Spurs","Vet",31.8,100.7,17.8,3.8,3.2,0.3,0.2,1.1,1.5,14.1,2.8,6,2.8,1.2,2024-01-30
"Jonathan Kuminga","Golden State Warriors","Vet",29.6,99.5,17.6,2.2,4.1,1.4,0.4,0.8,1.8,12.5,4.4,3,4.3,2.5,2024-01-30
"Terry Rozier","Miami Heat","Vet",31.1,97.2,17.6,5.2,2.9,0.4,0.2,1,1.7,14.2,2.9,6.4,2.9,1.6,2024-01-30
"Nikola Vucevic","Chicago Bulls","Vet",33.1,95.9,17.6,3.5,8.1,2.2,0.8,0.7,1.5,14.8,1.7,4,3.5,2.3,2024-01-30
"Tim Hardaway Jr.","Dallas Mavericks","Vet",29.5,100.1,17.4,1.9,3.3,0.3,0.1,0.5,0.8,13.5,3.1,7.9,1.7,1.5,2024-01-30
"Khris Middleton","Milwaukee Bucks","Vet",29.1,101.6,16.9,5.3,4.1,0.7,0.3,0.9,2.1,12.7,2.5,5.3,1.5,2.5,2024-01-30
"Jordan Clarkson","Utah Jazz","Vet",27.6,98.8,16.9,4.3,2.3,0.8,0.1,0.6,2.1,13.9,3.2,5,2.1,1.5,2024-01-30
"Bogdan Bogdanovic","Atlanta Hawks","Vet",28.9,100.2,16.7,2.7,2.6,0.5,0.3,1.1,1.2,13.2,2.1,7.6,1.9,2,2024-01-30
"Jordan Poole","Washington Wizards","Vet",29.9,101.9,16.6,3.4,2.1,0.4,0.3,0.8,1.8,13.5,3,6.1,2.4,2.8,2024-01-30
"Bradley Beal","Phoenix Suns","Vet",32.5,98.3,16.4,4.5,3.3,0.7,0.4,0.8,2,13.9,2.6,4.4,3.2,2.3,2024-01-30
"Malcolm Brogdon","Portland Trail Blazers","Vet",30.1,96.8,16.2,5.6,3.3,0.6,0.2,0.7,1.6,12.4,2.7,5.1,2.9,1.6,2024-01-30
"Tobias Harris","Philadelphia 76ers","Vet",30.8,97.6,16,2.9,4.4,1,0.5,0.8,1.3,12,3,3.5,3.8,1.7,2024-01-30
"James Harden","Los Angeles Clippers","Vet",33.7,96.1,15.9,8.5,4.5,0.5,0.7,1.1,2.6,11.1,4.3,6.4,2.1,2,2024-01-30
"Jarrett Allen","Cleveland Cavaliers","Vet",31.3,97.8,15.8,2.9,7.4,3.6,1.2,0.8,1.9,10.4,4.4,0.3,6.3,2.3,2024-01-30
"Chet Holmgren","Oklahoma City Thunder","Sophomore",29.7,100.1,15.8,2.6,5.9,1.4,2.4,0.6,1.4,11.6,2.9,4,3.4,2.4,2024-01-30
"Fred VanVleet","Houston Rockets","Vet",35.1,97.9,15.6,8.1,3.3,0.4,0.8,1.3,1.6,12.1,2.6,7.2,1.4,2.3,2024-01-30
"Brandon Miller","Charlotte Hornets","Rookie",30,97,15.6,2.3,3.3,0.7,0.4,0.6,1.5,13,2.2,6,2,2.3,2024-01-30
"Derrick White","Boston Celtics","Vet",31.8,98.5,15.5,4.3,3.2,0.7,1.1,0.8,1.4,12.3,2.5,7.2,1.7,2,2024-01-30
"Jalen Johnson","Atlanta Hawks","Vet",33.4,101.1,15.5,3.4,6.8,1.2,0.7,1.3,1.8,11.9,2.7,3.6,4.4,2.6,2024-01-30
"Jaden Ivey","Detroit Pistons","Sophomore",27.8,99.7,15.4,4.2,2.6,1,0.4,0.7,2.2,12.5,4,4.7,3.2,2.7,2024-01-30
"Michael Porter Jr.","Denver Nuggets","Vet",31.3,96.5,15.2,1.4,5.5,1.2,0.6,0.5,0.7,12,1.2,6.3,2,1.9,2024-01-30
"Desmond Bane","Memphis Grizzlies","Vet",23,98.7,15.1,3.6,2.5,0.5,0.3,0.7,1.8,11.9,2.5,5.6,2.9,1.9,2024-01-30
"Donte DiVincenzo","New York Knicks","Vet",28.5,96,15,3.2,3,0.9,0.3,1.2,1.4,11.8,1.6,8.4,1.9,2,2024-01-30
"Keegan Murray","Sacramento Kings","Sophomore",31.5,99.3,14.8,1.8,4,1.2,0.6,0.9,0.8,11.7,1.8,5.7,2.3,2.3,2024-01-30
"Austin Reaves","Los Angeles Lakers","Vet",31.5,100.4,14.7,5.2,3,0.7,0.2,0.7,1.7,10.6,3.4,4.2,2.1,1.9,2024-01-30
"Saddiq Bey","Atlanta Hawks","Vet",33.2,101,14.7,1.8,4,2.2,0.1,0.9,0.9,11.5,3.4,5.6,3.7,1.7,2024-01-30
"Jrue Holiday","Boston Celtics","Vet",32.1,96.9,14.5,4.7,3.9,1,0.5,1,1.7,11.1,1.5,5.7,2,1.5,2024-01-30
"Darius Garland","Cleveland Cavaliers","Vet",23.5,97.1,14.4,4.3,1.6,0.3,0.1,0.9,2.2,11.6,3.1,4.1,2.5,1.5,2024-01-30
"Andrew Wiggins","Golden State Warriors","Vet",31.2,98.4,14.4,2.1,3.1,1.6,0.6,0.7,1.4,11.5,2.6,3.7,2.8,2.5,2024-01-30
"Jabari Smith Jr.","Houston Rockets","Sophomore",32.5,98.1,14.4,1.7,6.3,1.9,0.8,0.6,1.2,11,2.4,4.4,2.4,2.6,2024-01-30
"John Collins","Utah Jazz","Vet",26.4,99.7,14.2,1.3,5.3,1.8,0.8,0.5,1.1,10.6,2.6,3.2,3.9,2.6,2024-01-30
"Dennis Schroder","Toronto Raptors","Vet",31.6,97.9,14.1,5.8,2.4,0.4,0.2,0.9,1.6,10.7,2.8,4.2,2.4,2.2,2024-01-30
"Gary Trent Jr.","Toronto Raptors","Vet",29.6,97.7,14.1,1.9,2.1,0.3,0.2,1.1,0.6,11.5,1.3,6.7,1.2,1.4,2024-01-30
"Deandre Ayton","Portland Trail Blazers","Vet",30.6,96.5,14.1,1.7,6.9,2.6,0.7,0.7,1.5,11.3,1.9,0.3,3.9,2.4,2024-01-30
"Keldon Johnson","San Antonio Spurs","Vet",24.8,101.1,14,2.2,3.4,1,0.2,0.6,1.2,10.8,3.2,4.1,3.8,1.9,2024-01-30
"Ja Morant","Memphis Grizzlies","Vet",20.2,98.2,13.9,4.5,2.8,0.5,0.2,0.6,1.9,10.7,4.1,3.3,3.2,1.2,2024-01-30
"Brook Lopez","Milwaukee Bucks","Vet",32.2,102.3,13.9,1.9,4.1,1.9,2.3,0.6,1,10.3,2,5.3,3,2.5,2024-01-30
"Dillon Brooks","Houston Rockets","Vet",30.5,98.5,13.8,1.7,2.7,0.7,0.2,0.9,1.2,10.6,2.1,5,2.6,3.4,2024-01-30
"Jalen Duren","Detroit Pistons","Sophomore",29.3,99.4,13.6,2.6,8.1,3.4,0.7,0.6,1.8,9.6,2.5,0.2,5.7,3,2024-01-30
"Ayo Dosunmu","Chicago Bulls","Vet",32.7,95.6,13.5,3,2.8,0.7,0.5,0.9,1.4,10.7,1.8,3.9,3.8,2.4,2024-01-30
"Bennedict Mathurin","Indiana Pacers","Sophomore",23.6,100.6,13.4,1.8,2.6,0.8,0.2,0.5,1.4,10.2,3.6,3.4,3.2,1.8,2024-01-30
"Harrison Barnes","Sacramento Kings","Vet",30.6,98.8,13.2,1.6,2.5,0.8,0.2,0.6,0.6,9.4,2.6,5.2,1.6,1.2,2024-01-30
"Cameron Johnson","Brooklyn Nets","Vet",27.4,96.9,13.1,2.4,3.4,0.8,0.2,0.8,0.9,10.2,1.5,5.7,1.9,1.8,2024-01-30
"Rudy Gobert","Minnesota Timberwolves","Vet",33.1,95.1,13,1.3,9.4,3.5,1.8,0.6,1.4,7.9,4.7,0.2,6,2.8,2024-01-30
"Bruce Brown","Toronto Raptors","Vet",31.4,99.9,13,2.9,4.1,1.1,0.5,1.1,1.4,10.3,2.5,2.7,3.1,2.7,2024-01-30
"Aaron Nesmith","Indiana Pacers","Vet",28.6,99.7,12.9,1.7,3.2,1,0.6,1,0.9,9.1,1.9,5,2.4,3,2024-01-30
"Tyus Jones","Washington Wizards","Vet",30.1,101.3,12.9,7,2.7,0.4,0.2,1.3,1.2,11,1,4.2,1.5,1,2024-01-30
"Kevin Huerter","Sacramento Kings","Vet",28.8,98.8,12.7,3,3.5,0.5,0.4,0.9,0.8,10.1,1.1,6.4,1.7,2.4,2024-01-30
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",27.1,97.9,12.7,1.4,3.2,0.9,0.4,1,0.9,10,2.5,4,3.8,2.6,2024-01-30
"Aaron Gordon","Denver Nuggets","Vet",30.5,96.4,12.6,2.5,3.8,2.3,0.6,0.6,1.1,8.6,3.2,1.9,5.2,1.9,2024-01-30
"Deni Avdija","Washington Wizards","Vet",27.9,102.1,12.6,4,5.5,1.1,0.4,0.8,1.9,9.3,3.2,2.5,3.7,2.6,2024-01-30
"P.J. Washington","Charlotte Hornets","Vet",26.6,97.5,12.5,2.1,3.4,0.9,0.7,0.7,1.1,10.1,1.7,5.1,2.4,2.1,2024-01-30
"Caris LeVert","Cleveland Cavaliers","Vet",23.6,97.7,12.5,3.3,2.3,0.5,0.3,0.8,1.4,10.3,2.5,4.6,2.7,1.6,2024-01-30
"Jonas Valanciunas","New Orleans Pelicans","Vet",23.3,97.8,12.4,2,7.1,2.5,0.8,0.4,1.4,8.8,2.7,1.6,3.5,2.8,2024-01-30
"Evan Mobley","Cleveland Cavaliers","Vet",27.1,98.3,12.3,2.1,6.1,2.1,1.3,0.6,1.5,9.1,2.3,0.5,4.7,2.3,2024-01-30
"Malik Monk","Sacramento Kings","Vet",22,98.9,12.2,4.6,2.1,0.3,0.4,0.6,1.7,9.2,2.3,4.9,2,1.6,2024-01-30
"Bobby Portis","Milwaukee Bucks","Vet",22.1,100.5,12.1,1.1,5.5,1.5,0.3,0.5,0.7,9.7,1.4,3.2,2,2.1,2024-01-30
"Nicolas Claxton","Brooklyn Nets","Vet",29.7,97.8,12,1.9,7.5,2.8,2.1,0.8,1.2,8.3,2.9,0.2,5.3,2.4,2024-01-30
"Jeremy Sochan","San Antonio Spurs","Sophomore",28,100.2,12,3.3,3.9,1.7,0.4,0.7,1.5,9.7,1.8,3.2,3.2,2.2,2024-01-30
"Norman Powell","Los Angeles Clippers","Vet",22.2,98,11.9,1.1,2.1,0.2,0.3,0.6,0.7,8.6,2.2,4.4,1.5,1.6,2024-01-30
"Spencer Dinwiddie","Brooklyn Nets","Vet",28.7,97.6,11.7,5.7,2.4,0.4,0.2,0.7,1.2,9,2.8,5,1.5,1.8,2024-01-30
"Josh Giddey","Oklahoma City Thunder","Vet",24.1,100.4,11.6,4.4,4.8,1.4,0.4,0.6,1.6,9.6,1.3,3.2,3,1.3,2024-01-30
"Andrew Nembhard","Indiana Pacers","Sophomore",25.7,98.5,11.6,5.4,1.6,0.6,0.1,0.9,2,9.5,1.6,2.5,2.4,2.1,2024-01-30
"Max Strus","Cleveland Cavaliers","Vet",30.2,97.8,11.5,3.1,3.7,0.7,0.3,0.7,1.3,9.1,1.2,6.4,2.3,2.3,2024-01-30
"Jalen Suggs","Orlando Magic","Vet",24.7,97.6,11.5,2.3,2.3,0.6,0.5,1.1,1.4,8.9,1.7,5.1,2,2.4,2024-01-30
"Clint Capela","Atlanta Hawks","Vet",25.4,100.8,11.2,0.9,6,3.7,1.3,0.6,0.9,7.9,2.6,0.2,7.1,2.3,2024-01-30
"Daniel Gafford","Washington Wizards","Vet",27.2,100.6,11.1,1.5,5.1,2.9,1.8,0.8,1.1,6.7,2.9,0.2,4.6,2.9,2024-01-30
"Grayson Allen","Phoenix Suns","Vet",29.3,98.6,11,2.3,2.8,0.6,0.4,0.8,1,7.2,1.5,4.9,1.7,1.8,2024-01-30
"Wendell Carter Jr.","Orlando Magic","Vet",24.6,95.9,11,1.6,4.8,1.8,0.6,0.5,1.1,7.6,2.4,2.9,3.1,2.1,2024-01-30
"Alec Burks","Detroit Pistons","Vet",18.9,98.9,11,1.5,2.1,0.3,0.2,0.5,0.6,8.4,2.4,5,0.6,1.4,2024-01-30
"Marvin Bagley III","Washington Wizards","Vet",19.2,100.6,11,1.1,3.2,2.1,0.5,0.4,1.1,7.5,3.1,0.5,4.3,2,2024-01-30
"Alex Caruso","Chicago Bulls","Vet",30.5,96.4,10.9,3.3,3.1,0.8,1,1.6,1.2,8.6,1.4,5.7,1.8,2.8,2024-01-30
"Jaden McDaniels","Minnesota Timberwolves","Vet",29.3,95.9,10.9,1.4,2.3,0.8,0.5,0.8,1,8.5,1.1,3.4,2.3,2.7,2024-01-30
"Jordan Nwora","Toronto Raptors","Vet",21.8,100.6,10.9,2.2,3.1,0.9,0.2,0.5,1.3,9,1.8,4.6,2.8,1.8,2024-01-30
"Keyonte George","Utah Jazz","Rookie",22.3,98.9,10.9,3.7,2.1,0.2,0.1,0.5,1.5,8.5,2.9,4.8,0.9,1.1,2024-01-30
"Malik Beasley","Milwaukee Bucks","Vet",28.4,103.1,10.8,1.6,2.8,0.6,0.2,0.7,0.6,8.3,0.5,5.8,0.8,1.9,2024-01-30
"Isaiah Stewart","Detroit Pistons","Vet",27.9,98.7,10.6,1.8,4.7,1.8,0.7,0.4,1.2,7.9,1.9,3.5,2.8,2.4,2024-01-30
"Jaime Jaquez Jr.","Miami Heat","Rookie",24.2,97.1,10.6,2.1,2.2,0.9,0.2,0.8,1.4,7.9,2.2,2.1,2.7,2.2,2024-01-30
"Eric Gordon","Phoenix Suns","Vet",25.2,97.7,10.5,1.9,1.6,0.3,0.4,0.6,0.9,8.1,1.1,5.7,1.4,1.2,2024-01-30
"Buddy Hield","Indiana Pacers","Vet",23.4,101,10.4,2.3,2.7,0.5,0.4,0.7,1,8.3,0.7,5.8,1.5,1.8,2024-01-30
"Naz Reid","Minnesota Timberwolves","Vet",19.4,96.6,10.4,1.1,3.3,0.9,0.7,0.6,0.9,8,1.3,4.2,2.2,2,2024-01-30
"Nick Richards","Charlotte Hornets","Vet",27.4,96.5,10.4,1,5.7,2.9,1.5,0.3,1.1,6,3.1,0.2,4.4,2.7,2024-01-30
"Tre Jones","San Antonio Spurs","Vet",26.3,100.5,10.3,6.1,2.4,0.7,0.1,1,1.4,7.7,1.6,2.4,3,1.3,2024-01-30
"Russell Westbrook","Los Angeles Clippers","Vet",18.8,99.6,10.3,3.9,3.2,1.1,0.3,0.7,1.7,8,2.2,1.9,3.5,1.5,2024-01-30
"Santi Aldama","Memphis Grizzlies","Vet",24,97.1,10.3,1.9,4.4,1.1,0.6,0.6,1,8.4,1.4,4.7,2.1,1.5,2024-01-30
"Herbert Jones","New Orleans Pelicans","Vet",26.1,98.5,10.2,2.2,2.3,1,0.6,1.1,0.9,7.4,1.7,3.8,2.5,2.5,2024-01-30
"Luguentz Dort","Oklahoma City Thunder","Vet",26.5,100.4,10.1,1.3,2.4,1.1,0.5,0.7,0.7,7.5,1.8,4.8,1.8,2.7,2024-01-30
"Trey Murphy III","New Orleans Pelicans","Vet",20.8,97.3,9.9,1.4,2.2,0.4,0.3,0.6,0.4,7.7,1.5,5.6,1.1,1.2,2024-01-30
"Jusuf Nurkic","Phoenix Suns","Vet",24.5,98.7,9.8,2.9,7.1,2.5,0.8,0.8,1.6,7.3,2.6,1.3,3.9,3,2024-01-30
"Kentavious Caldwell-Pope","Denver Nuggets","Vet",31,96.4,9.8,2,2.1,0.4,0.4,1.2,0.8,7.6,1.4,3.8,1.5,1.7,2024-01-30
"Dereck Lively II","Dallas Mavericks","Rookie",27.8,99.3,9.7,1.5,5.3,3.1,1.3,0.6,1.2,6,2,0.3,4.6,3,2024-01-30
"Quentin Grimes","New York Knicks","Vet",23.5,94.2,9.7,1.5,1.9,0.4,0.2,0.6,0.7,7.8,1.2,5.4,1.5,1.7,2024-01-30
"Precious Achiuwa","New York Knicks","Vet",27.5,94.3,9.7,1.6,5,2.8,0.9,0.7,1.1,7.7,1.7,1.7,4.1,2.4,2024-01-30
"Corey Kispert","Washington Wizards","Vet",19.2,99.6,9.4,1.3,1.8,0.3,0.2,0.3,0.7,7.2,1.3,4.5,1.6,1.2,2024-01-30
"Scoot Henderson","Portland Trail Blazers","Rookie",18.9,98.4,9.4,3.2,1.6,0.5,0.2,0.5,1.9,8.2,2.7,2.8,2.7,2,2024-01-30
"Josh Hart","New York Knicks","Vet",33.6,95.5,9.3,3.3,6.3,1.5,0.3,1,1.3,7.6,1.4,3,2.5,2.1,2024-01-30
"Simone Fontecchio","Utah Jazz","Sophomore",24.6,101.1,9.2,1.7,2.7,1,0.3,0.6,0.8,7.5,0.9,4.7,1.4,1.7,2024-01-30
"Andre Drummond","Chicago Bulls","Vet",17.6,94.6,9.1,0.7,5,2.6,0.7,1,1.2,6.4,3,0.1,4.4,2.1,2024-01-30
"Payton Pritchard","Boston Celtics","Vet",21.7,95.2,9,2.9,2.2,0.7,0.1,0.5,0.7,7.1,0.7,4.7,0.9,1.2,2024-01-30
"Marcus Smart","Memphis Grizzlies","Vet",18.5,100,8.9,2.8,1.6,0.3,0.2,0.9,1.4,7.6,1.7,4.4,0.9,1.6,2024-01-30
"Isaac Okoro","Cleveland Cavaliers","Vet",25.7,97.4,8.8,1.7,2,1,0.4,0.8,0.8,6.2,2.1,2.5,2.9,2.1,2024-01-30
"Moritz Wagner","Orlando Magic","Vet",15.2,97.7,8.8,1.1,2.6,1.2,0.2,0.4,0.9,5.9,2.5,1.4,3.3,1.8,2024-01-30
"Cole Anthony","Orlando Magic","Vet",17.8,96.3,8.8,2.6,2.4,0.6,0.3,0.5,1.1,6.9,2.1,2.3,1.4,1.8,2024-01-30
"Cam Whitmore","Houston Rockets","Rookie",15.6,99.3,8.8,0.6,2.7,0.6,0.2,0.5,0.6,7.1,1.7,3.8,2.4,1.3,2024-01-30
"Draymond Green","Golden State Warriors","Vet",29,99.6,8.7,6.7,5.4,1.1,0.8,1,2.2,6.6,1.7,2.5,1.9,3.1,2024-01-30
"Josh Green","Dallas Mavericks","Vet",27.3,99.3,8.7,2.5,2.5,0.7,0.2,0.7,1,6.7,1.1,3.3,1.9,2.2,2024-01-30
"De'Andre Hunter","Atlanta Hawks","Vet",18.3,100.3,8.7,1,2.1,0.4,0.2,0.4,0.8,7,1.7,3,1.4,1.9,2024-01-30
"Jabari Walker","Portland Trail Blazers","Sophomore",24.4,96.6,8.7,1.1,4.9,1.9,0.4,0.6,0.9,6.5,2,2,3,2.1,2024-01-30
"Rui Hachimura","Los Angeles Lakers","Vet",18.6,99.2,8.6,1,2.4,0.6,0.2,0.4,0.5,6.5,1.5,2.3,2,1.1,2024-01-30
"Brandin Podziemski","Golden State Warriors","Rookie",23.8,97.7,8.6,3,3.3,1.3,0.1,0.8,1.1,7.3,1,3.1,1.5,1.8,2024-01-30
"Taurean Prince","Los Angeles Lakers","Vet",26.4,100.6,8.6,1.7,2.5,0.3,0.4,0.7,0.7,6.7,0.7,4.6,1,2,2024-01-30
"Onyeka Okongwu","Atlanta Hawks","Vet",23,100.4,8.4,1.2,4,2.4,1.1,0.5,0.7,5.7,2.1,0.8,3.6,2.8,2024-01-30
"Georges Niang","Cleveland Cavaliers","Vet",18.6,96.9,8.3,1.1,2.5,0.2,0.2,0.3,0.6,6.5,0.7,4.4,0.9,1.9,2024-01-30
"Ivica Zubac","Los Angeles Clippers","Vet",19.2,95.8,8.2,1,4.5,2.4,0.8,0.3,0.9,5.5,2,0.2,3.2,2.2,2024-01-30
